Taxonomy,Bulk,Benthic,Tax_detail
Candidatus_Competibacter,0.000002,0.000008,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Candidatus_Competibacter;
Clostridium_sensu_stricto_7,0.000008,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_7;
unidentified_11-24,0,0.000008,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__11-24;f__unidentified_11-24;g__unidentified_11-24;
Bacteroides,0,0.000014,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;
unidentified_Oxalobacteraceae,0.00001,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__unidentified_Oxalobacteraceae;
unidentified_Pirellulaceae,0.000008,0,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__unidentified_Pirellulaceae;
Chalicogloea_CCALA_975,0,0.000008,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Chalicogloea_CCALA_975;
Phormidium_IAM_M-71,0.000008,0.000002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Phormidium_IAM_M-71;
Altererythrobacter,0,0.000014,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter;
unidentified_Dojkabacteria,0,0.000016,k__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__unidentified_Dojkabacteria;f__unidentified_Dojkabacteria;g__unidentified_Dojkabacteria;
Luteimonas,0,0.000008,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;
unidentified_Marinifilaceae,0,0.000014,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__unidentified_Marinifilaceae;
unidentified_Hydrogenophilaceae,0.000004,0.000012,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__unidentified_Hydrogenophilaceae;
Limibaculum,0,0.000014,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Limibaculum;
Methanolinea,0.00001,0.000016,k__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;
Synechococcus_PCC-7902,0,0.000008,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Synechococcus_PCC-7902;
Angustibacter,0,0.000012,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter;
Frankia,0,0.000014,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Frankiaceae;g__Frankia;
Geitlerinema_LD9,0,0.000014,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Geitlerinema_LD9;
Klenkia,0,0.000008,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Geodermatophilaceae;g__Klenkia;
Parvibium,0.000022,0.000006,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Parvibium;
Epulopiscium,0.000012,0.000014,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Epulopiscium;
Lechevalieria,0,0.000008,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lechevalieria;
Flexibacter,0.000008,0,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Flexibacter;
Hassallia,0,0.000028,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__Hassallia;
unidentified_Candidatus_Amesbacteria,0,0.00001,k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Amesbacteria;f__unidentified_Candidatus_Amesbacteria;g__unidentified_Candidatus_Amesbacteria;
unidentified_Gastranaerophilales,0,0.00001,k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Gastranaerophilales;f__unidentified_Gastranaerophilales;g__unidentified_Gastranaerophilales;
Clostridium_sensu_stricto_18,0.000002,0.000008,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_18;
Chroococcopsis,0,0.000008,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Chroococcopsis;
Methylomagnum,0.000002,0.000024,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomagnum;
Fluviimonas,0.000008,0,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fluviimonas;
Candidatus_Cryptoprodotis,0.000024,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Candidatus_Cryptoprodotis;
unidentified_Candidatus_Lloydbacteria,0,0.000008,k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Lloydbacteria;f__unidentified_Candidatus_Lloydbacteria;g__unidentified_Candidatus_Lloydbacteria;
Frateuria,0,0.000008,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Frateuria;
Chloracidobacterium,0,0.000016,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Chloracidobacteriales;f__Chloracidobacteriaceae;g__Chloracidobacterium;
OLB15,0.000008,0,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__OLB15;
FFCH7168,0,0.00001,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__FFCH7168;
Escherichia-Shigella,0.000008,0.000008,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella;
Rhodoluna,0.000006,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Rhodoluna;
Megasphaera,0,0.000006,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera;
Parabacteroides,0.000006,0.000004,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;
Candidatus_Obscuribacter,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Vampirivibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Candidatus_Obscuribacter;
unidentified_JG30-KF-AS9,0,0.000008,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__JG30-KF-AS9;g__unidentified_JG30-KF-AS9;
Rubellimicrobium,0,0.000006,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;
Tellurimicrobium,0,0.000008,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae;g__Tellurimicrobium;
unidentified_Candidatus_Roizmanbacteria,0,0.000006,k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Roizmanbacteria;f__unidentified_Candidatus_Roizmanbacteria;g__unidentified_Candidatus_Roizmanbacteria;
Truepera,0,0.000006,k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;
Sva0996_marine_group,0,0.000006,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Sva0996_marine_group;
Synechococcus_PCC-7502,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Synechococcus_PCC-7502;
Methylomicrobium,0.000006,0.000002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomicrobium;
Diplosphaera,0,0.000006,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Diplosphaera;
Candidatus_Methylospira,0,0.000008,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Candidatus_Methylospira;
Actinopolymorpha,0,0.000006,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Actinopolymorpha;
Symbiobacterium,0,0.000006,k__Bacteria;p__Firmicutes;c__Symbiobacteriia;o__Symbiobacteriales;f__Symbiobacteraceae;g__Symbiobacterium;
Tyzzerella,0,0.000006,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;
Oscillatoria_SAG_1459-8,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Oscillatoria_SAG_1459-8;
unidentified_RBG-16-55-12,0,0.00001,k__Bacteria;p__Actinobacteriota;c__RBG-16-55-12;o__unidentified_RBG-16-55-12;f__unidentified_RBG-16-55-12;g__unidentified_RBG-16-55-12;
Pseudogulbenkiania,0,0.000006,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Pseudogulbenkiania;
Candidatus_Bealeia,0.000008,0.000006,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__Candidatus_Bealeia;
unidentified_KD4-96,0,0.00001,k__Bacteria;p__Chloroflexi;c__KD4-96;o__unidentified_KD4-96;f__unidentified_KD4-96;g__unidentified_KD4-96;
I-8,0,0.000006,k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__I-8;
UBA6140,0,0.000006,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__UBA6140;
Phormidium_CYN64,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidium_CYN64;
Candidatus_Cardinium,0.00001,0,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Amoebophilaceae;g__Candidatus_Cardinium;
Sediminispirochaeta,0,0.000008,k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Sediminispirochaeta;
Limnothrix,0.000008,0.00002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Limnotrichales;f__Limnotrichaceae;g__Limnothrix;
Nannocystis,0,0.000008,k__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;
unidentified_Candidatus_Zambryskibacteria,0,0.000006,k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Zambryskibacteria;f__unidentified_Candidatus_Zambryskibacteria;g__unidentified_Candidatus_Zambryskibacteria;
Lachnoclostridium,0,0.000006,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;
Paludicola,0,0.000006,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola;
Rivicola,0.000006,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Rivicola;
Ensifer,0,0.000006,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Ensifer;
Desulforhabdus,0,0.00001,k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulforhabdus;
Tychonema_CCAP_1459-11B,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Tychonema_CCAP_1459-11B;
Schizothrix_LEGE_07164,0,0.000008,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__unidentified_Synechococcales;g__Schizothrix_LEGE_07164;
Synechocystis_PCC-6803,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Synechocystis_PCC-6803;
Neo-b11,0,0.000006,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Neo-b11;
Methylovorus,0,0.00001,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylovorus;
Fictibacillus,0,0.000008,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fictibacillus;
Taonella,0,0.000006,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__unidentified_Ferrovibrionales;g__Taonella;
Clostridium_sensu_stricto_6,0.000002,0.000016,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_6;
Verruc-01,0,0.000006,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Verruc-01;
unidentified_Candidatus_Liptonbacteria,0,0.000006,k__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Liptonbacteria;f__unidentified_Candidatus_Liptonbacteria;g__unidentified_Candidatus_Liptonbacteria;
YB-42,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__YB-42;
Acetivibrio,0,0.000006,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Acetivibrio;
Exiguobacterium,0,0.000008,k__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;
Microcoleus_PCC-7113,0,0.000012,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Coleofasciculaceae;g__Microcoleus_PCC-7113;
unidentified_RD017,0.000006,0.000002,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__RD017;f__unidentified_RD017;g__unidentified_RD017;
Occallatibacter,0,0.000006,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae_(Subgroup_1);g__Occallatibacter;
Alistipes,0,0.00001,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;
unidentified_Solirubrobacteraceae,0,0.000012,k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__unidentified_Solirubrobacteraceae;
Kroppenstedtia,0,0.000006,k__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Kroppenstedtia;
BIyi10,0,0.000006,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__BIyi10;
Tolypothrix,0,0.00001,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Tolypothrix;
Treponema,0,0.000012,k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;
unidentified_SBR1031,0,0.000006,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__unidentified_SBR1031;g__unidentified_SBR1031;
Terracidiphilus,0,0.000012,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae_(Subgroup_1);g__Terracidiphilus;
Chitinilyticum,0,0.000014,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Chitinilyticum;
Methyloglobulus,0,0.000014,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloglobulus;
Pseudorhodoplanes,0,0.000014,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;
Sphingoaurantiacus,0,0.000006,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingoaurantiacus;
Geminicoccus,0,0.000004,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Tistrellales;f__Geminicoccaceae;g__Geminicoccus;
DSSF69,0,0.000004,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__DSSF69;
Clostridium_sensu_stricto_14,0,0.000006,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_14;
Alcanivorax,0.000004,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae1;g__Alcanivorax;
Chlorogloeopsis_PCC-7518,0,0.000004,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Chlorogloeopsis_PCC-7518;
unidentified_AB1,0.000004,0.000004,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__AB1;g__unidentified_AB1;
Dolosigranulum,0.000004,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Dolosigranulum;
Anaerocolumna,0,0.000004,k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerocolumna;
Sulfurimonas,0,0.000004,k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;
Acuticoccus,0,0.000006,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__unidentified_Alphaproteobacteria;f__unidentified_Alphaproteobacteria;g__Acuticoccus;
Leptolyngbya_VRUC_135,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_VRUC_135;
Hamadaea,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Hamadaea;
Neomicrococcus,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Neomicrococcus;
Abditibacterium,0,0.000004,k__Bacteria;p__Abditibacteriota;c__Abditibacteria;o__Abditibacteriales;f__Abditibacteriaceae;g__Abditibacterium;
Rudanella,0,0.000004,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Rudanella;
Aetherobacter,0.000004,0,k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Aetherobacter;
Sporosarcina,0.000002,0.000004,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina;
Fr127,0,0.000004,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Fr127;
unidentified_Cyanobacteriales,0,0.000004,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__unidentified_Cyanobacteriales;g__unidentified_Cyanobacteriales;
[Caedibacter]_taeniospiralis_group,0.000004,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__[Caedibacter]_taeniospiralis_group;
Calothrix_KVSF5,0.000004,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Calothrix_KVSF5;
Brevifollis,0,0.000004,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Brevifollis;
unidentified_Neisseriaceae,0,0.000008,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__unidentified_Neisseriaceae;
Methylobacter,0,0.000004,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylobacter;
Candidatus_Nucleicultrix,0,0.000006,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caedibacterales;f__Caedibacteraceae;g__Candidatus_Nucleicultrix;
Stanieria_PCC-7437,0,0.000004,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Stanieria_PCC-7437;
Patulibacter,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Patulibacter;
unidentified_Rickettsiaceae,0.000004,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__unidentified_Rickettsiaceae;
Syntrophomonas,0,0.000004,k__Bacteria;p__Firmicutes;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__Syntrophomonas;
Morganella,0.000004,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;
Enhydrobacter,0,0.000004,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Enhydrobacter;
Deinococcus,0,0.000006,k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;
unidentified_Candidatus_Raymondbacteria,0,0.000004,k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Candidatus_Raymondbacteria;g__unidentified_Candidatus_Raymondbacteria;
Pelolinea,0,0.000004,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;
Plesiomonas,0.000006,0.000002,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;
Dielma,0,0.000004,k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;
Bilophila,0,0.000004,k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;
M2PT2-76_termite_group,0,0.000008,k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__M2PT2-76_termite_group;
Faecalibacterium,0.000004,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;
SU2_symbiont_group,0,0.000006,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__SU2_symbiont_group;
Tepidisphaera,0,0.000006,k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__Tepidisphaera;
unidentified_Candidatus_Woykebacteria,0,0.000004,k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woykebacteria;f__unidentified_Candidatus_Woykebacteria;g__unidentified_Candidatus_Woykebacteria;
Geobacillus,0,0.000004,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Geobacillus;
Virgisporangium,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Virgisporangium;
Glutamicibacter,0.000004,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter;
unidentified_NS9_marine_group,0,0.000004,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__unidentified_NS9_marine_group;
Roseospirillum,0,0.000004,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Roseospirillum;
Roseateles,0,0.000004,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Roseateles;
unidentified_Sericytochromatia,0,0.000004,k__Bacteria;p__Cyanobacteria;c__Sericytochromatia;o__unidentified_Sericytochromatia;f__unidentified_Sericytochromatia;g__unidentified_Sericytochromatia;
Candidatus_Electronema,0,0.000004,k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Candidatus_Electronema;
Effusibacillus,0,0.000006,k__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Effusibacillus;
Chloronema,0,0.000006,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Chloronema;
unidentified_Oscillospiraceae,0,0.000004,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unidentified_Oscillospiraceae;
Herpetosiphon,0,0.000004,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Herpetosiphonaceae;g__Herpetosiphon;
Microlunatus,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;
Actinophytocola,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinophytocola;
Lawsonella,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Lawsonella;
Propionicicella,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionicicella;
Panacagrimonas,0.000004,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Salinisphaerales;f__Solimonadaceae;g__Panacagrimonas;
Dietzia,0.000004,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Dietziaceae;g__Dietzia;
unidentified_Saccharimonadales,0,0.000004,k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__unidentified_Saccharimonadales;g__unidentified_Saccharimonadales;
MBIC10086,0,0.000004,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae;g__MBIC10086;
ADurb.Bin118,0.000004,0.000004,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__Pedosphaeraceae;g__ADurb.Bin118;
Allocatelliglobosispora,0,0.000004,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Allocatelliglobosispora;
Macellibacteroides,0,0.000004,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;
MSBL7,0,0.000004,k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__MSBL7;
