Taxonomy,WS1L1,WS1L2,WS1L3,WS1L4,WS2L1,WS2L2,WS2L3,WS2L4,WS3L1,WS3L2,WS3L3,WS3L4,BS1L1,BS1L2,BS1L3,BS1L4,BS2L1,BS2L3,BS2L4,BS3L1,BS3L2,BS3L3,BS3L4,BS2L2,Tax_detail
Pajaroellobacter,0.000289743,0,0,2.41E-05,0.003090593,0.000169017,0.001448715,0.001448715,0,0,0,0.000120726,0.000144872,2.41E-05,0.00045876,0.000313888,0.00096581,0.00142457,0.001255553,0.000748503,0.001207263,0.001014101,0.000289743,0.000627777,k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter;
unidentified_SC-I-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003090593,0.000169017,0.000193162,0.00137628,4.83E-05,7.24E-05,4.83E-05,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SC-I-84;g__unidentified_SC-I-84;
Coxiella,0,0,0,2.41E-05,0,0.000338034,0.000289743,0.00045876,0,0,0,0,0.001907475,0,0,0.000169017,0.00050705,0.000338034,0.000386324,0.003066448,0.000120726,0.000169017,0,0.000555341,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Coxiellales;f__Coxiellaceae;g__Coxiella;
Hirschia,0.000265598,0.000217307,0.000169017,0.000265598,0.002535252,0.002173073,0.003066448,0.002366235,0.000193162,0.001038246,0.001569442,0.002583543,0.000217307,4.83E-05,0,2.41E-05,0.001738459,0.000941665,0.002245509,0.000338034,0.001327989,0.000651922,0.000386324,0.000482905,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hirschia;
unidentified_Candidatus_Woesebacteria,0,0,0,0,0,0,0,0,0,0,0,0,0.003042302,0,2.41E-05,0,2.41E-05,0,0,0,0,0,0,0,k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__unidentified_Candidatus_Woesebacteria;g__unidentified_Candidatus_Woesebacteria;
unidentified_Saprospiraceae,0,0,0.001859185,0,0,0.000241453,0.000169017,0.000144872,7.24E-05,0.000217307,0,0.000265598,0.000144872,2.41E-05,0,2.41E-05,9.66E-05,0.000386324,0.000579486,0.00045876,0.003042302,0.00142457,0.000748503,0.000289743,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__unidentified_Saprospiraceae;
Candidatus_Accumulibacter,0,0,0,0,0,0,0,0,0,0,0,0,0.000434615,0.003018157,0.001231408,0.001617732,0.000410469,0.001352134,4.83E-05,0,0,0.000627777,0.000555341,0.000724358,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Candidatus_Accumulibacter;
unidentified_Gemmatimonadaceae,0,0,0,0,0,2.41E-05,7.24E-05,0,0.000217307,0,7.24E-05,0.000724358,0.000531196,0.000144872,0.002994012,0.000289743,0.000700212,0.00280085,0.000724358,0.00137628,0.000893375,0.00091752,0.001666023,0.000313888,k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__unidentified_Gemmatimonadaceae;
Phenylobacterium,0.001086537,0.002293799,0.002004056,0.002921576,0.001690168,0.000941665,0.000772648,0.001255553,4.83E-05,0.000313888,0.000120726,0.000845084,0.001134827,0.002293799,0.000748503,0.002148928,0.001279699,0.002583543,0.001231408,0.000531196,0.000989956,0.000724358,0.001327989,0.000579486,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;
Candidatus_Udaeobacter,0,0,0,0,0,0,0,0,0,0,0,0,0.00045876,0,0.00050705,9.66E-05,0.000410469,0.002921576,0.000362179,0.001134827,0.000241453,0.000603631,0.000120726,0.000989956,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter;
Streptomyces,4.83E-05,0,0,0,0,2.41E-05,0,2.41E-05,0,0,0,0,0.000289743,0,0.002897431,0.000144872,0.000362179,0.002921576,0.000651922,0.000820939,0.000193162,0.000120726,0.000338034,0.000627777,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;
RB41,0,0,0,0,0,0,0,0,0,0,0,0,0.000241453,0,0.000410469,0,0.000169017,0.001521151,0.000362179,0.002559397,0.000120726,0.001545297,0.002824995,0,k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;
Pseudonocardia,0,0.000144872,0,0,0,0,0,0,0,0,0,0,0.000120726,0,0.000289743,0.000120726,0.000193162,0.002752559,0.00045876,0.000531196,9.66E-05,0.000193162,0.001279699,9.66E-05,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia;
unidentified_Steroidobacteraceae,0,0,2.41E-05,0,7.24E-05,0,0,0,0,0,0,0,0,0,9.66E-05,0.000555341,0.000748503,0.000724358,0.002728414,0.000579486,0.000265598,0.000362179,0.000362179,0.000313888,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__unidentified_Steroidobacteraceae;
Devosia,0.001327989,0.000651922,0.001327989,0.000796794,0,0,0,7.24E-05,7.24E-05,0,0,0.000603631,0.001786749,0.001569442,0.000338034,0.002704269,0.001617732,0.001303844,0.00096581,0,9.66E-05,0.000482905,0.000482905,0.000362179,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;
Porphyrobacter,0,0,0,2.41E-05,0,0,7.24E-05,0.000144872,0,0,0,0,0,0,0,0,0.000676067,0.000845084,0.002631833,0,0.000144872,0,0,0.000144872,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Porphyrobacter;
Citrifermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001086537,0.002631833,0.000169017,0.00050705,0.001762604,0.000265598,0.000144872,0,0,0,4.83E-05,k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Citrifermentans;
Paludibacter,0,0,0,0,0,0,0,2.41E-05,0,0,0,0,0,0.002607688,0.000386324,0.000700212,0.002221364,0.001038246,0.000193162,0,0,0.000386324,0.000724358,0.001134827,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;
Ruminiclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169017,0,9.66E-05,0.002583543,0.000410469,0.000386324,0.002607688,7.24E-05,0.000941665,0.000144872,0.001086537,k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Ruminiclostridium;
mle1-7,0,0,0,0,0,0,0,0,2.41E-05,4.83E-05,0,0.000193162,0.000241453,0.000169017,0.002559397,0.000313888,0.00142457,0.002366235,0.001352134,0.001521151,0.00188333,0.001690168,0.002124783,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__mle1-7;
Leptolyngbya_PCC-6306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120726,0,0.000241453,0.000120726,0,0,0.000700212,0.002535252,4.83E-05,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_PCC-6306;
Bdellovibrio,2.41E-05,0,0.001738459,9.66E-05,0.000193162,0.000217307,2.41E-05,0.000289743,0,2.41E-05,0.000120726,9.66E-05,0.000193162,0.000193162,0.000434615,0.000120726,0.000265598,0.00045876,0.000893375,0.000748503,0.000724358,0.000748503,0.000338034,0.002511107,k__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;
Tibeticola,0,0,0,0,0,0.000289743,0,0.000603631,0,0.000869229,0.002486962,0.001327989,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Tibeticola;
Denitratisoma,0,7.24E-05,0,2.41E-05,0,0,0,0,0,0,0,0,2.41E-05,0.000169017,0.000434615,0.002414526,0,0,0,0.000313888,2.41E-05,0.002148928,0.000724358,4.83E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Denitratisoma;
Armatimonas,0.000845084,0.000869229,0.000796794,0.001038246,4.83E-05,0.000289743,0.002124783,0.000217307,0.000579486,0,0,0.000144872,4.83E-05,9.66E-05,0.000144872,7.24E-05,2.41E-05,0.000555341,0.000579486,0,0.000362179,0.002414526,0,0.00091752,k__Bacteria;p__Armatimonadota;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas;
Desulfosporosinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002390381,0,0,2.41E-05,0.000144872,4.83E-05,0,0,4.83E-05,0.000169017,0.00050705,k__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;
TM7a,0,0,0,0,0,0,9.66E-05,0,0,0,0,0,0.000120726,0.000144872,0,0.000120726,0.002390381,0.000144872,0.000169017,0,0,0,0,2.41E-05,k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7a;
unidentified_Caldilineaceae,0,0,2.41E-05,0,0,0,0,0,0,0,0,9.66E-05,0.000144872,0,0,0.001521151,0.000241453,0.000169017,0.002366235,0.000989956,0.000144872,0.001014101,4.83E-05,0.000265598,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__unidentified_Caldilineaceae;
Methylobacterium-Methylorubrum,0,0,0,0,0,0,0,9.66E-05,0,0,0,0,0.00050705,2.41E-05,9.66E-05,9.66E-05,0.000748503,0.002076492,0.001472861,0.001497006,0.000989956,0.00234209,0.001762604,0.000555341,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium-Methylorubrum;
unidentified_Gaiellales,0,0,0,0,0,0,0,0,0,0,0,0,0.000265598,2.41E-05,0.001400425,0.000362179,0.000362179,0.002317945,0.00091752,0.00137628,0.000362179,0.000362179,0.000869229,0.000796794,k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__unidentified_Gaiellales;g__unidentified_Gaiellales;
Rice_Cluster_I,0,0,0,0,0,0,0,0,9.66E-05,0,0,0,0,0,0.000265598,0.000265598,0.002317945,0.001859185,0.00050705,0.000265598,0.00050705,0.000482905,2.41E-05,0.000169017,k__Archaea;p__Halobacterota;c__Methanocellia;o__Methanocellales;f__Methanocellaceae;g__Rice_Cluster_I;
Noviherbaspirillum,0,0,0,0,0,0,0,0,0,4.83E-05,0,9.66E-05,0,0,9.66E-05,0,2.41E-05,9.66E-05,0.000193162,0.000120726,0.002269654,0.001038246,0.001400425,2.41E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Noviherbaspirillum;
Holophaga,0,7.24E-05,0,0,0,0,0,0,0,0,0,0,2.41E-05,0.001279699,0.001979911,0.000338034,0.00096581,0.001086537,0.000748503,0,0,0.000410469,0.00188333,0.002269654,k__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Holophaga;
Salinispira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000265598,7.24E-05,2.41E-05,0.002221364,0.000169017,0.000579486,0,0,9.66E-05,7.24E-05,0.001255553,k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Salinispira;
Sulfuricella,0,0,0,0,0,0,0,0,0,0,0,0,0.000313888,7.24E-05,0.001134827,0.002221364,0,0,0,9.66E-05,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuricella;
Simplicispira,9.66E-05,0,0,0,0,0,0,0.000120726,0,0,0,0,0.000120726,0.002221364,0,0.000386324,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Simplicispira;
Turicibacter,0.001400425,0.000313888,7.24E-05,9.66E-05,0,2.41E-05,0,0,0,0,0,7.24E-05,0.002221364,7.24E-05,0.000193162,0.000434615,0,4.83E-05,0,9.66E-05,0,0,7.24E-05,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter;
Haliangium,9.66E-05,0.000941665,2.41E-05,0.00050705,0,0,0,2.41E-05,2.41E-05,0,0,4.83E-05,0.00050705,0.000144872,0.000482905,0.000193162,0.000820939,0.002197218,0.000724358,0.001207263,0.00045876,0.000603631,0.000700212,0.00091752,k__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium;
Christensenellaceae_R-7_group,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0.000144872,7.24E-05,0.000362179,0.002197218,0.000338034,0.001255553,0,0,0,0,0.000144872,k__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;
Terrabacter,0,0.000289743,0,0,0,0,0,0,2.41E-05,0,0,0,0,0.000193162,0.000265598,0.000144872,0.000265598,0.001859185,0.001086537,0.001979911,0.000603631,0.000748503,0.000700212,0.002173073,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Terrabacter;
Romboutsia,0.000700212,0.000193162,0.000651922,0.000120726,0,0,0,0,0,0,0,4.83E-05,0.001593587,0.000313888,0.002124783,0.001231408,0,0.000144872,0.000313888,0.000169017,9.66E-05,0.000120726,7.24E-05,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;
Opitutus,0.000531196,0.000651922,0,0.002124783,0,0,0,0,0,0,0.000217307,0.001569442,0.000603631,0,0.000869229,9.66E-05,7.24E-05,0.000120726,0,0.000386324,4.83E-05,0.000289743,0.000217307,0.000603631,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Opitutus;
Terrisporobacter,0.001183118,0.000193162,0,0,0,0,0,0,0,0,0,0,0.002124783,0,0,0.000217307,0,0,0,2.41E-05,0,7.24E-05,0.000144872,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter;
Lutispora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338034,0.000651922,0.002076492,0,0,0,4.83E-05,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__unidentified_Clostridia;f__Gracilibacteraceae;g__Lutispora;
Methanobacterium,2.41E-05,0,0,0,0,0,0,0,0,0,0,2.41E-05,0.000313888,0,0,0.002076492,0.000217307,0.000144872,7.24E-05,0.000217307,7.24E-05,0.000169017,4.83E-05,0,k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;
Pelomonas,4.83E-05,7.24E-05,0.000217307,0.000265598,0.000289743,0.001014101,0.000724358,0.002076492,0,0,0.001472861,0.000217307,0,0.00050705,0.000241453,0.000265598,0,4.83E-05,0,0.001183118,0.000169017,0.000144872,0.000120726,0.000289743,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pelomonas;
Lacunisphaera,4.83E-05,0.000144872,0.000120726,0.000241453,0,7.24E-05,4.83E-05,0.000193162,0,2.41E-05,0.000144872,0.000603631,0.00050705,0.000482905,0.000531196,2.41E-05,0.000120726,0.000386324,0.000289743,0.002052347,0.000796794,0.001207263,0.000265598,0.001762604,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;
Synechocystis_BDHKU-20401,0,0,0.002052347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Synechocystis_BDHKU-20401;
Sphingorhabdus,0.002028202,0.000555341,0,0.000989956,0,0.000289743,7.24E-05,0,0,0,0,0,7.24E-05,0,0.000144872,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus;
Chthonomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144872,0,7.24E-05,0.000362179,0.000120726,7.24E-05,0.000265598,0.002028202,0,0.000193162,k__Bacteria;p__Armatimonadota;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas;
Aurantimicrobium,9.66E-05,7.24E-05,0,0,0,0,0,0,0,0,0,0,0.001955766,2.41E-05,0.000265598,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Aurantimicrobium;
unidentified_Subgroup_2,0,0,0,0,0,0,0,0,0,0,0,0,0.000241453,4.83E-05,0,0,0.000748503,0,0.000120726,0.000555341,0,0,0,0.00188333,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Subgroup_2;f__unidentified_Subgroup_2;g__unidentified_Subgroup_2;
Spirochaeta_2,0,0,0,0,0.000941665,9.66E-05,2.41E-05,0.000144872,0,0,0,0,0,0.000120726,9.66E-05,2.41E-05,0.00091752,0.000313888,0.000869229,0.000120726,0,0.00050705,0.001859185,0.000845084,k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta_2;
unidentified_Microscillaceae,0,0,0,0,2.41E-05,0,0,0,0,0,0,0.000144872,0,0,0,0,4.83E-05,0.000144872,0.000144872,0.001569442,0.00183504,0.001183118,0.000772648,0.000265598,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__unidentified_Microscillaceae;
Methanosarcina,0,0,0,7.24E-05,0,0,0,0,4.83E-05,0,0,0,0,4.83E-05,0.000362179,0.001158972,0.00183504,0.001641878,0.000241453,7.24E-05,0.000169017,7.24E-05,0,7.24E-05,k__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__Methanosarcina;
G12-WMSP1,0,0,0,0,0,0,0,0,0,0,0,0,0.000579486,0,0,0,4.83E-05,2.41E-05,7.24E-05,0.000241453,0,4.83E-05,0,0.001786749,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__G12-WMSP1;
Desulfurivibrio,0,0,0,0,0,0,0,0,0,0,0,0,0.000120726,0,0,0,0.000338034,0.000193162,2.41E-05,0,0,0,0,0.001786749,k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__Desulfurivibrio;
JSC-12,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0,0,0,4.83E-05,4.83E-05,0.000193162,0.001231408,0.001786749,0.00045876,0.000676067,0.001134827,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__JSC-12;
C39,0.000434615,4.83E-05,0.001762604,0,0,0,0,0,0.000289743,0,0,0,0.000193162,0,0.001110682,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__C39;
Paenibacillus,0,0,2.41E-05,0,0,0,0,0,0,0,0,0,0,2.41E-05,0.00045876,0,7.24E-05,0.00045876,0.000120726,0.00050705,0,0.000144872,0,0.001738459,k__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;
Aurantisolimonas,2.41E-05,0,0.000265598,0,0,0.000289743,0,0.000579486,9.66E-05,0,0,0,0,0.000144872,0.000386324,0.000144872,0.000531196,0.000241453,0.001738459,0,0.000627777,4.83E-05,2.41E-05,0.000627777,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Aurantisolimonas;
Caenimonas,0,0,0,0,0,0,0,0,7.24E-05,0,0.000820939,0.000989956,0,0,0,0,9.66E-05,9.66E-05,0,0.000796794,0.000169017,0.00142457,0.001714313,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Caenimonas;
Solirubrobacter,0,0,0,0,0,4.83E-05,0,0,0,2.41E-05,0,0,0,0,0.000193162,9.66E-05,7.24E-05,0.001714313,0.00045876,0.000217307,0,2.41E-05,0.000120726,2.41E-05,k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;
OLB12,0.000120726,0.000169017,0,0,0,0,0,0,0,2.41E-05,0,0,0.001593587,0,0.000193162,0.001014101,0.000845084,0.000289743,0.000579486,0.000217307,0.000217307,0.000217307,0.000265598,0.001666023,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Microscillaceae;g__OLB12;
Azospira,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,7.24E-05,0.000555341,0.001666023,0.000724358,0,0.000120726,9.66E-05,0,0,4.83E-05,7.24E-05,4.83E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azospira;
Pseudolabrys,4.83E-05,0.000555341,4.83E-05,0,0,0,0,0,0,2.41E-05,4.83E-05,0.000144872,0.001593587,9.66E-05,0.000651922,0,0.000193162,0.000820939,0.000627777,0.001666023,0.00050705,0.000313888,0.000217307,0.000820939,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;
Thauera,0,0,0.001666023,0,0,0,0,0,0,0,0,0,0,7.24E-05,0.000338034,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;
Rhodomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169017,4.83E-05,2.41E-05,4.83E-05,0.000217307,0.000265598,0.001641878,9.66E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodomicrobiaceae;g__Rhodomicrobium;
Phormidesmis_ANT.L52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0,0.000386324,0.001641878,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidesmis_ANT.L52.6;
Parasediminibacterium,0,0,0,0,0.000241453,0,4.83E-05,0,0,9.66E-05,0,0,0,0,0,0,0,0,4.83E-05,0,0.000531196,0.001641878,0.00050705,0,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parasediminibacterium;
HAVOmat113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045876,0.001231408,0.001641878,0.00091752,0.000265598,0.000217307,0.000241453,0.000989956,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__HAVOmat113;
Sandaracinobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0.000241453,0,0.000845084,0,0.001617732,0.000434615,0.000386324,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sandaracinobacter;
Sulfurisoma,0,0,0,4.83E-05,0,0,0,0,0,0,0,0,0.000700212,0.000482905,0.001617732,0.001303844,9.66E-05,0,0.000410469,0,0,0,2.41E-05,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sulfurisoma;
Sterolibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0.001593587,0.000772648,0.001448715,0.001545297,0,0,7.24E-05,0.000265598,9.66E-05,9.66E-05,0,0.000434615,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sterolibacterium;
Candidatus_Berkiella,0,0,0,0,0,4.83E-05,0,0,4.83E-05,0.000362179,0,0.000217307,0.000144872,0,0,0,0.000241453,0.000313888,0.000410469,0.001593587,0.000893375,0.000772648,0.000627777,0.001303844,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__unidentified_Gammaproteobacteria;f__unidentified_Gammaproteobacteria;g__Candidatus_Berkiella;
Iodobacter,0,0,0,0,0,0,2.41E-05,0,0,0,0,0,0,0,0,0,4.83E-05,7.24E-05,0,0.001569442,0,0,0,9.66E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chitinibacteraceae;g__Iodobacter;
UTCFX1,0,0,0,0,0,0,0,0,0,0,0,0,0.001569442,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UTCFX1;
Desulfomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001521151,0,0.001038246,0,0,0,0,0,0,0,0,k__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;
Phaselicystis,0,0,0,0,0,0,0,0,0,2.41E-05,0,2.41E-05,0.000289743,0,0.00045876,4.83E-05,0.000772648,0.001497006,0.000941665,0.001327989,0.00050705,0.000579486,0.000241453,7.24E-05,k__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Phaselicystidaceae;g__Phaselicystis;
Lewinella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000772648,0.000579486,0.000748503,2.41E-05,0.001303844,0.00045876,0.000820939,0.001472861,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella;
Lautropia,0,4.83E-05,0,0,0,0.000144872,0,0.000120726,7.24E-05,0,0,2.41E-05,0.000362179,0.000120726,0.000217307,0.000410469,0.000169017,0.000241453,0.000434615,0.001472861,7.24E-05,9.66E-05,2.41E-05,0.000120726,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;
unidentified_MBNT15,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0.001448715,0.000169017,0.000169017,0.000531196,0.00050705,0.000217307,0.000338034,9.66E-05,0.000144872,0.000169017,k__Bacteria;p__MBNT15;c__unidentified_MBNT15;o__unidentified_MBNT15;f__unidentified_MBNT15;g__unidentified_MBNT15;
