Taxonomy,WS1L1,WS1L2,WS1L3,WS1L4,WS2L1,WS2L2,WS2L3,WS2L4,WS3L1,WS3L2,WS3L3,WS3L4,BS1L1,BS1L2,BS1L3,BS1L4,BS2L1,BS2L3,BS2L4,BS3L1,BS3L2,BS3L3,BS3L4,BS2L2,Tax_detail
Clostridium_sensu_stricto_2,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0,0,0.000724358,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_2;
Amphiplicatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83E-05,0.000531196,0.000241453,0.000724358,0.000169017,0.000289743,0.000482905,0.000386324,0.000434615,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Parvularculaceae;g__Amphiplicatus;
FCPS473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83E-05,0.000169017,9.66E-05,2.41E-05,0.000362179,0,9.66E-05,0,0.000724358,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__FCPS473;
unidentified_OM190,0,0,0,0,0,0,0,0,0,0,0,0,0.000724358,0,0,2.41E-05,4.83E-05,0.000120726,0,0.000676067,0,0,7.24E-05,0,k__Bacteria;p__Planctomycetota;c__OM190;o__unidentified_OM190;f__unidentified_OM190;g__unidentified_OM190;
Flavisolibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0.000217307,0.000700212,0.000289743,0.000193162,0.000193162,4.83E-05,2.41E-05,0.000289743,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavisolibacter;
Microvirga,0,0,0,0,0,0,0,0,0,0,0,0,0.000169017,2.41E-05,2.41E-05,0.000144872,0,0.000700212,0,0,0,4.83E-05,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;
Crossiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0.000700212,0.000120726,0,0,7.24E-05,0,0.000120726,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Crossiella;
Runella,4.83E-05,9.66E-05,0.000120726,4.83E-05,0,0.000144872,7.24E-05,0,0,0,0,0,0,0.000700212,7.24E-05,0,0,0,7.24E-05,0.000434615,0,0,0,0,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Runella;
Aliterella,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0.000676067,0,9.66E-05,0,0,0,0.000120726,0.000700212,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae;g__Aliterella;
Syntrophobacter,0,4.83E-05,0,0,0,0,0,0,2.41E-05,0,0,7.24E-05,0,0,0.000144872,0.000410469,0.000410469,0.000676067,0.000289743,0.000362179,0.000482905,2.41E-05,0.000120726,9.66E-05,k__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter;
Bauldia,0,0,2.41E-05,0,0,0,0,0,0,0,0,0,4.83E-05,0,0.000676067,0.000144872,0.000217307,0.000482905,0.000289743,0.000217307,4.83E-05,0.000120726,0,0.000144872,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__unidentified_Rhizobiales;g__Bauldia;
Turneriella,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0,0.000144872,9.66E-05,4.83E-05,7.24E-05,0.000144872,0.000169017,0,9.66E-05,0,0.000676067,k__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Turneriella;
Tumebacillus,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,2.41E-05,0.000265598,0,0,0.000676067,0.000169017,0.000579486,2.41E-05,9.66E-05,4.83E-05,9.66E-05,k__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Tumebacillus;
Desulfatirhabdium,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0,0.000676067,0.000120726,0,9.66E-05,0,0,0,0,0,k__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfatirhabdium;
Roseisolibacter,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0,0,0,0.000651922,9.66E-05,0,0,0,0,0,k__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter;
Methanospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,2.41E-05,0.000651922,2.41E-05,0,0,0,0,0,0,k__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanospirillum;
Zoogloea,0,0,0.000120726,0,0,0,0,0.000651922,9.66E-05,0,0,2.41E-05,0,0.000289743,0,0,0.000169017,0,9.66E-05,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;
Prosthecomicrobium,0.000169017,4.83E-05,0,0,0,0,0,0,0,0,0,0,7.24E-05,2.41E-05,0,7.24E-05,0.000603631,0.000651922,0.000579486,4.83E-05,0.000241453,0.000241453,0.000386324,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Prosthecomicrobium;
UTBCD1,0,0,0,0,0,0,0,0,0,0,0,9.66E-05,0,0,0,7.24E-05,0.000120726,0.000289743,0.000410469,0,0.000627777,0.000265598,0,9.66E-05,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__UTBCD1;
Candidatus_Nitrososphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434615,0,0,7.24E-05,7.24E-05,0,9.66E-05,0.000627777,0,0.000144872,k__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrososphaera;
Kitasatospora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000579486,0,0.000193162,0.000627777,0,0,0,0.000169017,0,9.66E-05,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;
Kaistia,2.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000627777,0,0,2.41E-05,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__Kaistia;
Phormidium_SAG_37.90,0,0,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0.000313888,0.000627777,0.000241453,0.000627777,0.000313888,0.000289743,0.000144872,0.000482905,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Phormidium_SAG_37.90;
possible_genus_04,0,2.41E-05,0,0,0,0,0,0,0,0,0,0,0.000338034,4.83E-05,0,0,0,7.24E-05,7.24E-05,9.66E-05,0,0,0,0.000627777,k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible_genus_04;
Luteitalea,0,0,0,0,0,0,0,0,0,0,0,0,0.000627777,0,0,0.00050705,2.41E-05,0,9.66E-05,2.41E-05,0,0,0,4.83E-05,k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Luteitalea;
Thermosporothrix,0,0,0,0,0,0,0,0,0,0,0,0,9.66E-05,0,0,4.83E-05,0,9.66E-05,0,4.83E-05,0,0,0,0.000603631,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Thermosporothrix;
Ottowia,0,0,0,0,0,0,0,0,0.000603631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Ottowia;
unidentified_UBA12409,0,0,0,0,0,0,0,0,0,0.000603631,9.66E-05,0.000531196,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__UBA12409;g__unidentified_UBA12409;
Roseimarinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169017,0,0.000120726,0.000603631,7.24E-05,0,0,0,0,0,0,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Roseimarinus;
unidentified_WWE3,0,0,0,0,0,0,0,0,0,0,0,0,0.000603631,0,0,0,0,0,0,0,0,0,0,4.83E-05,k__Bacteria;p__Patescibacteria;c__WWE3;o__unidentified_WWE3;f__unidentified_WWE3;g__unidentified_WWE3;
Gemmobacter,0,0,0,0,0,0,0,0,0,0,0,0.000579486,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter;
unidentified_Desulfobacterota,0,0,0,0,0,2.41E-05,0,0,0,0,0,0,2.41E-05,0,0.000579486,0.000120726,7.24E-05,0.000434615,2.41E-05,0.000289743,0.000313888,7.24E-05,0.000289743,0,k__Bacteria;p__Desulfobacterota;c__unidentified_Desulfobacterota;o__unidentified_Desulfobacterota;f__unidentified_Desulfobacterota;g__unidentified_Desulfobacterota;
Sulfuricurvum,0,0,0,0,0,0,0,0,0,0,0,0,0.000120726,0,0.000120726,0.000120726,4.83E-05,0,0,0.000579486,0,0,0,0.000144872,k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfuricurvum;
Trichococcus,0,2.41E-05,0,0,0,0,0,0,0,0,0,0,0,0.000579486,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus;
Cyanothece_PCC_7425,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0,0.000579486,0,0,9.66E-05,2.41E-05,0,0.000265598,0.000120726,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__Cyanothece_PCC_7425;
Methyloversatilis,9.66E-05,0,4.83E-05,0.000193162,0,0,0,0,0,0,0,0,0,0,0.000555341,0,0.000531196,0,0.000217307,0.000482905,9.66E-05,0.000362179,0.000241453,0.000241453,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Methyloversatilis;
unidentified_CG2-30-50-142,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0,0,2.41E-05,0.000144872,0.000555341,4.83E-05,0,0,0.000217307,k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__CG2-30-50-142;f__unidentified_CG2-30-50-142;g__unidentified_CG2-30-50-142;
Gloeobacter_PCC-7421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0.000313888,0.000289743,9.66E-05,0.000555341,2.41E-05,0.000169017,0.000555341,0.000410469,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeobacterales;f__Gloeobacteraceae;g__Gloeobacter_PCC-7421;
Arthrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000555341,4.83E-05,0,0,0,0.000144872,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;
Tabrizicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217307,0.000555341,0.000482905,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;
Variovorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000265598,0.000482905,0.000555341,7.24E-05,0,9.66E-05,0,0.000193162,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;
Alkanindiges,7.24E-05,0.000555341,4.83E-05,2.41E-05,0,0,0,0,0,0,0,4.83E-05,0,0,0.000144872,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Alkanindiges;
Sporichthya,0,0,0.000169017,4.83E-05,4.83E-05,9.66E-05,9.66E-05,0.000241453,0,0.000531196,0.000217307,0.00045876,7.24E-05,0,0.00050705,9.66E-05,0.000144872,0.000386324,0.000434615,0,0,0,0,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Sporichthya;
Phaeodactylibacter,0,0,0,2.41E-05,0,4.83E-05,0,2.41E-05,0,0,0,0,2.41E-05,0,0.000144872,0,0.000120726,0.000169017,0.000531196,0.000120726,0,0,0,0.000120726,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;
Alicyclobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000531196,k__Bacteria;p__Firmicutes;c__Bacilli;o__Alicyclobacillales;f__Alicyclobacillaceae;g__Alicyclobacillus;
Leptolyngbya_ANT.L52.2,0,0,0,0,7.24E-05,0,0,0,0,0,0,2.41E-05,0,0,0,0,7.24E-05,0.000144872,0.000120726,0.00050705,0.000144872,0.000410469,0.000531196,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya_ANT.L52.2;
OM60(NOR5)_clade,2.41E-05,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,4.83E-05,2.41E-05,0.000482905,7.24E-05,0.000193162,0.000531196,0.000169017,0,0,4.83E-05,7.24E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__OM60(NOR5)_clade;
unidentified_IMCC26256,0,0,0,0,9.66E-05,0,0.000144872,2.41E-05,9.66E-05,0,2.41E-05,4.83E-05,0,0,0.000169017,4.83E-05,0.000531196,0.000169017,0,0.000289743,0.000289743,0,0,0.000265598,k__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__unidentified_IMCC26256;g__unidentified_IMCC26256;
Burkholderia-Caballeronia-Paraburkholderia,2.41E-05,0,4.83E-05,0,0,0,0,0,0,0,0,2.41E-05,0.000289743,0,0,0,0.000531196,0.000386324,0.000241453,0,0,0,0,0.000289743,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Caballeronia-Paraburkholderia;
Methanomassiliicoccus,0,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0,0.00050705,0,7.24E-05,0,0,0.000169017,0,0,k__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;
Rhizorhapis,0,0,0,0,0,2.41E-05,4.83E-05,0,0,0,0,0,0,0,0,0,0.000217307,7.24E-05,0,7.24E-05,0.000313888,0.00050705,0.000193162,7.24E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis;
Methanoregula,0,9.66E-05,0,0,0,0,0,0,0,0,0,0,7.24E-05,0,0,0.000169017,0.00050705,2.41E-05,0,0,0,0,0,0,k__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;
Parasegetibacter,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0.00050705,0.000120726,0,7.24E-05,0,0.000217307,0,0.000193162,0,2.41E-05,0,0.000217307,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Parasegetibacter;
Luedemannella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050705,0,0,0.000144872,0,0,0,0,0,0.000169017,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella;
[Desulfobacterium]_catecholicum_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289743,0,0.000386324,4.83E-05,0.000144872,0.000193162,0,0,0,0,0.00050705,k__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__[Desulfobacterium]_catecholicum_group;
Desulfuromonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362179,0.00050705,0,0,0,0,0,0,k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;
Pirellula,2.41E-05,0,4.83E-05,4.83E-05,0,0,0,0,0,0,0,0,0.000338034,0,7.24E-05,0,2.41E-05,0.000482905,2.41E-05,9.66E-05,0,2.41E-05,0,0,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;
Roseococcus,0,0,0,0,0,4.83E-05,9.66E-05,0.000120726,0,4.83E-05,4.83E-05,0.000482905,0,0,0,0,0.000386324,0.000217307,0.000144872,0,0,0,0,9.66E-05,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseococcus;
Amycolatopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482905,7.24E-05,0.000193162,2.41E-05,2.41E-05,0,0,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis;
CL500-3,0.000144872,0.00045876,0.000338034,0.000120726,0.000482905,0.000289743,0.000120726,0.000144872,0,7.24E-05,0,4.83E-05,0,0.000144872,0,0,0,0,2.41E-05,0,0,0,0,0,k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__CL500-3;
Meiothermus,0,0,0,0,0,0,0,0,0,0,0,0,0.000241453,9.66E-05,0,4.83E-05,4.83E-05,4.83E-05,0.000482905,9.66E-05,0,0,0,0,k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;
Trichlorobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482905,0.000313888,0.000338034,0,0,0,0,0.000120726,k__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Trichlorobacter;
oc32,0.000265598,4.83E-05,0.000482905,0,0,0,0,4.83E-05,0,0,0,0,9.66E-05,0.000289743,0.000144872,0.000313888,2.41E-05,0,0,0,0,0,0,9.66E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__oc32;
Williamwhitmania,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000386324,0.000193162,0,0.000482905,9.66E-05,0.000362179,0,0,0,0,0.000120726,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Williamwhitmaniaceae;g__Williamwhitmania;
Methylocaldum,0,4.83E-05,0,0,0,0,0,0,2.41E-05,0,0,0,0,0,0,0.000217307,7.24E-05,0,0.000482905,0.000120726,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylocaldum;
Proteiniclasticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045876,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;
Sulfuriferula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045876,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sulfuricellaceae;g__Sulfuriferula;
Vicinamibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83E-05,2.41E-05,2.41E-05,0.000169017,0,0,0,0.00045876,k__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Vicinamibacter;
Lacihabitans,0.000217307,0,0.000144872,0.000144872,0,7.24E-05,0,0,0,0,0,0,0,0,0.000193162,0,0,0,0,0,0,0,0,0.00045876,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Lacihabitans;
unidentified_Isosphaeraceae,2.41E-05,0,0,0,0,0,0,0.000144872,0,4.83E-05,0.00045876,0,2.41E-05,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__unidentified_Isosphaeraceae;
Endomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,9.66E-05,0,0,0,0.00045876,0,0,0.000313888,0,7.24E-05,0,0,k__Bacteria;p__Elusimicrobiota;c__Endomicrobia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium;
unidentified_SAR324_clade(Marine_group_B),2.41E-05,2.41E-05,0.000217307,0.000217307,0,0.000144872,9.66E-05,4.83E-05,4.83E-05,7.24E-05,2.41E-05,0.000217307,2.41E-05,0,0.000193162,0.000313888,0.000289743,0.00045876,0.000338034,0.000193162,0,2.41E-05,0,0.000434615,k__Bacteria;p__SAR324_clade(Marine_group_B);c__unidentified_SAR324_clade(Marine_group_B);o__unidentified_SAR324_clade(Marine_group_B);f__unidentified_SAR324_clade(Marine_group_B);g__unidentified_SAR324_clade(Marine_group_B);
Fluviicoccus,0.000265598,0.000217307,2.41E-05,0.000144872,0,0,9.66E-05,2.41E-05,0,0,4.83E-05,2.41E-05,0.000338034,0.00045876,0.000169017,4.83E-05,0,0,0,0.000313888,0,0.000169017,0.000169017,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Fluviicoccus;
Terrimicrobium,0,0,4.83E-05,0,9.66E-05,9.66E-05,9.66E-05,7.24E-05,7.24E-05,0,0,0,0,0,0,0,2.41E-05,0.000434615,0.000169017,0,9.66E-05,0,0,0,k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__Terrimicrobium;
P3OB-42,0,2.41E-05,0.000120726,0,0,0,0,0,0,0,0,0,2.41E-05,2.41E-05,9.66E-05,2.41E-05,0.000434615,0.000386324,0.000241453,0.000193162,7.24E-05,0.000169017,2.41E-05,0.000241453,k__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__P3OB-42;
Permianibacter,4.83E-05,7.24E-05,0,0.000289743,0,0,0,0,0,0,0,0,0.000434615,0,0,0.000144872,2.41E-05,0,0,0,2.41E-05,0,7.24E-05,4.83E-05,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Permianibacter;
Ahniella,0,0,0,0.000144872,0,0,0,0,0,0,0,0,0,0,0.000193162,0.000241453,0.000169017,0.000120726,0.000434615,0.000169017,0,7.24E-05,4.83E-05,0.000241453,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Ahniella;
Dyella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434615,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dyella;
unidentified_Candidatus_Levybacteria,0,0,0,0,0,0,0,0,0,0,0,0,0.000434615,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Levybacteria;f__unidentified_Candidatus_Levybacteria;g__unidentified_Candidatus_Levybacteria;
unidentified_Gracilibacteria,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0,2.41E-05,0,7.24E-05,2.41E-05,2.41E-05,0.000169017,2.41E-05,0,0,0,0.000434615,k__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__unidentified_Gracilibacteria;f__unidentified_Gracilibacteria;g__unidentified_Gracilibacteria;
Ampullimonas,0,0,0,0,0,0,0.000193162,0,0,0.000169017,0,7.24E-05,0,0,0,0,0,2.41E-05,0,7.24E-05,0.000410469,7.24E-05,0,0,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Ampullimonas;
Lentimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000362179,0,0.000193162,0.000410469,2.41E-05,0.000120726,0,0,0,0,0,k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobium;
Calothrix_UAM_374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289743,0,4.83E-05,0,0.000362179,0,4.83E-05,0.000410469,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Calothrix_UAM_374;
Lapillicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410469,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Lapillicoccus;
unidentified_Anaerolineaceae,0,0,0,0,0,0,0,0,0,0,0,0,0.000410469,0,7.24E-05,0,0,0.000120726,0,0.000144872,0,0,0,0.000120726,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__unidentified_Anaerolineaceae;
Merismopedia_0BB39S01,0,0,0.000217307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24E-05,0.000410469,7.24E-05,2.41E-05,0.000169017,4.83E-05,0,k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Merismopedia_0BB39S01;
unidentified_Elev-16S-1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000410469,0,0,0,0,0,k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Elev-16S-1166;f__unidentified_Elev-16S-1166;g__unidentified_Elev-16S-1166;
Oscillochloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000386324,4.83E-05,0.000144872,0,0,0,0,2.41E-05,k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;
Dactylosporangium,0,0,0,0,0,0,0,0,0,0,0,0,0.000386324,0,0,0,7.24E-05,0.000217307,4.83E-05,0.000338034,9.66E-05,0.000144872,0.000120726,9.66E-05,k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Dactylosporangium;
Staphylococcus,0,0,0,0,0,0,0,0,0,0,0,0,0.000386324,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;
