mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
545.51,5944252,394.020413,394.020454,0.041,0.105,C19 H8 N O9    ,19,8,1,9,0,
25.34,16804838,394.078030,394.077969,-0.061,-0.155,C17 H16 N O10  ,17,16,1,10,0,
589.61,5268463,394.089233,394.089203,-0.030,-0.076,C16 H16 N3 O9  ,16,16,3,9,0,
145.72,17509378,394.114335,394.114355,0.020,0.050,C18 H20 N O9   ,18,20,1,9,0,
675.93,3632137,394.123949,394.123738,-0.212,-0.537,C29 H16 N O    ,29,16,1,1,0,
558.87,6675466,394.125584,394.125588,0.004,0.011,C17 H20 N3 O8  ,17,20,3,8,0,
-1000.00,11844636,394.150781,394.150740,-0.041,-0.103,C19 H24 N O8   ,19,24,1,8,0,
169.53,4854839,394.187179,394.187126,-0.053,-0.135,C20 H28 N O7   ,20,28,1,7,0,
170.80,15518845,394.281133,394.281026,-0.107,-0.271,C19 H40 N O7   ,19,40,1,7,0,
440.43,2988685,394.998070,394.997945,-0.125,-0.316,C18 H7 N2 O7 S ,18,7,2,7,1,
544.08,2988685,394.998070,394.998458,0.388,0.983,C5 H15 O18 S   ,5,15,0,18,1,
410.14,5512850,395.004410,395.004470,0.060,0.151,C19 H7 O10     ,19,7,0,10,0,
451.98,7093915,395.017035,395.017224,0.189,0.479,C27 H7 O2 S    ,27,7,0,2,1,
119.04,22105762,395.025599,395.025599,0.001,0.002,C16 H11 O12    ,16,11,0,12,0,
468.95,5320360,395.034714,395.034331,-0.383,-0.971,C19 H11 N2 O6 S,19,11,2,6,1,
654.68,5320360,395.034714,395.034982,0.268,0.678,C27 H7 O4      ,27,7,0,4,0,
631.79,8097453,395.040876,395.040856,-0.021,-0.053,C20 H11 O9     ,20,11,0,9,0,
583.76,3471023,395.044137,395.044227,0.090,0.227,C17 H15 O9 S   ,17,15,0,9,1,
362.04,9911990,395.053371,395.053610,0.239,0.605,C28 H11 O S    ,28,11,0,1,1,
40.96,57896636,395.061968,395.061985,0.017,0.044,C17 H15 O11    ,17,15,0,11,0,
494.20,3636931,395.070926,395.070716,-0.209,-0.530,C20 H15 N2 O5 S,20,15,2,5,1,
590.06,11169476,395.073219,395.073218,-0.001,-0.001,C16 H15 N2 O10 ,16,15,2,10,0,
619.72,3698374,395.075072,395.074739,-0.333,-0.842,C25 H15 O3 S   ,25,15,0,3,1,
645.91,4622024,395.077208,395.077241,0.033,0.085,C21 H15 O8     ,21,15,0,8,0,
57.51,96038616,395.098392,395.098370,-0.022,-0.055,C18 H19 O10    ,18,19,0,10,0,
593.13,15351519,395.109598,395.109604,0.005,0.014,C17 H19 N2 O9  ,17,19,2,9,0,
72.31,145256176,395.134731,395.134756,0.025,0.064,C19 H23 O9     ,19,23,0,9,0,
221.20,98135824,395.171169,395.171141,-0.027,-0.069,C20 H27 O8     ,20,27,0,8,0,
531.17,2898716,395.192372,395.192271,-0.101,-0.255,C17 H31 O10    ,17,31,0,10,0,
15.07,24956712,395.207497,395.207527,0.030,0.076,C21 H31 O7     ,21,31,0,7,0,
524.52,3197738,395.210892,395.210898,0.006,0.015,C18 H35 O7 S   ,18,35,0,7,1,
-1000.00,6950722,395.244001,395.243912,-0.089,-0.224,C22 H35 O6     ,22,35,0,6,0,
619.82,4458889,396.036148,396.036104,-0.043,-0.110,C19 H10 N O9   ,19,10,1,9,0,
218.71,11010456,396.057265,396.057234,-0.031,-0.078,C16 H14 N O11  ,16,14,1,11,0,
628.17,3290019,396.072624,396.072490,-0.134,-0.337,C20 H14 N O8   ,20,14,1,8,0,
72.89,20656562,396.093622,396.093619,-0.003,-0.007,C17 H18 N O10  ,17,18,1,10,0,
679.97,6119867,396.105009,396.104853,-0.156,-0.394,C16 H18 N3 O9  ,16,18,3,9,0,
246.32,16699853,396.130050,396.130005,-0.045,-0.114,C18 H22 N O9   ,18,22,1,9,0,
742.60,4043734,396.141404,396.141238,-0.166,-0.420,C17 H22 N3 O8  ,17,22,3,8,0,
404.77,11043304,396.166444,396.166390,-0.053,-0.135,C19 H26 N O8   ,19,26,1,8,0,
64.51,36041744,396.920454,396.920208,-0.246,-0.619,C6 H5 O18 S    ,6,5,0,18,1,
-1000.00,3503167,396.983590,396.983735,0.144,0.364,C18 H5 O11     ,18,5,0,11,0,
552.21,4484174,397.004904,397.004864,-0.040,-0.100,C15 H9 O13     ,15,9,0,13,0,
404.73,12686425,397.020044,397.020120,0.077,0.193,C19 H9 O10     ,19,9,0,10,0,
531.14,3935324,397.023604,397.023491,-0.112,-0.283,C16 H13 O10 S  ,16,13,0,10,1,
550.26,4338787,397.032590,397.032874,0.284,0.715,C27 H9 O2 S    ,27,9,0,2,1,
92.05,37434472,397.041220,397.041249,0.030,0.075,C16 H13 O12    ,16,13,0,12,0,
439.94,8545396,397.056465,397.056506,0.041,0.102,C20 H13 O9     ,20,13,0,9,0,
534.42,4272247,397.059737,397.059877,0.140,0.352,C17 H17 O9 S   ,17,17,0,9,1,
505.55,4596093,397.069161,397.069260,0.099,0.249,C28 H13 O S    ,28,13,0,1,1,
54.29,81458304,397.077650,397.077635,-0.015,-0.039,C17 H17 O11    ,17,17,0,11,0,
580.13,14599308,397.088877,397.088868,-0.008,-0.021,C16 H17 N2 O10 ,16,17,2,10,0,
681.41,7304335,397.092936,397.092891,-0.044,-0.112,C21 H17 O8     ,21,17,0,8,0,
513.88,6268049,397.096031,397.096262,0.231,0.582,C18 H21 O8 S   ,18,21,0,8,1,
111.33,123630752,397.114006,397.114020,0.015,0.037,C18 H21 O10    ,18,21,0,10,0,
602.43,9217190,397.125206,397.125254,0.048,0.121,C17 H21 N2 O9  ,17,21,2,9,0,
690.12,5674153,397.129164,397.129277,0.113,0.284,C22 H21 O7     ,22,21,0,7,0,
510.19,7939244,397.132470,397.132648,0.178,0.448,C19 H25 O7 S   ,19,25,0,7,1,
12.55,121599160,397.150427,397.150406,-0.021,-0.052,C19 H25 O9     ,19,25,0,9,0,
667.79,6630596,397.165752,397.165662,-0.090,-0.227,C23 H25 O6     ,23,25,0,6,0,
506.01,5362886,397.168675,397.169033,0.358,0.902,C20 H29 O6 S   ,20,29,0,6,1,
118.26,44217544,397.171536,397.171535,-0.001,-0.001,C16 H29 O11    ,16,29,0,11,0,
58.52,50754772,397.186761,397.186791,0.030,0.076,C20 H29 O8     ,20,29,0,8,0,
642.26,4492510,397.201959,397.202048,0.089,0.223,C24 H29 O5     ,24,29,0,5,0,
434.17,10005742,397.223212,397.223177,-0.035,-0.087,C21 H33 O7     ,21,33,0,7,0,
22.88,79328496,397.226565,397.226548,-0.017,-0.042,C18 H37 O7 S   ,18,37,0,7,1,
-1000.00,5002505,397.259606,397.259562,-0.043,-0.109,C22 H37 O6     ,22,37,0,6,0,
511.06,3837744,398.015486,398.015369,-0.117,-0.295,C18 H8 N O10   ,18,8,1,10,0,
569.28,3010367,398.036413,398.036498,0.085,0.213,C15 H12 N O12  ,15,12,1,12,0,
646.55,3010367,398.036413,398.035985,-0.428,-1.076,C28 H4 N3 O    ,28,4,3,1,0,
633.47,4699979,398.051819,398.051755,-0.064,-0.161,C19 H12 N O9   ,19,12,1,9,0,
597.65,3430221,398.055240,398.055126,-0.114,-0.287,C16 H16 N O9 S ,16,16,1,9,1,
213.79,13223770,398.072864,398.072884,0.019,0.049,C16 H16 N O11  ,16,16,1,11,0,
619.96,5336933,398.088109,398.088140,0.031,0.078,C20 H16 N O8   ,20,16,1,8,0,
238.52,20633460,398.109297,398.109269,-0.028,-0.069,C17 H20 N O10  ,17,20,1,10,0,
635.20,4934525,398.120490,398.120503,0.013,0.033,C16 H20 N3 O9  ,16,20,3,9,0,
626.32,3249024,398.124541,398.124526,-0.015,-0.038,C21 H20 N O7   ,21,20,1,7,0,
465.55,14464911,398.145618,398.145655,0.037,0.094,C18 H24 N O9   ,18,24,1,9,0,
448.68,4694936,398.158482,398.158409,-0.073,-0.183,C26 H24 N O S  ,26,24,1,1,1,
515.67,6186922,398.182071,398.182040,-0.031,-0.078,C19 H28 N O8   ,19,28,1,8,0,
295.16,32487872,398.917483,398.917231,-0.252,-0.632,C5 H3 O21      ,5,3,0,21,0,
94.62,20773372,398.999355,398.999385,0.029,0.073,C18 H7 O11     ,18,7,0,11,0,
499.51,3991038,399.002835,399.002756,-0.079,-0.197,C15 H11 O11 S  ,15,11,0,11,1,
368.44,10476043,399.020562,399.020514,-0.048,-0.120,C15 H11 O13    ,15,11,0,13,0,
507.48,16570902,399.035742,399.035770,0.029,0.072,C19 H11 O10    ,19,11,0,10,0,
482.12,4461081,399.039129,399.039141,0.013,0.032,C16 H15 O10 S  ,16,15,0,10,1,
483.20,4026909,399.044757,399.044502,-0.255,-0.640,C22 H11 N2 O4 S,22,11,2,4,1,
524.30,4026909,399.044757,399.045015,0.258,0.646,C9 H19 O15 S   ,9,19,0,15,1,
718.77,4026909,399.044757,399.045153,0.396,0.993,C30 H7 O2      ,30,7,0,2,0,
77.35,55769636,399.056871,399.056899,0.028,0.071,C16 H15 O12    ,16,15,0,12,0,
599.91,5016110,399.068117,399.068133,0.015,0.039,C15 H15 N2 O11 ,15,15,2,11,0,
287.42,11332145,399.072119,399.072156,0.037,0.093,C20 H15 O9     ,20,15,0,9,0,
495.75,7107123,399.075356,399.075527,0.171,0.428,C17 H19 O9 S   ,17,19,0,9,1,
623.74,4613689,399.083220,399.083389,0.169,0.423,C19 H15 N2 O8  ,19,15,2,8,0,
100.32,89586240,399.093303,399.093285,-0.018,-0.045,C17 H19 O11    ,17,19,0,11,0,
577.68,10537544,399.104514,399.104518,0.004,0.010,C16 H19 N2 O10 ,16,19,2,10,0,
640.00,12257867,399.108501,399.108541,0.040,0.099,C21 H19 O8     ,21,19,0,8,0,
492.91,8395341,399.111832,399.111912,0.081,0.202,C18 H23 O8 S   ,18,23,0,8,1,
176.37,99088984,399.129654,399.129671,0.017,0.042,C18 H23 O10    ,18,23,0,10,0,
747.07,7389793,399.139273,399.139053,-0.219,-0.549,C29 H19 O2     ,29,19,0,2,0,
605.59,4491875,399.141049,399.140904,-0.145,-0.362,C17 H23 N2 O9  ,17,23,2,9,0,
624.89,12544613,399.144918,399.144927,0.009,0.023,C22 H23 O7     ,22,23,0,7,0,
461.32,13539944,399.148248,399.148298,0.049,0.124,C19 H27 O7 S   ,19,27,0,7,1,
622.05,3242608,399.159527,399.159531,0.005,0.012,C18 H27 N2 O6 S,18,27,2,6,1,
182.71,59357812,399.166079,399.166056,-0.023,-0.058,C19 H27 O9     ,19,27,0,9,0,
733.55,4405884,399.175752,399.175439,-0.313,-0.784,C30 H23 O      ,30,23,0,1,0,
566.17,10513024,399.181319,399.181312,-0.007,-0.018,C23 H27 O6     ,23,27,0,6,0,
460.12,6486658,399.184689,399.184683,-0.006,-0.014,C20 H31 O6 S   ,20,31,0,6,1,
108.34,19987088,399.202454,399.202442,-0.012,-0.031,C20 H31 O8     ,20,31,0,8,0,
-1000.00,3918506,399.238836,399.238827,-0.009,-0.022,C21 H35 O7     ,21,35,0,7,0,
-1000.00,2881205,399.253960,399.254083,0.123,0.308,C25 H35 O4     ,25,35,0,4,0,
474.86,4138136,399.921014,399.921211,0.197,0.492,C7 H2 N3 O15 S ,7,2,3,15,1,
-1000.00,3640525,399.994629,399.994634,0.005,0.012,C17 H6 N O11   ,17,6,1,11,0,
497.89,7116008,400.031000,400.031019,0.019,0.048,C18 H10 N O10  ,18,10,1,10,0,
520.22,4406519,400.052079,400.052148,0.069,0.173,C15 H14 N O12  ,15,14,1,12,0,
595.06,6401282,400.067401,400.067405,0.003,0.008,C19 H14 N O9   ,19,14,1,9,0,
361.93,12938513,400.088577,400.088534,-0.043,-0.108,C16 H18 N O11  ,16,18,1,11,0,
614.48,4267292,400.103693,400.103790,0.097,0.243,C20 H18 N O8   ,20,18,1,8,0,
605.98,4837668,400.115016,400.115024,0.007,0.018,C19 H18 N3 O7  ,19,18,3,7,0,
522.79,14069035,400.124926,400.124919,-0.006,-0.016,C17 H22 N O10  ,17,22,1,10,0,
589.70,4022323,400.136069,400.136153,0.084,0.209,C16 H22 N3 O9  ,16,22,3,9,0,
512.81,10329413,400.161297,400.161305,0.008,0.019,C18 H26 N O9   ,18,26,1,9,0,
544.53,5207392,400.197718,400.197691,-0.028,-0.070,C19 H30 N O8   ,19,30,1,8,0,
489.92,2931610,400.987784,400.987381,-0.404,-1.007,C20 H5 N2 O6 S ,20,5,2,6,1,
509.97,2931610,400.987784,400.987894,0.109,0.273,C7 H13 O17 S   ,7,13,0,17,1,
666.92,2931610,400.987784,400.988032,0.248,0.618,C28 H O4       ,28,1,0,4,0,
555.37,4253608,401.006400,401.006660,0.259,0.646,C29 H5 O S     ,29,5,0,1,1,
124.82,22233006,401.015030,401.015035,0.004,0.010,C18 H9 O11     ,18,9,0,11,0,
714.13,3395503,401.016631,401.016885,0.255,0.635,C6 H13 N2 O18  ,6,13,2,18,0,
502.18,3983280,401.018406,401.018406,-0.000,-0.000,C15 H13 O11 S  ,15,13,0,11,1,
463.17,4933556,401.024099,401.023766,-0.333,-0.831,C21 H9 N2 O5 S ,21,9,2,5,1,
495.28,4933556,401.024099,401.024279,0.180,0.449,C8 H17 O16 S   ,8,17,0,16,1,
644.47,4933556,401.024099,401.024418,0.318,0.794,C29 H5 O3      ,29,5,0,3,0,
290.08,17366972,401.036123,401.036164,0.041,0.102,C15 H13 O13    ,15,13,0,13,0,
203.92,20037576,401.051433,401.051420,-0.012,-0.031,C19 H13 O10    ,19,13,0,10,0,
547.87,5775307,401.054844,401.054791,-0.053,-0.132,C16 H17 O10 S  ,16,17,0,10,1,
457.91,6068175,401.060487,401.060152,-0.336,-0.837,C22 H13 N2 O4 S,22,13,2,4,1,
496.55,6068175,401.060487,401.060665,0.177,0.442,C9 H21 O15 S   ,9,21,0,15,1,
713.45,6068175,401.060487,401.060803,0.316,0.787,C30 H9 O2      ,30,9,0,2,0,
545.89,8030160,401.062707,401.062654,-0.053,-0.132,C18 H13 N2 O9  ,18,13,2,9,0,
104.55,51281880,401.072570,401.072550,-0.020,-0.050,C16 H17 O12    ,16,17,0,12,0,
699.37,4544473,401.075037,401.075408,0.371,0.926,C26 H13 N2 O S ,26,13,2,1,1,
583.19,5139424,401.083890,401.083783,-0.107,-0.266,C15 H17 N2 O11 ,15,17,2,11,0,
508.08,20971490,401.087808,401.087806,-0.002,-0.006,C20 H17 O9     ,20,17,0,9,0,
453.15,9359333,401.091142,401.091177,0.035,0.086,C17 H21 O9 S   ,17,21,0,9,1,
479.16,4868073,401.096883,401.096537,-0.346,-0.863,C23 H17 N2 O3 S,23,17,2,3,1,
522.85,4868073,401.096883,401.097050,0.167,0.416,C10 H25 O14 S  ,10,25,0,14,1,
733.67,4868073,401.096883,401.097189,0.305,0.761,C31 H13 O      ,31,13,0,1,0,
575.78,6279146,401.098855,401.099039,0.185,0.460,C19 H17 N2 O8  ,19,17,2,8,0,
364.46,19242988,401.100935,401.100560,-0.375,-0.935,C28 H17 O S    ,28,17,0,1,1,
217.85,58245104,401.108903,401.108935,0.032,0.080,C17 H21 O11    ,17,21,0,11,0,
716.75,8687608,401.118644,401.118318,-0.326,-0.812,C28 H17 O3     ,28,17,0,3,0,
608.87,5954042,401.119930,401.120168,0.238,0.594,C16 H21 N2 O10 ,16,21,2,10,0,
485.54,23609340,401.124201,401.124191,-0.010,-0.025,C21 H21 O8     ,21,21,0,8,0,
458.52,11816959,401.127574,401.127563,-0.011,-0.028,C18 H25 O8 S   ,18,25,0,8,1,
267.11,45973516,401.145345,401.145321,-0.025,-0.062,C18 H25 O10    ,18,25,0,10,0,
518.79,9318418,401.154946,401.154703,-0.242,-0.604,C29 H21 O2     ,29,21,0,2,0,
317.74,24199190,401.160589,401.160577,-0.012,-0.030,C22 H25 O7     ,22,25,0,7,0,
464.05,9486361,401.163924,401.163948,0.024,0.060,C19 H29 O7 S   ,19,29,0,7,1,
300.56,20013094,401.181631,401.181706,0.075,0.188,C19 H29 O9     ,19,29,0,9,0,
234.39,15130673,401.196949,401.196962,0.013,0.032,C23 H29 O6     ,23,29,0,6,0,
517.50,3503155,401.200424,401.200334,-0.091,-0.226,C20 H33 O6 S   ,20,33,0,6,1,
-1000.00,8413248,401.218136,401.218092,-0.044,-0.111,C20 H33 O8     ,20,33,0,8,0,
280.84,6082635,401.233296,401.233348,0.052,0.129,C24 H33 O5     ,24,33,0,5,0,
-1000.00,4239993,402.010190,402.010284,0.094,0.233,C17 H8 N O11   ,17,8,1,11,0,
472.99,9058963,402.046722,402.046669,-0.053,-0.131,C18 H12 N O10  ,18,12,1,10,0,
621.18,4582051,402.067724,402.067799,0.074,0.185,C15 H16 N O12  ,15,16,1,12,0,
649.67,4582051,402.067724,402.067285,-0.439,-1.092,C28 H8 N3 O    ,28,8,3,1,0,
546.39,7457454,402.083021,402.083055,0.034,0.084,C19 H16 N O9   ,19,16,1,9,0,
604.58,5264054,402.094386,402.094288,-0.098,-0.243,C18 H16 N3 O8  ,18,16,3,8,0,
638.33,6544072,402.119457,402.119440,-0.016,-0.041,C20 H20 N O8   ,20,20,1,8,0,
590.14,6308560,402.130784,402.130674,-0.111,-0.276,C19 H20 N3 O7  ,19,20,3,7,0,
470.48,12804823,402.140586,402.140570,-0.017,-0.042,C17 H24 N O10  ,17,24,1,10,0,
561.84,2865887,402.151607,402.151803,0.196,0.487,C16 H24 N3 O9  ,16,24,3,9,0,
607.16,4954850,402.155772,402.155826,0.054,0.134,C21 H24 N O7   ,21,24,1,7,0,
662.08,8020721,402.177003,402.176955,-0.048,-0.120,C18 H28 N O9   ,18,28,1,9,0,
100.90,22250810,402.994315,402.994299,-0.016,-0.040,C17 H7 O12     ,17,7,0,12,0,
508.08,4650304,403.003488,403.003544,0.056,0.139,C7 H15 O17 S   ,7,15,0,17,1,
614.75,4650304,403.003488,403.003682,0.194,0.482,C28 H3 O4      ,28,3,0,4,0,
528.11,5942606,403.022095,403.022310,0.214,0.531,C29 H7 O S     ,29,7,0,1,1,
172.03,20358484,403.030643,403.030685,0.042,0.105,C18 H11 O11    ,18,11,0,11,0,
510.45,3916118,403.034195,403.034056,-0.139,-0.345,C15 H15 O11 S  ,15,15,0,11,1,
452.33,7896410,403.039773,403.039416,-0.357,-0.885,C21 H11 N2 O5 S,21,11,2,5,1,
483.87,7896410,403.039773,403.039929,0.156,0.388,C8 H19 O16 S   ,8,19,0,16,1,
625.85,7896410,403.039773,403.040068,0.295,0.731,C29 H7 O3      ,29,7,0,3,0,
599.09,3123036,403.041698,403.041918,0.220,0.546,C17 H11 N2 O10 ,17,11,2,10,0,
319.87,18179426,403.051818,403.051814,-0.004,-0.010,C15 H15 O13    ,15,15,0,13,0,
517.34,3613541,403.055104,403.054672,-0.432,-1.071,C25 H11 N2 O2 S,25,11,2,2,1,
582.36,3613541,403.055104,403.055185,0.081,0.201,C12 H19 O13 S  ,12,19,0,13,1,
167.25,27100526,403.067090,403.067070,-0.019,-0.048,C19 H15 O10    ,19,15,0,10,0,
492.03,8058224,403.070477,403.070442,-0.035,-0.088,C16 H19 O10 S  ,16,19,0,10,1,
468.93,6645108,403.076073,403.075802,-0.271,-0.673,C22 H15 N2 O4 S,22,15,2,4,1,
506.95,6645108,403.076073,403.076315,0.242,0.600,C9 H23 O15 S   ,9,23,0,15,1,
728.85,6645108,403.076073,403.076453,0.380,0.943,C30 H11 O2     ,30,11,0,2,0,
556.54,8902006,403.078240,403.078304,0.064,0.158,C18 H15 N2 O9  ,18,15,2,9,0,
575.51,9995639,403.080255,403.079824,-0.431,-1.069,C27 H15 O2 S   ,27,15,0,2,1,
206.24,26838396,403.088198,403.088200,0.002,0.004,C16 H19 O12    ,16,19,0,12,0,
740.31,5922180,403.097891,403.097583,-0.308,-0.765,C27 H15 O4     ,27,15,0,4,0,
129.83,32122248,403.103433,403.103456,0.023,0.056,C20 H19 O9     ,20,19,0,9,0,
471.82,11642250,403.106790,403.106827,0.037,0.091,C17 H23 O9 S   ,17,23,0,9,1,
581.70,9131407,403.114579,403.114689,0.110,0.272,C19 H19 N2 O8  ,19,19,2,8,0,
266.10,24102288,403.116544,403.116210,-0.334,-0.828,C28 H19 O S    ,28,19,0,1,1,
478.80,20612502,403.124578,403.124585,0.007,0.017,C17 H23 O11    ,17,23,0,11,0,
560.84,11380126,403.134358,403.133968,-0.390,-0.968,C28 H19 O3     ,28,19,0,3,0,
164.30,42075552,403.139868,403.139841,-0.027,-0.067,C21 H23 O8     ,21,23,0,8,0,
567.48,8392100,403.143154,403.143213,0.058,0.145,C18 H27 O8 S   ,18,27,0,8,1,
465.91,14292401,403.160980,403.160971,-0.010,-0.024,C18 H27 O10    ,18,27,0,10,0,
428.36,7148984,403.170663,403.170354,-0.309,-0.767,C29 H23 O2     ,29,23,0,2,0,
42.74,38553020,403.176202,403.176227,0.025,0.061,C22 H27 O7     ,22,27,0,7,0,
245.36,7263691,403.197403,403.197356,-0.047,-0.116,C19 H31 O9     ,19,31,0,9,0,
27.32,16778710,403.212635,403.212612,-0.023,-0.057,C23 H31 O6     ,23,31,0,6,0,
-1000.00,3079653,403.233812,403.233742,-0.070,-0.173,C20 H35 O8     ,20,35,0,8,0,
-1000.00,4595184,403.249126,403.248998,-0.128,-0.319,C24 H35 O5     ,24,35,0,5,0,
-1000.00,8615935,403.989532,403.989548,0.016,0.040,C16 H6 N O12   ,16,6,1,12,0,
408.92,4059161,404.025939,404.025934,-0.006,-0.014,C17 H10 N O11  ,17,10,1,11,0,
404.17,8931379,404.062311,404.062319,0.008,0.020,C18 H14 N O10  ,18,14,1,10,0,
629.75,4999227,404.073522,404.073553,0.031,0.077,C17 H14 N3 O9  ,17,14,3,9,0,
502.04,11044941,404.098677,404.098705,0.028,0.069,C19 H18 N O9   ,19,18,1,9,0,
735.70,6752341,404.109846,404.109938,0.092,0.227,C18 H18 N3 O8  ,18,18,3,8,0,
533.52,8222823,404.135125,404.135090,-0.035,-0.086,C20 H22 N O8   ,20,22,1,8,0,
716.86,5046383,404.146276,404.146324,0.047,0.117,C19 H22 N3 O7  ,19,22,3,7,0,
546.72,7651446,404.156291,404.156220,-0.072,-0.177,C17 H26 N O10  ,17,26,1,10,0,
532.46,5456001,404.171441,404.171476,0.035,0.086,C21 H26 N O7   ,21,26,1,7,0,
551.31,3383433,404.182960,404.182709,-0.251,-0.622,C20 H26 N3 O6  ,20,26,3,6,0,
554.55,3688591,404.192480,404.192605,0.125,0.309,C18 H30 N O9   ,18,30,1,9,0,
-1000.00,3212975,404.958133,404.958308,0.175,0.432,C12 H5 O16     ,12,5,0,16,0,
309.78,4786893,405.001431,405.001574,0.144,0.354,C28 H5 O2 S    ,28,5,0,2,1,
299.15,9374419,405.009892,405.009949,0.058,0.142,C17 H9 O12     ,17,9,0,12,0,
441.15,5604058,405.019101,405.018681,-0.420,-1.038,C20 H9 N2 O6 S ,20,9,2,6,1,
493.99,5604058,405.019101,405.019194,0.093,0.229,C7 H17 O17 S   ,7,17,0,17,1,
607.54,5604058,405.019101,405.019332,0.231,0.570,C28 H5 O4      ,28,5,0,4,0,
642.24,4479710,405.025251,405.025205,-0.046,-0.113,C21 H9 O9      ,21,9,0,9,0,
484.76,7353063,405.037756,405.037960,0.203,0.502,C29 H9 O S     ,29,9,0,1,1,
168.03,25971436,405.046320,405.046335,0.014,0.036,C18 H13 O11    ,18,13,0,11,0,
545.88,3279343,405.049640,405.049706,0.066,0.163,C15 H17 O11 S  ,15,17,0,11,1,
457.11,9964275,405.055415,405.055066,-0.348,-0.860,C21 H13 N2 O5 S,21,13,2,5,1,
487.98,9964275,405.055415,405.055579,0.165,0.406,C8 H21 O16 S   ,8,21,0,16,1,
628.48,9964275,405.055415,405.055718,0.303,0.748,C29 H9 O3      ,29,9,0,3,0,
594.01,5229301,405.057621,405.057568,-0.053,-0.130,C17 H13 N2 O10 ,17,13,2,10,0,
663.53,3508982,405.059363,405.059089,-0.274,-0.676,C26 H13 O3 S   ,26,13,0,3,1,
536.05,9935612,405.067476,405.067464,-0.011,-0.028,C15 H17 O13    ,15,17,0,13,0,
82.97,35130120,405.082745,405.082720,-0.025,-0.061,C19 H17 O10    ,19,17,0,10,0,
427.54,10631945,405.086095,405.086092,-0.004,-0.009,C16 H21 O10 S  ,16,21,0,10,1,
488.34,4406029,405.091636,405.091452,-0.184,-0.454,C22 H17 N2 O4 S,22,17,2,4,1,
563.33,12782351,405.093876,405.093954,0.078,0.192,C18 H17 N2 O9  ,18,17,2,9,0,
492.01,10812176,405.095880,405.095475,-0.406,-1.001,C27 H17 O2 S   ,27,17,0,2,1,
656.78,8542998,405.103896,405.103850,-0.047,-0.115,C16 H21 O12    ,16,21,0,12,0,
527.34,8010525,405.113538,405.113233,-0.305,-0.753,C27 H17 O4     ,27,17,0,4,0,
18.45,56265504,405.119104,405.119106,0.002,0.004,C20 H21 O9     ,20,21,0,9,0,
515.25,6714147,405.122347,405.122477,0.130,0.322,C17 H25 O9 S   ,17,25,0,9,1,
603.05,8465192,405.130180,405.130339,0.160,0.394,C19 H21 N2 O8  ,19,21,2,8,0,
350.57,19065642,405.132152,405.131860,-0.292,-0.721,C28 H21 O S    ,28,21,0,1,1,
688.47,6447920,405.140198,405.140235,0.037,0.091,C17 H25 O11    ,17,25,0,11,0,
508.65,13097778,405.143605,405.143607,0.001,0.003,C14 H29 O11 S  ,14,29,0,11,1,
611.69,7099191,405.149994,405.149618,-0.375,-0.927,C28 H21 O3     ,28,21,0,3,0,
25.89,68291384,405.155489,405.155491,0.002,0.006,C21 H25 O8     ,21,25,0,8,0,
403.79,3667785,405.176859,405.176621,-0.239,-0.589,C18 H29 O10    ,18,29,0,10,0,
35.71,42650452,405.191891,405.191877,-0.014,-0.034,C22 H29 O7     ,22,29,0,7,0,
16.33,11602798,405.228190,405.228262,0.073,0.180,C23 H33 O6     ,23,33,0,6,0,
274.14,7409068,406.041569,406.041584,0.015,0.037,C17 H12 N O11  ,17,12,1,11,0,
26.41,12754373,406.077996,406.077969,-0.027,-0.066,C18 H16 N O10  ,18,16,1,10,0,
655.49,4597198,406.089182,406.089203,0.020,0.050,C17 H16 N3 O9  ,17,16,3,9,0,
467.20,11951583,406.114397,406.114355,-0.043,-0.105,C19 H20 N O9   ,19,20,1,9,0,
562.13,5542375,406.125659,406.125588,-0.071,-0.175,C18 H20 N3 O8  ,18,20,3,8,0,
493.81,9158137,406.150757,406.150740,-0.017,-0.041,C20 H24 N O8   ,20,24,1,8,0,
612.12,4018689,406.162190,406.161974,-0.217,-0.533,C19 H24 N3 O7  ,19,24,3,7,0,
567.79,3649032,406.172046,406.171870,-0.176,-0.434,C17 H28 N O10  ,17,28,1,10,0,
-1000.00,4052498,406.187064,406.187126,0.062,0.152,C21 H28 N O7   ,21,28,1,7,0,
-1000.00,3851334,406.989307,406.989214,-0.093,-0.230,C16 H7 O13     ,16,7,0,13,0,
456.45,5636186,407.016944,407.017224,0.280,0.689,C28 H7 O2 S    ,28,7,0,2,1,
192.45,16543840,407.025587,407.025599,0.012,0.030,C17 H11 O12    ,17,11,0,12,0,
454.44,6869094,407.034669,407.034331,-0.338,-0.830,C20 H11 N2 O6 S,20,11,2,6,1,
511.09,6869094,407.034669,407.034844,0.175,0.431,C7 H19 O17 S   ,7,19,0,17,1,
626.26,6869094,407.034669,407.034982,0.314,0.771,C28 H7 O4      ,28,7,0,4,0,
693.75,3162218,407.040819,407.040856,0.036,0.089,C21 H11 O9     ,21,11,0,9,0,
359.66,9179251,407.053260,407.053610,0.349,0.858,C29 H11 O S    ,29,11,0,1,1,
78.49,39145592,407.061988,407.061985,-0.004,-0.009,C18 H15 O11    ,18,15,0,11,0,
