mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
126.22,29108468,353.212231,353.212218,-0.013,-0.037,C23 H29 O3     ,23,29,0,3,0,
515.15,3846391,353.215705,353.215590,-0.115,-0.326,C20 H33 O3 S   ,20,33,0,3,1,
-1000.00,3790085,353.233320,353.233348,0.028,0.079,C20 H33 O5     ,20,33,0,5,0,
495.19,2655048,353.997513,353.997886,0.372,1.052,C19 H4 N3 O3 S ,19,4,3,3,1,
460.48,4877153,354.028994,354.028911,-0.083,-0.234,C14 H12 N O8 S ,14,12,1,8,1,
372.54,10001262,354.046690,354.046669,-0.021,-0.060,C14 H12 N O10  ,14,12,1,10,0,
635.66,3267449,354.061849,354.061925,0.076,0.214,C18 H12 N O7   ,18,12,1,7,0,
496.69,5321596,354.065258,354.065297,0.039,0.110,C15 H16 N O7 S ,15,16,1,7,1,
243.71,25455498,354.083051,354.083055,0.004,0.010,C15 H16 N O9   ,15,16,1,9,0,
790.78,5271442,354.094321,354.094288,-0.033,-0.094,C14 H16 N3 O8  ,14,16,3,8,0,
639.30,3046293,354.098192,354.098311,0.119,0.336,C19 H16 N O6   ,19,16,1,6,0,
506.41,2884503,354.101470,354.101682,0.212,0.598,C16 H20 N O6 S ,16,20,1,6,1,
622.38,3291038,354.109666,354.109544,-0.121,-0.343,C18 H16 N3 O5  ,18,16,3,5,0,
61.63,21498788,354.119450,354.119440,-0.010,-0.027,C16 H20 N O8   ,16,20,1,8,0,
677.68,4265902,354.130670,354.130674,0.004,0.011,C15 H20 N3 O7  ,15,20,3,7,0,
423.45,10890177,354.155889,354.155826,-0.063,-0.178,C17 H24 N O7   ,17,24,1,7,0,
516.76,2714588,354.192412,354.192211,-0.201,-0.568,C18 H28 N O6   ,18,28,1,6,0,
235.19,5168713,355.009547,355.009555,0.008,0.023,C17 H7 O9      ,17,7,0,9,0,
527.26,5131852,355.012950,355.012927,-0.023,-0.065,C14 H11 O9 S   ,14,11,0,9,1,
135.91,24956506,355.030688,355.030685,-0.004,-0.010,C14 H11 O11    ,14,11,0,11,0,
635.06,9133669,355.045990,355.045941,-0.049,-0.137,C18 H11 O8     ,18,11,0,8,0,
480.41,7900775,355.049280,355.049312,0.032,0.091,C15 H15 O8 S   ,15,15,0,8,1,
737.39,3819118,355.057471,355.057174,-0.297,-0.835,C17 H11 N2 O7  ,17,11,2,7,0,
611.17,5441136,355.060601,355.060546,-0.055,-0.156,C14 H15 N2 O7 S,14,15,2,7,1,
100.54,80309880,355.067051,355.067070,0.019,0.055,C15 H15 O10    ,15,15,0,10,0,
591.28,11423357,355.078297,355.078304,0.006,0.018,C14 H15 N2 O9  ,14,15,2,9,0,
605.32,6479489,355.082350,355.082326,-0.023,-0.065,C19 H15 O7     ,19,15,0,7,0,
486.60,15863427,355.085673,355.085698,0.025,0.070,C16 H19 O7 S   ,16,19,0,7,1,
69.56,132837008,355.103468,355.103456,-0.013,-0.036,C16 H19 O9     ,16,19,0,9,0,
584.40,14991001,355.114702,355.114689,-0.013,-0.036,C15 H19 N2 O8  ,15,19,2,8,0,
579.34,4090523,355.116538,355.116210,-0.329,-0.925,C24 H19 O S    ,24,19,0,1,1,
683.68,7419548,355.118686,355.118712,0.026,0.072,C20 H19 O6     ,20,19,0,6,0,
507.24,8486559,355.121946,355.122083,0.137,0.386,C17 H23 O6 S   ,17,23,0,6,1,
122.70,109440688,355.139855,355.139841,-0.014,-0.038,C17 H23 O8     ,17,23,0,8,0,
671.06,5328568,355.155036,355.155097,0.061,0.172,C21 H23 O5     ,21,23,0,5,0,
465.97,12545722,355.158420,355.158469,0.049,0.137,C18 H27 O5 S   ,18,27,0,5,1,
103.69,37547720,355.176213,355.176227,0.014,0.038,C18 H27 O7     ,18,27,0,7,0,
622.25,3082960,355.187410,355.187460,0.051,0.143,C17 H27 N2 O6  ,17,27,2,6,0,
622.81,3577555,355.191355,355.191483,0.128,0.360,C22 H27 O4     ,22,27,0,4,0,
404.78,7761622,355.194927,355.194854,-0.073,-0.205,C19 H31 O4 S   ,19,31,0,4,1,
-1000.00,7464676,355.212641,355.212612,-0.029,-0.081,C19 H31 O6     ,19,31,0,6,0,
84.40,23490286,355.227843,355.227868,0.025,0.071,C23 H31 O3     ,23,31,0,3,0,
693.06,6873391,355.985371,355.985525,0.154,0.433,C7 H6 N3 O14   ,7,6,3,14,0,
230.06,780661056,355.993199,355.992920,-0.280,-0.785,C9 H10 N O12 S ,9,10,1,12,1,
524.16,4514113,356.008172,356.008176,0.003,0.009,C13 H10 N O9 S ,13,10,1,9,1,
606.41,4793690,356.041178,356.041190,0.012,0.033,C17 H10 N O8   ,17,10,1,8,0,
486.11,5611868,356.044529,356.044561,0.033,0.091,C14 H14 N O8 S ,14,14,1,8,1,
616.50,3116386,356.052480,356.052423,-0.057,-0.159,C16 H10 N3 O7  ,16,10,3,7,0,
474.20,14836074,356.062339,356.062319,-0.019,-0.054,C14 H14 N O10  ,14,14,1,10,0,
627.37,5173622,356.077541,356.077575,0.035,0.097,C18 H14 N O7   ,18,14,1,7,0,
502.54,4737400,356.080894,356.080947,0.053,0.148,C15 H18 N O7 S ,15,18,1,7,1,
344.47,24244614,356.098716,356.098705,-0.011,-0.031,C15 H18 N O9   ,15,18,1,9,0,
648.68,4045198,356.109846,356.109938,0.092,0.259,C14 H18 N3 O8  ,14,18,3,8,0,
636.16,2993553,356.113904,356.113961,0.057,0.161,C19 H18 N O6   ,19,18,1,6,0,
187.20,15339937,356.135058,356.135090,0.033,0.091,C16 H22 N O8   ,16,22,1,8,0,
566.08,5509546,356.146268,356.146324,0.056,0.157,C15 H22 N3 O7  ,15,22,3,7,0,
433.34,5228989,356.171537,356.171476,-0.062,-0.173,C17 H26 N O7   ,17,26,1,7,0,
488.75,9868359,357.025227,357.025205,-0.022,-0.061,C17 H9 O9      ,17,9,0,9,0,
484.12,6794314,357.028611,357.028577,-0.034,-0.095,C14 H13 O9 S   ,14,13,0,9,1,
651.77,2955344,357.036572,357.036439,-0.133,-0.373,C16 H9 N2 O8   ,16,9,2,8,0,
502.87,2995282,357.039822,357.039810,-0.012,-0.034,C13 H13 N2 O8 S,13,13,2,8,1,
83.17,43562072,357.046312,357.046335,0.023,0.064,C14 H13 O11    ,14,13,0,11,0,
609.83,3088992,357.057634,357.057568,-0.066,-0.185,C13 H13 N2 O10 ,13,13,2,10,0,
603.24,13431907,357.061613,357.061591,-0.022,-0.062,C18 H13 O8     ,18,13,0,8,0,
476.00,16643173,357.064957,357.064962,0.006,0.016,C15 H17 O8 S   ,15,17,0,8,1,
673.67,7031916,357.072956,357.072824,-0.132,-0.368,C17 H13 N2 O7  ,17,13,2,7,0,
516.18,4272238,357.076058,357.076196,0.138,0.385,C14 H17 N2 O7 S,14,17,2,7,1,
167.72,91812976,357.082732,357.082720,-0.012,-0.034,C15 H17 O10    ,15,17,0,10,0,
548.42,7516277,357.085828,357.086092,0.263,0.737,C12 H21 O10 S  ,12,21,0,10,1,
781.11,4250746,357.092354,357.092103,-0.250,-0.701,C26 H13 O2     ,26,13,0,2,0,
573.72,11007099,357.093909,357.093954,0.045,0.126,C14 H17 N2 O9  ,14,17,2,9,0,
515.70,5223549,357.095789,357.095475,-0.314,-0.880,C23 H17 O2 S   ,23,17,0,2,1,
427.77,13931646,357.097956,357.097976,0.021,0.058,C19 H17 O7     ,19,17,0,7,0,
442.58,20288640,357.101261,357.101348,0.087,0.244,C16 H21 O7 S   ,16,21,0,7,1,
86.94,95810704,357.119118,357.119106,-0.013,-0.035,C16 H21 O9     ,16,21,0,9,0,
704.52,10478742,357.128805,357.128489,-0.316,-0.885,C27 H17 O      ,27,17,0,1,0,
573.34,7697559,357.130393,357.130339,-0.054,-0.152,C15 H21 N2 O8  ,15,21,2,8,0,
590.24,16209050,357.134367,357.134362,-0.005,-0.015,C20 H21 O6     ,20,21,0,6,0,
489.69,6937757,357.137656,357.137733,0.077,0.217,C17 H25 O6 S   ,17,25,0,6,1,
196.14,47297708,357.155476,357.155491,0.015,0.042,C17 H25 O8     ,17,25,0,8,0,
620.73,3341491,357.166498,357.166725,0.227,0.635,C16 H25 N2 O7  ,16,25,2,7,0,
501.28,10781878,357.170747,357.170747,0.000,0.000,C21 H25 O5     ,21,25,0,5,0,
557.30,3883192,357.174144,357.174119,-0.025,-0.070,C18 H29 O5 S   ,18,29,0,5,1,
141.38,12510406,357.191886,357.191877,-0.009,-0.026,C18 H29 O7     ,18,29,0,7,0,
520.53,2973906,357.207179,357.207133,-0.046,-0.127,C22 H29 O4     ,22,29,0,4,0,
-1000.00,4047074,357.228168,357.228262,0.095,0.265,C19 H33 O6     ,19,33,0,6,0,
19.12,505935648,357.990261,357.989942,-0.319,-0.892,C8 H8 N O15    ,8,8,1,15,0,
231.53,143980336,358.008838,358.008570,-0.269,-0.750,C9 H12 N O12 S ,9,12,1,12,1,
540.24,3391293,358.020425,358.020454,0.030,0.083,C16 H8 N O9    ,16,8,1,9,0,
593.10,2939726,358.041685,358.041584,-0.101,-0.282,C13 H12 N O11  ,13,12,1,11,0,
574.29,8679257,358.056907,358.056840,-0.067,-0.188,C17 H12 N O8   ,17,12,1,8,0,
492.38,5961564,358.060288,358.060211,-0.077,-0.215,C14 H16 N O8 S ,14,16,1,8,1,
523.26,2659172,358.071469,358.071445,-0.024,-0.068,C13 H16 N3 O7 S,13,16,3,7,1,
178.29,14444393,358.077940,358.077969,0.029,0.082,C14 H16 N O10  ,14,16,1,10,0,
591.91,8933237,358.093151,358.093225,0.074,0.208,C18 H16 N O7   ,18,16,1,7,0,
434.19,18265988,358.114363,358.114355,-0.009,-0.024,C15 H20 N O9   ,15,20,1,9,0,
570.23,4812686,358.125602,358.125588,-0.014,-0.038,C14 H20 N3 O8  ,14,20,3,8,0,
611.83,3136409,358.140866,358.140844,-0.021,-0.059,C18 H20 N3 O5  ,18,20,3,5,0,
363.95,10717089,358.150776,358.150740,-0.035,-0.099,C16 H24 N O8   ,16,24,1,8,0,
41.55,54278060,358.166010,358.165996,-0.013,-0.037,C20 H24 N O5   ,20,24,1,5,0,
630.18,4928044,359.004530,359.004470,-0.060,-0.168,C16 H7 O10     ,16,7,0,10,0,
529.48,4546095,359.007910,359.007841,-0.069,-0.192,C13 H11 O10 S  ,13,11,0,10,1,
340.47,9648700,359.025585,359.025599,0.014,0.039,C13 H11 O12    ,13,11,0,12,0,
303.39,16419400,359.040863,359.040856,-0.007,-0.020,C17 H11 O9     ,17,11,0,9,0,
455.03,11663946,359.044262,359.044227,-0.035,-0.098,C14 H15 O9 S   ,14,15,0,9,1,
482.92,4936271,359.049862,359.049587,-0.275,-0.767,C20 H11 N2 O3 S,20,11,2,3,1,
550.46,4936271,359.049862,359.050100,0.238,0.662,C7 H19 O14 S   ,7,19,0,14,1,
743.87,4936271,359.049862,359.050238,0.376,1.048,C28 H7 O       ,28,7,0,1,0,
617.33,5409360,359.052134,359.052089,-0.045,-0.127,C16 H11 N2 O8  ,16,11,2,8,0,
579.92,6525522,359.053951,359.053610,-0.342,-0.951,C25 H11 O S    ,25,11,0,1,1,
483.06,3180115,359.055546,359.055460,-0.086,-0.239,C13 H15 N2 O8 S,13,15,2,8,1,
205.14,43514456,359.061963,359.061985,0.022,0.061,C14 H15 O11    ,14,15,0,11,0,
198.61,22370916,359.077297,359.077241,-0.056,-0.155,C18 H15 O8     ,18,15,0,8,0,
278.55,27875942,359.080614,359.080612,-0.002,-0.006,C15 H19 O8 S   ,15,19,0,8,1,
608.53,16288364,359.088574,359.088474,-0.099,-0.276,C17 H15 N2 O7  ,17,15,2,7,0,
438.66,55622260,359.098374,359.098370,-0.003,-0.009,C15 H19 O10    ,15,19,0,10,0,
589.64,10775163,359.108041,359.107753,-0.287,-0.800,C26 H15 O2     ,26,15,0,2,0,
621.34,4868732,359.109708,359.109604,-0.105,-0.291,C14 H19 N2 O9  ,14,19,2,9,0,
194.04,27990656,359.113605,359.113627,0.021,0.060,C19 H19 O7     ,19,19,0,7,0,
472.28,16329346,359.116932,359.116998,0.065,0.182,C16 H23 O7 S   ,16,23,0,7,1,
586.07,9431176,359.125092,359.124860,-0.232,-0.645,C18 H19 N2 O6  ,18,19,2,6,0,
294.56,40286864,359.134770,359.134756,-0.014,-0.039,C16 H23 O9     ,16,23,0,9,0,
577.52,8841879,359.144481,359.144139,-0.342,-0.953,C27 H19 O      ,27,19,0,1,0,
186.92,32119450,359.150000,359.150012,0.012,0.032,C20 H23 O6     ,20,23,0,6,0,
559.85,4895390,359.153280,359.153383,0.104,0.289,C17 H27 O6 S   ,17,27,0,6,1,
284.64,12675755,359.171099,359.171141,0.042,0.117,C17 H27 O8     ,17,27,0,8,0,
22.37,14351031,359.186405,359.186398,-0.008,-0.021,C21 H27 O5     ,21,27,0,5,0,
-1000.00,3741383,359.207526,359.207527,0.001,0.003,C18 H31 O7     ,18,31,0,7,0,
-1000.00,3842770,359.222729,359.222783,0.054,0.150,C22 H31 O4     ,22,31,0,4,0,
91.84,75889944,359.987273,359.987321,0.048,0.134,C21 H2 N3 O2 S ,21,2,3,2,1,
32.50,93551912,360.005886,360.005592,-0.293,-0.815,C8 H10 N O15   ,8,10,1,15,0,
444.63,2703154,360.018222,360.018346,0.125,0.346,C16 H10 N O7 S ,16,10,1,7,1,
415.73,8451391,360.036218,360.036104,-0.113,-0.314,C16 H10 N O9   ,16,10,1,9,0,
473.72,11337051,360.072559,360.072490,-0.069,-0.190,C17 H14 N O8   ,17,14,1,8,0,
721.51,4869470,360.075920,360.075861,-0.059,-0.163,C14 H18 N O8 S ,14,18,1,8,1,
557.82,2920809,360.090875,360.091117,0.242,0.672,C18 H18 N O5 S ,18,18,1,5,1,
528.93,11664747,360.093601,360.093619,0.018,0.050,C14 H18 N O10  ,14,18,1,10,0,
524.34,10636663,360.108862,360.108876,0.014,0.039,C18 H18 N O7   ,18,18,1,7,0,
542.21,3580282,360.112380,360.112247,-0.133,-0.370,C15 H22 N O7 S ,15,22,1,7,1,
586.04,7007616,360.120228,360.120109,-0.119,-0.330,C17 H18 N3 O6  ,17,18,3,6,0,
618.06,10206599,360.130031,360.130005,-0.026,-0.071,C15 H22 N O9   ,15,22,1,9,0,
569.64,2747792,360.141288,360.141238,-0.050,-0.138,C14 H22 N3 O8  ,14,22,3,8,0,
532.60,5422483,360.145319,360.145261,-0.058,-0.160,C19 H22 N O6   ,19,22,1,6,0,
621.93,4782499,360.166468,360.166390,-0.077,-0.214,C16 H26 N O8   ,16,26,1,8,0,
236.29,14094383,361.020150,361.020120,-0.030,-0.083,C16 H9 O10     ,16,9,0,10,0,
494.07,4948017,361.023461,361.023491,0.030,0.084,C13 H13 O10 S  ,13,13,0,10,1,
463.62,5445686,361.029205,361.028852,-0.353,-0.978,C19 H9 N2 O4 S ,19,9,2,4,1,
526.61,5445686,361.029205,361.029365,0.160,0.443,C6 H17 O15 S   ,6,17,0,15,1,
736.68,5445686,361.029205,361.029503,0.298,0.826,C27 H5 O2      ,27,5,0,2,0,
598.29,3847223,361.031377,361.031353,-0.023,-0.065,C15 H9 N2 O9   ,15,9,2,9,0,
525.40,9519167,361.041159,361.041249,0.090,0.249,C13 H13 O12    ,13,13,0,12,0,
117.92,25870410,361.056514,361.056506,-0.008,-0.023,C17 H13 O9     ,17,13,0,9,0,
244.89,14102605,361.059878,361.059877,-0.001,-0.004,C14 H17 O9 S   ,14,17,0,9,1,
499.32,4335698,361.065539,361.065237,-0.302,-0.837,C20 H13 N2 O3 S,20,13,2,3,1,
761.03,4335698,361.065539,361.065888,0.349,0.967,C28 H9 O       ,28,9,0,1,0,
546.94,17170516,361.067843,361.067739,-0.104,-0.287,C16 H13 N2 O8  ,16,13,2,8,0,
572.40,18022484,361.069556,361.069260,-0.296,-0.819,C25 H13 O S    ,25,13,0,1,1,
659.83,18997338,361.077623,361.077635,0.012,0.033,C14 H17 O11    ,14,17,0,11,0,
666.93,3040861,361.080918,361.081006,0.088,0.244,C11 H21 O11 S  ,11,21,0,11,1,
418.16,8880226,361.087309,361.087018,-0.291,-0.806,C25 H13 O3     ,25,13,0,3,0,
191.67,36569192,361.092885,361.092891,0.006,0.016,C18 H17 O8     ,18,17,0,8,0,
232.85,27795560,361.096237,361.096262,0.025,0.070,C15 H21 O8 S   ,15,21,0,8,1,
568.93,18784366,361.104165,361.104124,-0.040,-0.111,C17 H17 N2 O7  ,17,17,2,7,0,
657.22,15941750,361.114003,361.114020,0.018,0.049,C15 H21 O10    ,15,21,0,10,0,
589.35,3529849,361.117018,361.117392,0.374,1.036,C12 H25 O10 S  ,12,25,0,10,1,
134.82,10977406,361.123755,361.123403,-0.352,-0.974,C26 H17 O2     ,26,17,0,2,0,
54.89,59555972,361.129294,361.129277,-0.017,-0.048,C19 H21 O7     ,19,21,0,7,0,
575.93,9662597,361.132626,361.132648,0.021,0.059,C16 H25 O7 S   ,16,25,0,7,1,
612.12,6703243,361.140636,361.140510,-0.126,-0.348,C18 H21 N2 O6  ,18,21,2,6,0,
512.65,11210898,361.150409,361.150406,-0.003,-0.007,C16 H25 O9     ,16,25,0,9,0,
412.12,5935258,361.160111,361.159789,-0.322,-0.892,C27 H21 O      ,27,21,0,1,0,
17.40,49856668,361.165658,361.165662,0.004,0.011,C20 H25 O6     ,20,25,0,6,0,
23.74,12972218,361.202026,361.202048,0.021,0.059,C21 H29 O5     ,21,29,0,5,0,
135.46,15225630,362.002894,362.002971,0.077,0.212,C21 H4 N3 O2 S ,21,4,3,2,1,
-1000.00,3803943,362.015444,362.015369,-0.075,-0.207,C15 H8 N O10   ,15,8,1,10,0,
190.60,11731779,362.051785,362.051755,-0.030,-0.083,C16 H12 N O9   ,16,12,1,9,0,
521.50,3609414,362.055072,362.055126,0.054,0.149,C13 H16 N O9 S ,13,16,1,9,1,
197.55,16827230,362.088149,362.088140,-0.009,-0.024,C17 H16 N O8   ,17,16,1,8,0,
613.22,4539234,362.091675,362.091511,-0.164,-0.452,C14 H20 N O8 S ,14,20,1,8,1,
620.55,2799978,362.103143,362.103396,0.253,0.698,C21 H16 N O5   ,21,16,1,5,0,
605.50,9065327,362.109256,362.109269,0.013,0.036,C14 H20 N O10  ,14,20,1,10,0,
409.37,13157243,362.124565,362.124526,-0.039,-0.108,C18 H20 N O7   ,18,20,1,7,0,
630.04,4119427,362.135820,362.135759,-0.061,-0.169,C17 H20 N3 O6  ,17,20,3,6,0,
638.28,5630859,362.145684,362.145655,-0.029,-0.080,C15 H24 N O9   ,15,24,1,9,0,
503.79,6482839,362.160856,362.160911,0.055,0.153,C19 H24 N O6   ,19,24,1,6,0,
-1000.00,4320761,362.959359,362.958976,-0.383,-1.055,C9 H3 N2 O14   ,9,3,2,14,0,
581.98,3906071,362.999309,362.999385,0.076,0.210,C15 H7 O11     ,15,7,0,11,0,
140.43,25863730,363.035787,363.035770,-0.017,-0.046,C16 H11 O10    ,16,11,0,10,0,
491.52,7380534,363.039185,363.039141,-0.043,-0.119,C13 H15 O10 S  ,13,15,0,10,1,
728.49,8472122,363.044902,363.045153,0.251,0.691,C27 H7 O2      ,27,7,0,2,0,
582.64,7374396,363.047045,363.047004,-0.041,-0.113,C15 H11 N2 O9  ,15,11,2,9,0,
523.90,5596733,363.048801,363.048524,-0.276,-0.762,C24 H11 O2 S   ,24,11,0,2,1,
677.01,4554307,363.056822,363.056899,0.078,0.215,C13 H15 O12    ,13,15,0,12,0,
499.58,4869707,363.066652,363.066282,-0.370,-1.018,C24 H11 O4     ,24,11,0,4,0,
101.85,39126608,363.072144,363.072156,0.011,0.031,C17 H15 O9     ,17,15,0,9,0,
233.55,18228818,363.075549,363.075527,-0.022,-0.061,C14 H19 O9 S   ,14,19,0,9,1,
530.13,24987224,363.083439,363.083389,-0.050,-0.137,C16 H15 N2 O8  ,16,15,2,8,0,
474.96,20391512,363.085233,363.084910,-0.323,-0.891,C25 H15 O S    ,25,15,0,1,1,
738.97,6647391,363.093216,363.093285,0.069,0.190,C14 H19 O11    ,14,19,0,11,0,
240.36,13321830,363.103026,363.102668,-0.358,-0.987,C25 H15 O3     ,25,15,0,3,0,
55.34,70026856,363.108549,363.108541,-0.008,-0.021,C18 H19 O8     ,18,19,0,8,0,
323.82,22234734,363.111897,363.111912,0.016,0.043,C15 H23 O8 S   ,15,23,0,8,1,
585.95,18429556,363.119779,363.119775,-0.004,-0.011,C17 H19 N2 O7  ,17,19,2,7,0,
772.89,2958971,363.129602,363.129671,0.068,0.188,C15 H23 O10    ,15,23,0,10,0,
493.98,7378562,363.139326,363.139053,-0.272,-0.749,C26 H19 O2     ,26,19,0,2,0,
28.04,104760968,363.144942,363.144927,-0.015,-0.042,C19 H23 O7     ,19,23,0,7,0,
13.19,56559268,363.181291,363.181312,0.021,0.058,C20 H27 O6     ,20,27,0,6,0,
47.93,8955582,363.217723,363.217698,-0.025,-0.069,C21 H31 O5     ,21,31,0,5,0,
359.65,6185260,364.031032,364.031019,-0.013,-0.035,C15 H10 N O10  ,15,10,1,10,0,
548.02,3560771,364.060903,364.060880,-0.023,-0.063,C15 H14 N3 O6 S,15,14,3,6,1,
85.21,18442568,364.067448,364.067405,-0.043,-0.119,C16 H14 N O9   ,16,14,1,9,0,
505.58,2750794,364.070874,364.070776,-0.098,-0.270,C13 H18 N O9 S ,13,18,1,9,1,
610.59,6515025,364.078734,364.078638,-0.096,-0.265,C15 H14 N3 O8  ,15,14,3,8,0,
503.79,2845014,364.085745,364.086032,0.288,0.790,C17 H18 N O6 S ,17,18,1,6,1,
88.12,20744548,364.103811,364.103790,-0.021,-0.059,C17 H18 N O8   ,17,18,1,8,0,
554.92,7989612,364.115055,364.115024,-0.031,-0.085,C16 H18 N3 O7  ,16,18,3,7,0,
583.57,10934644,364.124946,364.124919,-0.026,-0.072,C14 H22 N O10  ,14,22,1,10,0,
135.73,12843391,364.140195,364.140176,-0.019,-0.053,C18 H22 N O7   ,18,22,1,7,0,
639.74,5284240,364.161376,364.161305,-0.071,-0.194,C15 H26 N O9   ,15,26,1,9,0,
-1000.00,4281755,364.176633,364.176561,-0.072,-0.197,C19 H26 N O6   ,19,26,1,6,0,
-1000.00,2722831,364.997229,364.997277,0.048,0.132,C15 H9 O9 S    ,15,9,0,9,1,
411.93,4537366,365.006453,365.006660,0.207,0.567,C26 H5 O S     ,26,5,0,1,1,
290.85,11422748,365.015018,365.015035,0.016,0.045,C15 H9 O11     ,15,9,0,11,0,
738.51,3816483,365.024169,365.024418,0.249,0.681,C26 H5 O3      ,26,5,0,3,0,
516.82,3045414,365.027914,365.027789,-0.125,-0.344,C23 H9 O3 S    ,23,9,0,3,1,
493.61,3884075,365.033670,365.033662,-0.008,-0.022,C16 H13 O8 S   ,16,13,0,8,1,
55.87,40537144,365.051407,365.051420,0.014,0.037,C16 H13 O10    ,16,13,0,10,0,
372.92,9055291,365.054681,365.054791,0.110,0.302,C13 H17 O10 S  ,13,17,0,10,1,
571.75,11951169,365.062639,365.062654,0.015,0.041,C15 H13 N2 O9  ,15,13,2,9,0,
523.66,6945858,365.064488,365.064174,-0.314,-0.860,C24 H13 O2 S   ,24,13,0,2,1,
499.05,7550032,365.082214,365.081932,-0.281,-0.771,C24 H13 O4     ,24,13,0,4,0,
24.28,66751572,365.087821,365.087806,-0.015,-0.042,C17 H17 O9     ,17,17,0,9,0,
508.20,11725911,365.091123,365.091177,0.054,0.149,C14 H21 O9 S   ,14,21,0,9,1,
559.38,27397212,365.099069,365.099039,-0.030,-0.082,C16 H17 N2 O8  ,16,17,2,8,0,
540.39,17775710,365.100873,365.100560,-0.313,-0.856,C25 H17 O S    ,25,17,0,1,1,
594.42,4431972,365.108992,365.108935,-0.057,-0.155,C14 H21 O11    ,14,21,0,11,0,
573.25,10943596,365.118625,365.118318,-0.307,-0.842,C25 H17 O3     ,25,17,0,3,0,
86.72,118393968,365.124183,365.124191,0.008,0.022,C18 H21 O8     ,18,21,0,8,0,
521.01,9876594,365.127338,365.127563,0.225,0.616,C15 H25 O8 S   ,15,25,0,8,1,
610.49,9616504,365.135457,365.135425,-0.032,-0.088,C17 H21 N2 O7  ,17,21,2,7,0,
35.80,110365832,365.160593,365.160577,-0.016,-0.045,C19 H25 O7     ,19,25,0,7,0,
14.64,41700520,365.196971,365.196962,-0.008,-0.023,C20 H29 O6     ,20,29,0,6,0,
603.50,4594883,365.233340,365.233348,0.008,0.023,C21 H33 O5     ,21,33,0,5,0,
490.68,3536676,366.028923,366.028911,-0.012,-0.032,C15 H12 N O8 S ,15,12,1,8,1,
253.70,10608433,366.046664,366.046669,0.005,0.014,C15 H12 N O10  ,15,12,1,10,0,
653.95,3190586,366.057866,366.057903,0.037,0.100,C14 H12 N3 O9  ,14,12,3,9,0,
637.65,2842429,366.062313,366.061925,-0.388,-1.060,C19 H12 N O7   ,19,12,1,7,0,
89.17,21344076,366.083083,366.083055,-0.029,-0.078,C16 H16 N O9   ,16,16,1,9,0,
668.79,5226326,366.094308,366.094288,-0.020,-0.054,C15 H16 N3 O8  ,15,16,3,8,0,
155.93,18575208,366.119438,366.119440,0.002,0.005,C17 H20 N O8   ,17,20,1,8,0,
712.35,5232498,366.130759,366.130674,-0.085,-0.233,C16 H20 N3 O7  ,16,20,3,7,0,
650.42,3643257,366.140500,366.140570,0.069,0.189,C14 H24 N O10  ,14,24,1,10,0,
116.11,11714437,366.155799,366.155826,0.027,0.074,C18 H24 N O7   ,18,24,1,7,0,
448.57,2843553,366.192309,366.192211,-0.098,-0.268,C19 H28 N O6   ,19,28,1,6,0,
171.31,8650700,366.249794,366.249726,-0.068,-0.186,C17 H36 N O7   ,17,36,1,7,0,
461.11,5079572,367.012870,367.012927,0.057,0.154,C15 H11 O9 S   ,15,11,0,9,1,
455.54,4306459,367.022010,367.022310,0.299,0.816,C26 H7 O S     ,26,7,0,1,1,
158.26,22942242,367.030634,367.030685,0.051,0.139,C15 H11 O11    ,15,11,0,11,0,
482.73,3221032,367.039786,367.039416,-0.370,-1.008,C18 H11 N2 O5 S,18,11,2,5,1,
776.62,3221032,367.039786,367.040068,0.282,0.767,C26 H7 O3      ,26,7,0,3,0,
607.83,2729514,367.041878,367.041918,0.040,0.109,C14 H11 N2 O10 ,14,11,2,10,0,
674.09,3799597,367.045959,367.045941,-0.018,-0.050,C19 H11 O8     ,19,11,0,8,0,
506.86,4354608,367.049228,367.049312,0.084,0.228,C16 H15 O8 S   ,16,15,0,8,1,
531.99,3516984,367.060701,367.060546,-0.155,-0.423,C15 H15 N2 O7 S,15,15,2,7,1,
59.91,60314172,367.067083,367.067070,-0.013,-0.036,C16 H15 O10    ,16,15,0,10,0,
538.42,7703104,367.070292,367.070442,0.149,0.406,C13 H19 O10 S  ,13,19,0,10,1,
574.85,16732742,367.078317,367.078304,-0.013,-0.036,C15 H15 N2 O9  ,15,15,2,9,0,
529.98,6677063,367.080049,367.079824,-0.224,-0.611,C24 H15 O2 S   ,24,15,0,2,1,
696.96,4236873,367.082512,367.082326,-0.185,-0.504,C20 H15 O7     ,20,15,0,7,0,
517.00,6033995,367.085486,367.085698,0.212,0.577,C17 H19 O7 S   ,17,19,0,7,1,
93.36,113644120,367.103439,367.103456,0.016,0.045,C17 H19 O9     ,17,19,0,9,0,
583.15,20640354,367.114722,367.114689,-0.033,-0.089,C16 H19 N2 O8  ,16,19,2,8,0,
566.80,6646371,367.116519,367.116210,-0.309,-0.841,C25 H19 O S    ,25,19,0,1,1,
516.86,7541351,367.121970,367.122083,0.113,0.308,C18 H23 O6 S   ,18,23,0,6,1,
119.19,137761392,367.139844,367.139841,-0.003,-0.007,C18 H23 O8     ,18,23,0,8,0,
519.25,5018243,367.158324,367.158469,0.145,0.395,C19 H27 O5 S   ,19,27,0,5,1,
