mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
355.38,2617979,107.976175,107.976088,-0.087,-0.807,C H2 N O3 S    ,1,2,1,3,1,
-1000.00,1913007,114.030803,114.030900,0.097,0.852,C3 H4 N3 O2    ,3,4,3,2,0,
-1000.00,2148739,120.020348,120.020335,-0.013,-0.110,C5 H2 N3 O     ,5,2,3,1,0,
764.68,1942821,122.045977,122.045881,-0.096,-0.786,C3 H8 N O4     ,3,8,1,4,0,
-1000.00,1911826,129.030551,129.030566,0.015,0.114,C4 H5 N2 O3    ,4,5,2,3,0,
546.45,2142164,129.103426,129.103337,-0.089,-0.689,C6 H13 N2 O    ,6,13,2,1,0,
571.05,2002965,129.128413,129.128489,0.076,0.585,C8 H17 O       ,8,17,0,1,0,
523.13,1929393,137.003234,137.003288,0.054,0.397,C10 H O        ,10,1,0,1,0,
-1000.00,2483375,143.034973,143.034982,0.009,0.064,C6 H7 O4       ,6,7,0,4,0,
-1000.00,2044857,143.082730,143.082601,-0.129,-0.901,C6 H11 N2 O2   ,6,11,2,2,0,
584.33,2016120,145.007716,145.007722,0.006,0.044,C4 H5 N2 O2 S  ,4,5,2,2,1,
-1000.00,2017394,145.988289,145.988366,0.077,0.529,C7 N O3        ,7,0,1,3,0,
444.79,2099864,147.970936,147.971002,0.067,0.451,C3 H2 N O4 S   ,3,2,1,4,1,
-1000.00,1923101,147.986418,147.986258,-0.159,-1.076,C7 H2 N O S    ,7,2,1,1,1,
475.81,2134669,150.015689,150.015644,-0.045,-0.303,C2 H4 N3 O5    ,2,4,3,5,0,
-1000.00,2276575,151.040117,151.040068,-0.049,-0.327,C8 H7 O3       ,8,7,0,3,0,
-1000.00,1951637,155.035024,155.034982,-0.042,-0.272,C7 H7 O4       ,7,7,0,4,0,
-1000.00,2372622,155.978740,155.978590,-0.150,-0.962,C H2 N O8      ,1,2,1,8,0,
583.47,1998793,157.050638,157.050632,-0.006,-0.035,C7 H9 O4       ,7,9,0,4,0,
-1000.00,2083883,159.048430,159.048524,0.094,0.592,C7 H11 O2 S    ,7,11,0,2,1,
-1000.00,1960959,160.080242,160.080159,-0.083,-0.519,C7 H14 N O S   ,7,14,1,1,1,
504.87,2004140,161.003279,161.003288,0.009,0.055,C12 H O        ,12,1,0,1,0,
548.56,1952303,161.009099,161.009161,0.062,0.386,C5 H5 O6       ,5,5,0,6,0,
-1000.00,2235133,161.976657,161.976756,0.099,0.614,C6 N3 O S      ,6,0,3,1,1,
576.54,1967000,163.076466,163.076453,-0.013,-0.077,C10 H11 O2     ,10,11,0,2,0,
516.66,1938801,164.017627,164.017559,-0.069,-0.419,C8 H6 N O S    ,8,6,1,1,1,
467.59,2050058,164.067809,164.067679,-0.130,-0.789,C4 H10 N3 O4   ,4,10,3,4,0,
-1000.00,13606259,165.019341,165.019332,-0.009,-0.055,C8 H5 O4       ,8,5,0,4,0,
441.20,2261627,165.033986,165.033937,-0.049,-0.299,C4 H9 N2 O3 S  ,4,9,2,3,1,
436.05,3259526,165.055672,165.055718,0.046,0.277,C9 H9 O3       ,9,9,0,3,0,
389.09,2382085,166.980684,166.980839,0.154,0.924,C7 H3 O3 S     ,7,3,0,3,1,
307.13,3898274,167.035006,167.034982,-0.023,-0.139,C8 H7 O4       ,8,7,0,4,0,
179.93,5273526,167.071389,167.071368,-0.021,-0.125,C9 H11 O3      ,9,11,0,3,0,
189.17,5113343,169.050639,169.050632,-0.006,-0.038,C8 H9 O4       ,8,9,0,4,0,
269.47,3694611,169.087017,169.087018,0.001,0.004,C9 H13 O3      ,9,13,0,3,0,
-1000.00,2142477,169.973010,169.973110,0.101,0.591,C5 N O6        ,5,0,1,6,0,
-1000.00,2139667,169.984388,169.984344,-0.045,-0.263,C4 N3 O5       ,4,0,3,5,0,
-1000.00,2397032,171.012175,171.012139,-0.037,-0.214,C7 H7 O3 S     ,7,7,0,3,1,
-1000.00,5087880,171.066300,171.066282,-0.018,-0.105,C8 H11 O4      ,8,11,0,4,0,
443.97,2077905,172.054915,172.055007,0.092,0.535,C6 H10 N3 O S  ,6,10,3,1,1,
-1000.00,3154133,172.061532,172.061531,-0.001,-0.006,C7 H10 N O4    ,7,10,1,4,0,
-1000.00,2268907,172.097991,172.097917,-0.075,-0.433,C8 H14 N O3    ,8,14,1,3,0,
-1000.00,2290961,173.012527,173.012533,0.006,0.032,C3 H9 O6 S     ,3,9,0,6,1,
289.22,3902757,173.045558,173.045547,-0.011,-0.065,C7 H9 O5       ,7,9,0,5,0,
-1000.00,6790972,173.081957,173.081932,-0.025,-0.144,C8 H13 O4      ,8,13,0,4,0,
-1000.00,4798199,177.055740,177.055718,-0.022,-0.126,C10 H9 O3      ,10,9,0,3,0,
-1000.00,2362638,177.092108,177.092103,-0.004,-0.024,C11 H13 O2     ,11,13,0,2,0,
-1000.00,1979495,178.014740,178.014581,-0.159,-0.893,C8 H4 N O4     ,8,4,1,4,0,
-1000.00,4508680,179.034984,179.034982,-0.002,-0.011,C9 H7 O4       ,9,7,0,4,0,
218.77,5811744,179.071386,179.071368,-0.019,-0.104,C10 H11 O3     ,10,11,0,3,0,
-1000.00,2069816,179.107838,179.107753,-0.084,-0.470,C11 H15 O2     ,11,15,0,2,0,
710.11,2007304,179.993665,179.993846,0.181,1.005,C7 H2 N O5     ,7,2,1,5,0,
-1000.00,4405409,180.030247,180.030231,-0.015,-0.086,C8 H6 N O4     ,8,6,1,4,0,
-1000.00,3149497,180.066655,180.066617,-0.039,-0.215,C9 H10 N O3    ,9,10,1,3,0,
-1000.00,2944827,181.014252,181.014247,-0.005,-0.029,C8 H5 O5       ,8,5,0,5,0,
-1000.00,8670036,181.050645,181.050632,-0.013,-0.070,C9 H9 O4       ,9,9,0,4,0,
-1000.00,6156141,181.087040,181.087018,-0.022,-0.121,C10 H13 O3     ,10,13,0,3,0,
437.55,4110847,182.045911,182.045881,-0.030,-0.163,C8 H8 N O4     ,8,8,1,4,0,
451.48,2246040,182.082281,182.082267,-0.014,-0.079,C9 H12 N O3    ,9,12,1,3,0,
-1000.00,2079888,182.993645,182.993511,-0.133,-0.729,C7 H3 O6       ,7,3,0,6,0,
-1000.00,2270616,183.004685,183.004745,0.060,0.328,C6 H3 N2 O5    ,6,3,2,5,0,
221.97,5459114,183.029898,183.029897,-0.002,-0.008,C8 H7 O5       ,8,7,0,5,0,
-1000.00,14221507,183.066297,183.066282,-0.014,-0.079,C9 H11 O4      ,9,11,0,4,0,
349.73,3096797,183.102703,183.102668,-0.035,-0.190,C10 H15 O3     ,10,15,0,3,0,
347.26,3903870,184.061536,184.061531,-0.004,-0.023,C8 H10 N O4    ,8,10,1,4,0,
-1000.00,2101042,185.035721,185.035651,-0.070,-0.381,C10 H5 N2 O2   ,10,5,2,2,0,
-1000.00,2328118,185.041371,185.041524,0.153,0.828,C3 H9 N2 O7    ,3,9,2,7,0,
-1000.00,10296889,185.045559,185.045547,-0.012,-0.066,C8 H9 O5       ,8,9,0,5,0,
-1000.00,10178131,185.081948,185.081932,-0.015,-0.082,C9 H13 O4      ,9,13,0,4,0,
529.03,2121745,186.059259,186.059423,0.165,0.885,C8 H12 N O2 S  ,8,12,1,2,1,
-1000.00,2730782,186.077191,186.077181,-0.010,-0.053,C8 H12 N O4    ,8,12,1,4,0,
-1000.00,3185614,187.024838,187.024812,-0.027,-0.142,C7 H7 O6       ,7,7,0,6,0,
37.88,13308905,187.061213,187.061197,-0.016,-0.084,C8 H11 O5      ,8,11,0,5,0,
5.49,24005636,187.097581,187.097583,0.001,0.006,C9 H15 O4      ,9,15,0,4,0,
447.70,2672307,188.035312,188.035317,0.005,0.025,C10 H6 N O3    ,10,6,1,3,0,
-1000.00,2872002,188.056477,188.056446,-0.031,-0.167,C7 H10 N O5    ,7,10,1,5,0,
370.08,2209635,188.965260,188.965189,-0.071,-0.377,C9 H O3 S      ,9,1,0,3,1,
-1000.00,2902427,189.040468,189.040462,-0.006,-0.032,C7 H9 O6       ,7,9,0,6,0,
-1000.00,3424166,189.055732,189.055718,-0.015,-0.078,C11 H9 O3      ,11,9,0,3,0,
-1000.00,3346358,189.076855,189.076847,-0.008,-0.042,C8 H13 O5      ,8,13,0,5,0,
-1000.00,2008001,189.092099,189.092103,0.004,0.024,C12 H13 O2     ,12,13,0,2,0,
391.15,2737294,190.050968,190.050967,-0.002,-0.009,C10 H8 N O3    ,10,8,1,3,0,
397.61,2569665,190.119516,190.119715,0.199,1.047,C7 H16 N3 O3   ,7,16,3,3,0,
-1000.00,3658612,191.035001,191.034982,-0.019,-0.099,C10 H7 O4      ,10,7,0,4,0,
-1000.00,4520848,191.071362,191.071368,0.006,0.031,C11 H11 O3     ,11,11,0,3,0,
-1000.00,2074539,191.107783,191.107753,-0.030,-0.155,C12 H15 O2     ,12,15,0,2,0,
354.35,2644073,192.030218,192.030231,0.014,0.071,C9 H6 N O4     ,9,6,1,4,0,
335.44,3002501,192.066664,192.066617,-0.047,-0.246,C10 H10 N O3   ,10,10,1,3,0,
348.55,3506524,193.014271,193.014247,-0.024,-0.124,C9 H5 O5       ,9,5,0,5,0,
591.51,2131052,193.035379,193.035376,-0.002,-0.013,C6 H9 O7       ,6,9,0,7,0,
176.68,7256440,193.050645,193.050632,-0.013,-0.068,C10 H9 O4      ,10,9,0,4,0,
-1000.00,7565716,193.087017,193.087018,0.001,0.005,C11 H13 O3     ,11,13,0,3,0,
495.27,2206640,193.123440,193.123403,-0.037,-0.191,C12 H17 O2     ,12,17,0,2,0,
-1000.00,7104633,194.045907,194.045881,-0.026,-0.135,C9 H8 N O4     ,9,8,1,4,0,
-1000.00,3861653,194.082248,194.082267,0.019,0.099,C10 H12 N O3   ,10,12,1,3,0,
97.62,8639352,195.029908,195.029897,-0.011,-0.059,C9 H7 O5       ,9,7,0,5,0,
649.49,2927489,195.041140,195.041130,-0.010,-0.050,C8 H7 N2 O4    ,8,7,2,4,0,
17.85,15651732,195.066282,195.066282,0.000,0.002,C10 H11 O4     ,10,11,0,4,0,
676.66,2071709,195.077542,195.077516,-0.026,-0.134,C9 H11 N2 O3   ,9,11,2,3,0,
-1000.00,7020465,195.102676,195.102668,-0.008,-0.042,C11 H15 O3     ,11,15,0,3,0,
-1000.00,3840133,196.025173,196.025146,-0.027,-0.137,C8 H6 N O5     ,8,6,1,5,0,
-1000.00,6689442,196.061528,196.061531,0.003,0.017,C9 H10 N O4    ,9,10,1,4,0,
419.28,2189185,196.991466,196.991403,-0.063,-0.319,C8 H5 O4 S     ,8,5,0,4,1,
-1000.00,2045327,197.009220,197.009161,-0.059,-0.300,C8 H5 O6       ,8,5,0,6,0,
576.16,2270616,197.020388,197.020395,0.007,0.036,C7 H5 N2 O5    ,7,5,2,5,0,
-1000.00,16578988,197.045541,197.045547,0.006,0.028,C9 H9 O5       ,9,9,0,5,0,
673.21,2665909,197.056771,197.056780,0.009,0.047,C8 H9 N2 O4    ,8,9,2,4,0,
-1000.00,23910856,197.081931,197.081932,0.001,0.006,C10 H13 O4     ,10,13,0,4,0,
-1000.00,2388966,197.118279,197.118318,0.039,0.196,C11 H17 O3     ,11,17,0,3,0,
-1000.00,5942469,198.040770,198.040796,0.026,0.131,C8 H8 N O5     ,8,8,1,5,0,
-1000.00,6823138,198.077183,198.077181,-0.002,-0.009,C9 H12 N O4    ,9,12,1,4,0,
-1000.00,2408901,198.999723,198.999659,-0.064,-0.321,C6 H3 N2 O6    ,6,3,2,6,0,
-1000.00,4521419,199.007041,199.007053,0.013,0.064,C8 H7 O4 S     ,8,7,0,4,1,
-1000.00,5474265,199.024810,199.024812,0.001,0.005,C8 H7 O6       ,8,7,0,6,0,
42.64,28499958,199.061194,199.061197,0.003,0.015,C9 H11 O5      ,9,11,0,5,0,
670.81,2725631,199.072414,199.072430,0.016,0.083,C8 H11 N2 O4   ,8,11,2,4,0,
23.66,17285140,199.097578,199.097583,0.005,0.023,C10 H15 O4     ,10,15,0,4,0,
-1000.00,8352537,200.056435,200.056446,0.011,0.053,C8 H10 N O5    ,8,10,1,5,0,
727.31,2349349,200.071714,200.071702,-0.012,-0.060,C12 H10 N O2   ,12,10,1,2,0,
428.40,2141678,200.949855,200.949933,0.077,0.384,C6 H O6 S      ,6,1,0,6,1,
-1000.00,2633227,200.986339,200.986318,-0.021,-0.104,C7 H5 O5 S     ,7,5,0,5,1,
-1000.00,10180151,201.040467,201.040462,-0.006,-0.029,C8 H9 O6       ,8,9,0,6,0,
71.35,26347092,201.076855,201.076847,-0.008,-0.038,C9 H13 O5      ,9,13,0,5,0,
517.24,2400097,201.092111,201.092103,-0.007,-0.037,C13 H13 O2     ,13,13,0,2,0,
-1000.00,14814834,201.113237,201.113233,-0.004,-0.021,C10 H17 O4     ,10,17,0,4,0,
-1000.00,2022743,202.020375,202.020454,0.079,0.393,C3 H8 N O9     ,3,8,1,9,0,
574.00,2783600,202.050966,202.050967,0.001,0.005,C11 H8 N O3    ,11,8,1,3,0,
402.46,5085569,202.072092,202.072096,0.004,0.022,C8 H12 N O5    ,8,12,1,5,0,
336.76,3920535,203.034961,203.034982,0.021,0.105,C11 H7 O4      ,11,7,0,4,0,
342.83,3269786,203.038358,203.038354,-0.004,-0.021,C8 H11 O4 S    ,8,11,0,4,1,
-1000.00,10542248,203.056123,203.056112,-0.011,-0.056,C8 H11 O6      ,8,11,0,6,0,
-1000.00,4087989,203.071358,203.071368,0.010,0.050,C12 H11 O3     ,12,11,0,3,0,
587.95,2277054,203.082569,203.082601,0.032,0.157,C11 H11 N2 O2  ,11,11,2,2,0,
-1000.00,7461062,203.092497,203.092497,0.000,0.000,C9 H15 O5      ,9,15,0,5,0,
560.09,2274515,203.107797,203.107753,-0.043,-0.213,C13 H15 O2     ,13,15,0,2,0,
-1000.00,2544076,204.030247,204.030231,-0.016,-0.077,C10 H6 N O4    ,10,6,1,4,0,
-1000.00,3051470,204.033596,204.033603,0.006,0.030,C7 H10 N O4 S  ,7,10,1,4,1,
361.12,3169770,204.066611,204.066617,0.006,0.027,C11 H10 N O3   ,11,10,1,3,0,
-1000.00,4982523,205.014260,205.014247,-0.014,-0.066,C10 H5 O5      ,10,5,0,5,0,
431.91,2424062,205.017639,205.017618,-0.020,-0.100,C7 H9 O5 S     ,7,9,0,5,1,
-1000.00,8694553,205.050610,205.050632,0.023,0.111,C11 H9 O4      ,11,9,0,4,0,
489.83,2666283,205.071686,205.071762,0.075,0.368,C8 H13 O6      ,8,13,0,6,0,
-1000.00,4840248,205.087000,205.087018,0.018,0.087,C12 H13 O3     ,12,13,0,3,0,
419.23,2942520,206.009498,206.009496,-0.003,-0.012,C9 H4 N O5     ,9,4,1,5,0,
-1000.00,6125142,206.045873,206.045881,0.008,0.040,C10 H8 N O4    ,10,8,1,4,0,
-1000.00,3638388,206.082242,206.082267,0.025,0.121,C11 H12 N O3   ,11,12,1,3,0,
344.90,2753406,207.012127,207.012139,0.012,0.056,C10 H7 O3 S    ,10,7,0,3,1,
-1000.00,8698253,207.029895,207.029897,0.002,0.009,C10 H7 O5      ,10,7,0,5,0,
630.53,3906966,207.041098,207.041130,0.032,0.154,C9 H7 N2 O4    ,9,7,2,4,0,
40.96,11792811,207.066289,207.066282,-0.006,-0.030,C11 H11 O4     ,11,11,0,4,0,
668.70,2324597,207.077501,207.077516,0.015,0.072,C10 H11 N2 O3  ,10,11,2,3,0,
-1000.00,6239690,207.102673,207.102668,-0.005,-0.024,C12 H15 O3     ,12,15,0,3,0,
-1000.00,3476945,208.025115,208.025146,0.031,0.150,C9 H6 N O5     ,9,6,1,5,0,
498.28,2641120,208.043830,208.043773,-0.057,-0.273,C10 H10 N O2 S ,10,10,1,2,1,
-1000.00,9354479,208.061536,208.061531,-0.005,-0.022,C10 H10 N O4   ,10,10,1,4,0,
-1000.00,2706702,208.097928,208.097917,-0.011,-0.054,C11 H14 N O3   ,11,14,1,3,0,
-1000.00,2217706,208.966302,208.966251,-0.050,-0.241,C7 H N2 O4 S   ,7,1,2,4,1,
-1000.00,5647374,209.009166,209.009161,-0.005,-0.022,C9 H5 O6       ,9,5,0,6,0,
10.32,16834604,209.045547,209.045547,-0.000,-0.002,C10 H9 O5      ,10,9,0,5,0,
665.72,4076598,209.056768,209.056780,0.012,0.058,C9 H9 N2 O4    ,9,9,2,4,0,
4.76,20824140,209.081934,209.081932,-0.001,-0.007,C11 H13 O4     ,11,13,0,4,0,
-1000.00,4240490,209.118325,209.118318,-0.007,-0.031,C12 H17 O3     ,12,17,0,3,0,
-1000.00,2321545,209.154727,209.154703,-0.024,-0.113,C13 H21 O2     ,13,21,0,2,0,
78.18,8338295,210.040803,210.040796,-0.007,-0.035,C9 H8 N O5     ,9,8,1,5,0,
52.54,9989014,210.077197,210.077181,-0.015,-0.073,C10 H12 N O4   ,10,12,1,4,0,
366.93,2228907,211.007070,211.007053,-0.016,-0.076,C9 H7 O4 S     ,9,7,0,4,1,
60.61,11271866,211.024820,211.024812,-0.008,-0.038,C9 H7 O6       ,9,7,0,6,0,
645.54,3672772,211.036054,211.036045,-0.009,-0.044,C8 H7 N2 O5    ,8,7,2,5,0,
407.79,2112202,211.043427,211.043439,0.012,0.057,C10 H11 O3 S   ,10,11,0,3,1,
11.59,34825944,211.061200,211.061197,-0.003,-0.016,C10 H11 O5     ,10,11,0,5,0,
681.91,3666147,211.072427,211.072430,0.003,0.015,C9 H11 N2 O4   ,9,11,2,4,0,
4.88,22554360,211.097589,211.097583,-0.006,-0.030,C11 H15 O4     ,11,15,0,4,0,
-1000.00,2158231,211.133913,211.133968,0.055,0.262,C12 H19 O3     ,12,19,0,3,0,
456.69,3868682,212.020018,212.020060,0.042,0.199,C8 H6 N O6     ,8,6,1,6,0,
599.06,3091988,212.031319,212.031294,-0.025,-0.120,C7 H6 N3 O5    ,7,6,3,5,0,
-1000.00,12186153,212.056472,212.056446,-0.026,-0.122,C9 H10 N O5    ,9,10,1,5,0,
-1000.00,3989064,212.092811,212.092832,0.020,0.095,C10 H14 N O4   ,10,14,1,4,0,
288.29,3868002,213.022706,213.022704,-0.003,-0.012,C9 H9 O4 S     ,9,9,0,4,1,
575.81,2782316,213.033857,213.033937,0.080,0.376,C8 H9 N2 O3 S  ,8,9,2,3,1,
20.45,19365234,213.040470,213.040462,-0.008,-0.040,C9 H9 O6       ,9,9,0,6,0,
7.11,53161360,213.076861,213.076847,-0.014,-0.066,C10 H13 O5     ,10,13,0,5,0,
-1000.00,12654000,213.113248,213.113233,-0.015,-0.071,C11 H17 O4     ,11,17,0,4,0,
384.89,2730167,214.018018,214.017952,-0.065,-0.305,C8 H8 N O4 S   ,8,8,1,4,1,
517.58,3859654,214.035753,214.035711,-0.042,-0.197,C8 H8 N O6     ,8,8,1,6,0,
642.98,2102483,214.050898,214.050967,0.068,0.320,C12 H8 N O3    ,12,8,1,3,0,
42.33,12490981,214.072107,214.072096,-0.011,-0.050,C9 H12 N O5    ,9,12,1,5,0,
253.62,3464708,215.001973,215.001968,-0.005,-0.023,C8 H7 O5 S     ,8,7,0,5,1,
-1000.00,2092550,215.004240,215.004470,0.230,1.071,C4 H7 O10      ,4,7,0,10,0,
576.68,2334240,215.034937,215.034982,0.046,0.213,C12 H7 O4      ,12,7,0,4,0,
640.57,2535469,215.049580,215.049587,0.007,0.031,C8 H11 N2 O3 S ,8,11,2,3,1,
12.41,32363570,215.056122,215.056112,-0.010,-0.048,C9 H11 O6      ,9,11,0,6,0,
671.78,2105916,215.067373,215.067345,-0.028,-0.131,C8 H11 N2 O5   ,8,11,2,5,0,
14.06,28144722,215.092504,215.092497,-0.007,-0.034,C10 H15 O5     ,10,15,0,5,0,
6.89,25064560,215.128897,215.128883,-0.015,-0.068,C11 H19 O4     ,11,19,0,4,0,
-1000.00,2152796,215.997213,215.997217,0.005,0.021,C7 H6 N O5 S   ,7,6,1,5,1,
448.47,4018044,216.033607,216.033603,-0.005,-0.022,C8 H10 N O4 S  ,8,10,1,4,1,
443.43,4410251,216.051373,216.051361,-0.012,-0.055,C8 H10 N O6    ,8,10,1,6,0,
597.73,3677080,216.066620,216.066617,-0.003,-0.015,C12 H10 N O3   ,12,10,1,3,0,
283.75,5064618,216.087706,216.087746,0.040,0.187,C9 H14 N O5    ,9,14,1,5,0,
565.13,2189769,217.014263,217.014247,-0.016,-0.075,C11 H5 O5      ,11,5,0,5,0,
361.07,3359436,217.017606,217.017618,0.012,0.056,C8 H9 O5 S     ,8,9,0,5,1,
244.55,5482204,217.035408,217.035376,-0.032,-0.147,C8 H9 O7       ,8,9,0,7,0,
279.79,5804777,217.050629,217.050632,0.003,0.016,C12 H9 O4      ,12,9,0,4,0,
79.49,17947386,217.071778,217.071762,-0.016,-0.074,C9 H13 O6      ,9,13,0,6,0,
-1000.00,3366664,217.087022,217.087018,-0.004,-0.019,C13 H13 O3     ,13,13,0,3,0,
76.45,11522842,217.108169,217.108147,-0.021,-0.099,C10 H17 O5     ,10,17,0,5,0,
370.25,2625319,217.123409,217.123403,-0.005,-0.025,C14 H17 O2     ,14,17,0,2,0,
411.80,2086952,218.012838,218.012867,0.029,0.132,C7 H8 N O5 S   ,7,8,1,5,1,
264.88,4944452,218.045918,218.045881,-0.037,-0.170,C11 H8 N O4    ,11,8,1,4,0,
639.95,2168919,218.067002,218.067011,0.009,0.040,C8 H12 N O6    ,8,12,1,6,0,
478.98,2175588,218.082325,218.082267,-0.059,-0.269,C12 H12 N O3   ,12,12,1,3,0,
-1000.00,3086715,218.996901,218.996883,-0.018,-0.084,C7 H7 O6 S     ,7,7,0,6,1,
52.42,13881752,219.029915,219.029897,-0.018,-0.082,C11 H7 O5      ,11,7,0,5,0,
448.72,3138459,219.033311,219.033268,-0.042,-0.193,C8 H11 O5 S    ,8,11,0,5,1,
665.60,2352033,219.041150,219.041130,-0.020,-0.091,C10 H7 N2 O4   ,10,7,2,4,0,
591.01,3207082,219.051019,219.051026,0.008,0.034,C8 H11 O7      ,8,11,0,7,0,
172.63,10201527,219.066303,219.066282,-0.021,-0.096,C12 H11 O4     ,12,11,0,4,0,
509.37,2504634,219.069569,219.069654,0.085,0.386,C9 H15 O4 S    ,9,15,0,4,1,
657.94,2315201,219.077514,219.077516,0.002,0.010,C11 H11 N2 O3  ,11,11,2,3,0,
373.86,3628489,219.087441,219.087412,-0.029,-0.134,C9 H15 O6      ,9,15,0,6,0,
-1000.00,5757399,219.102690,219.102668,-0.022,-0.099,C13 H15 O3     ,13,15,0,3,0,
-1000.00,3290358,220.025204,220.025146,-0.058,-0.264,C10 H6 N O5    ,10,6,1,5,0,
111.35,7714070,220.061559,220.061531,-0.028,-0.126,C11 H10 N O4   ,11,10,1,4,0,
432.07,2364725,220.097926,220.097917,-0.010,-0.044,C12 H14 N O3   ,12,14,1,3,0,
293.16,4761675,221.009172,221.009161,-0.011,-0.050,C10 H5 O6      ,10,5,0,6,0,
405.53,2278990,221.012640,221.012533,-0.107,-0.484,C7 H9 O6 S     ,7,9,0,6,1,
632.84,3127381,221.020395,221.020395,-0.000,-0.001,C9 H5 N2 O5    ,9,5,2,5,0,
24.47,18770026,221.045566,221.045547,-0.019,-0.087,C11 H9 O5      ,11,9,0,5,0,
407.34,2882670,221.048921,221.048918,-0.003,-0.013,C8 H13 O5 S    ,8,13,0,5,1,
656.41,4349045,221.056807,221.056780,-0.026,-0.119,C10 H9 N2 O4   ,10,9,2,4,0,
645.40,2633853,221.066617,221.066676,0.060,0.270,C8 H13 O7      ,8,13,0,7,0,
71.81,15911050,221.081960,221.081932,-0.028,-0.125,C12 H13 O4     ,12,13,0,4,0,
670.67,2367636,221.093122,221.093166,0.043,0.196,C11 H13 N2 O3  ,11,13,2,3,0,
-1000.00,2350237,221.103164,221.103062,-0.102,-0.460,C9 H17 O6      ,9,17,0,6,0,
-1000.00,7889066,221.118352,221.118318,-0.034,-0.154,C13 H17 O3     ,13,17,0,3,0,
-1000.00,3602634,221.154675,221.154703,0.029,0.130,C14 H21 O2     ,14,21,0,2,0,
-1000.00,9364427,222.040803,222.040796,-0.007,-0.031,C10 H8 N O5    ,10,8,1,5,0,
84.84,7236587,222.077200,222.077181,-0.019,-0.084,C11 H12 N O4   ,11,12,1,4,0,
23.68,14401313,223.024828,223.024812,-0.016,-0.072,C10 H7 O6      ,10,7,0,6,0,
500.89,2376996,223.028154,223.028183,0.028,0.127,C7 H11 O6 S    ,7,11,0,6,1,
654.70,3657003,223.036104,223.036045,-0.059,-0.265,C9 H7 N2 O5    ,9,7,2,5,0,
22.70,29642562,223.061221,223.061197,-0.024,-0.108,C11 H11 O5     ,11,11,0,5,0,
467.19,2113348,223.064542,223.064568,0.026,0.117,C8 H15 O5 S    ,8,15,0,5,1,
662.18,5490507,223.072490,223.072430,-0.059,-0.265,C10 H11 N2 O4  ,10,11,2,4,0,
33.31,22171488,223.097607,223.097583,-0.024,-0.108,C12 H15 O4     ,12,15,0,4,0,
-1000.00,4990849,223.134002,223.133968,-0.034,-0.154,C13 H19 O3     ,13,19,0,3,0,
458.18,2143347,224.002323,224.002302,-0.020,-0.090,C9 H6 N O4 S   ,9,6,1,4,1,
127.32,6027907,224.020069,224.020060,-0.009,-0.038,C9 H6 N O6     ,9,6,1,6,0,
-1000.00,13935266,224.056462,224.056446,-0.016,-0.070,C10 H10 N O5   ,10,10,1,5,0,
-1000.00,7076546,224.092849,224.092832,-0.018,-0.080,C11 H14 N O4   ,11,14,1,4,0,
-1000.00,6088154,225.004090,225.004076,-0.014,-0.061,C9 H5 O7       ,9,5,0,7,0,
498.20,2119658,225.022716,225.022704,-0.012,-0.055,C10 H9 O4 S    ,10,9,0,4,1,
7.38,24663546,225.040490,225.040462,-0.028,-0.126,C10 H9 O6      ,10,9,0,6,0,
671.65,4547075,225.051720,225.051695,-0.025,-0.112,C9 H9 N2 O5    ,9,9,2,5,0,
25.25,42546712,225.076860,225.076847,-0.013,-0.057,C11 H13 O5     ,11,13,0,5,0,
680.21,3875363,225.088080,225.088080,0.001,0.003,C10 H13 N2 O4  ,10,13,2,4,0,
21.72,18744888,225.113253,225.113233,-0.021,-0.091,C12 H17 O4     ,12,17,0,4,0,
514.21,2411339,226.017960,226.017952,-0.008,-0.035,C9 H8 N O4 S   ,9,8,1,4,1,
175.17,8649050,226.035746,226.035711,-0.036,-0.157,C9 H8 N O6     ,9,8,1,6,0,
26.36,14023034,226.072105,226.072096,-0.009,-0.041,C10 H12 N O5   ,10,12,1,5,0,
499.85,2184602,226.108422,226.108482,0.060,0.264,C11 H16 N O4   ,11,16,1,4,0,
-1000.00,2963618,227.002022,227.001968,-0.054,-0.238,C9 H7 O5 S     ,9,7,0,5,1,
-1000.00,5598385,227.019732,227.019726,-0.006,-0.025,C9 H7 O7       ,9,7,0,7,0,
655.65,2522303,227.034954,227.034982,0.028,0.123,C13 H7 O4      ,13,7,0,4,0,
503.94,3869890,227.038384,227.038354,-0.031,-0.135,C10 H11 O4 S   ,10,11,0,4,1,
32.85,46873808,227.056132,227.056112,-0.020,-0.090,C10 H11 O6     ,10,11,0,6,0,
671.05,6039771,227.067344,227.067345,0.001,0.003,C9 H11 N2 O5   ,9,11,2,5,0,
-1000.00,2183390,227.071435,227.071368,-0.067,-0.294,C14 H11 O3     ,14,11,0,3,0,
573.54,2369768,227.082659,227.082601,-0.058,-0.256,C13 H11 N2 O2  ,13,11,2,2,0,
19.62,51576048,227.092520,227.092497,-0.023,-0.100,C11 H15 O5     ,11,15,0,5,0,
665.89,2531066,227.103795,227.103731,-0.064,-0.283,C10 H15 N2 O4  ,10,15,2,4,0,
130.35,9041168,227.128904,227.128883,-0.022,-0.095,C12 H19 O4     ,12,19,0,4,0,
146.47,10967089,228.051382,228.051361,-0.022,-0.095,C9 H10 N O6    ,9,10,1,6,0,
