mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
703.37,1997731,163.014788,163.014916,0.128,0.783,C7 H3 N2 O3    ,7,3,2,3,0,
695.85,2338543,163.040042,163.040068,0.026,0.158,C9 H7 O3       ,9,7,0,3,0,
6.81,274220256,165.019305,165.019332,0.027,0.165,C8 H5 O4       ,8,5,0,4,0,
-1000.00,2266099,165.055702,165.055718,0.016,0.097,C9 H9 O3       ,9,9,0,3,0,
361.06,2489358,167.028382,167.028458,0.075,0.450,C7 H7 N2 O S   ,7,7,2,1,1,
448.89,2779154,167.034921,167.034982,0.061,0.365,C8 H7 O4       ,8,7,0,4,0,
328.54,3048230,167.071346,167.071368,0.022,0.132,C9 H11 O3      ,9,11,0,3,0,
524.23,2194997,168.030201,168.030231,0.031,0.182,C7 H6 N O4     ,7,6,1,4,0,
336.76,3188060,169.014248,169.014247,-0.001,-0.009,C7 H5 O5       ,7,5,0,5,0,
203.57,5747056,169.050602,169.050632,0.031,0.181,C8 H9 O4       ,8,9,0,4,0,
-1000.00,2222981,169.086996,169.087018,0.022,0.131,C9 H13 O3      ,9,13,0,3,0,
-1000.00,2916804,170.975752,170.975753,0.002,0.010,C6 H3 O4 S     ,6,3,0,4,1,
-1000.00,2011635,171.056417,171.056386,-0.031,-0.181,C10 H7 N2 O    ,10,7,2,1,0,
300.33,4302329,171.066263,171.066282,0.020,0.116,C8 H11 O4      ,8,11,0,4,0,
489.20,2169870,171.102618,171.102668,0.050,0.289,C9 H15 O3      ,9,15,0,3,0,
-1000.00,12488341,173.045527,173.045547,0.020,0.115,C7 H9 O5       ,7,9,0,5,0,
-1000.00,12125867,173.081905,173.081932,0.027,0.156,C8 H13 O4      ,8,13,0,4,0,
-1000.00,2387137,173.118297,173.118318,0.021,0.120,C9 H17 O3      ,9,17,0,3,0,
-1000.00,3077472,175.040040,175.040068,0.028,0.160,C10 H7 O3      ,10,7,0,3,0,
-1000.00,5461870,175.061156,175.061197,0.041,0.234,C7 H11 O5      ,7,11,0,5,0,
-1000.00,5392455,177.019317,177.019332,0.015,0.085,C9 H5 O4       ,9,5,0,4,0,
316.84,3681374,177.055689,177.055718,0.029,0.164,C10 H9 O3      ,10,9,0,3,0,
-1000.00,2323170,178.050930,178.050967,0.037,0.206,C9 H8 N O3     ,9,8,1,3,0,
-1000.00,2519632,178.998611,178.998597,-0.014,-0.080,C8 H3 O5       ,8,3,0,5,0,
93.94,15637864,179.034953,179.034982,0.030,0.166,C9 H7 O4       ,9,7,0,4,0,
250.83,5041536,179.071345,179.071368,0.023,0.126,C10 H11 O3     ,10,11,0,3,0,
580.18,1967512,179.107686,179.107753,0.067,0.376,C11 H15 O2     ,11,15,0,2,0,
406.44,3305981,180.030172,180.030231,0.059,0.329,C8 H6 N O4     ,8,6,1,4,0,
681.20,2084871,180.045612,180.045487,-0.125,-0.692,C12 H6 N O     ,12,6,1,1,0,
284.19,3120661,180.066618,180.066617,-0.001,-0.005,C9 H10 N O3    ,9,10,1,3,0,
19.15,40118932,181.014224,181.014247,0.023,0.128,C8 H5 O5       ,8,5,0,5,0,
618.84,2049434,181.025435,181.025480,0.046,0.252,C7 H5 N2 O4    ,7,5,2,4,0,
516.89,2167460,181.040646,181.040736,0.090,0.499,C11 H5 N2 O    ,11,5,2,1,0,
117.32,8051371,181.050609,181.050632,0.023,0.127,C9 H9 O4       ,9,9,0,4,0,
550.45,2077367,181.069325,181.069260,-0.065,-0.360,C10 H13 O S    ,10,13,0,1,1,
-1000.00,4159683,181.086995,181.087018,0.022,0.124,C10 H13 O3     ,10,13,0,3,0,
-1000.00,5183799,182.009477,182.009496,0.019,0.103,C7 H4 N O5     ,7,4,1,5,0,
-1000.00,2576976,182.045890,182.045881,-0.009,-0.050,C8 H8 N O4     ,8,8,1,4,0,
-1000.00,2061264,182.975952,182.975753,-0.199,-1.086,C7 H3 O4 S     ,7,3,0,4,1,
-1000.00,6466549,183.029879,183.029897,0.018,0.096,C8 H7 O5       ,8,7,0,5,0,
-1000.00,7455758,183.066260,183.066282,0.023,0.125,C9 H11 O4      ,9,11,0,4,0,
453.26,2719783,183.102651,183.102668,0.017,0.090,C10 H15 O3     ,10,15,0,3,0,
445.97,2726082,184.061387,184.061531,0.144,0.783,C8 H10 N O4    ,8,10,1,4,0,
71.62,10290550,185.045510,185.045547,0.037,0.199,C8 H9 O5       ,8,9,0,5,0,
-1000.00,6404496,185.081902,185.081932,0.030,0.163,C9 H13 O4      ,9,13,0,4,0,
441.57,2061026,186.991658,186.991797,0.140,0.747,C3 H7 O7 S     ,3,7,0,7,1,
-1000.00,2406906,187.024841,187.024812,-0.029,-0.158,C7 H7 O6       ,7,7,0,6,0,
-1000.00,2305541,187.040025,187.040068,0.043,0.230,C11 H7 O3      ,11,7,0,3,0,
-1000.00,17449748,187.061178,187.061197,0.019,0.099,C8 H11 O5      ,8,11,0,5,0,
5.49,36625200,187.097558,187.097583,0.025,0.133,C9 H15 O4      ,9,15,0,4,0,
-1000.00,3491639,187.108826,187.108816,-0.010,-0.054,C8 H15 N2 O3   ,8,15,2,3,0,
-1000.00,10341193,187.133944,187.133968,0.024,0.130,C10 H19 O3     ,10,19,0,3,0,
447.72,3789269,188.035274,188.035317,0.042,0.226,C10 H6 N O3    ,10,6,1,3,0,
493.40,3183589,188.056429,188.056446,0.017,0.092,C7 H10 N O5    ,7,10,1,5,0,
205.82,4490916,189.019341,189.019332,-0.008,-0.045,C10 H5 O4      ,10,5,0,4,0,
296.40,4117683,189.040444,189.040462,0.018,0.095,C7 H9 O6       ,7,9,0,6,0,
109.16,7904462,189.076825,189.076847,0.022,0.118,C8 H13 O5      ,8,13,0,5,0,
-1000.00,2040025,189.092059,189.092103,0.044,0.232,C12 H13 O2     ,12,13,0,2,0,
-1000.00,2168922,189.962952,189.962940,-0.013,-0.067,C4 N O8        ,4,0,1,8,0,
-1000.00,2164096,190.014567,190.014581,0.015,0.077,C9 H4 N O4     ,9,4,1,4,0,
-1000.00,3568730,190.998545,190.998597,0.052,0.273,C9 H3 O5       ,9,3,0,5,0,
96.43,13348469,191.034960,191.034982,0.022,0.115,C10 H7 O4      ,10,7,0,4,0,
-1000.00,3866256,191.071326,191.071368,0.042,0.219,C11 H11 O3     ,11,11,0,3,0,
374.31,2615134,192.030188,192.030231,0.043,0.225,C9 H6 N O4     ,9,6,1,4,0,
-1000.00,18152516,193.014219,193.014247,0.027,0.142,C9 H5 O5       ,9,5,0,5,0,
125.64,10658911,193.050605,193.050632,0.028,0.143,C10 H9 O4      ,10,9,0,4,0,
-1000.00,4979835,193.086966,193.087018,0.051,0.266,C11 H13 O3     ,11,13,0,3,0,
136.48,5869394,194.045849,194.045881,0.032,0.166,C9 H8 N O4     ,9,8,1,4,0,
-1000.00,2025838,194.082165,194.082267,0.102,0.525,C10 H12 N O3   ,10,12,1,3,0,
6.03,41783876,195.029874,195.029897,0.023,0.116,C9 H7 O5       ,9,7,0,5,0,
648.58,3089483,195.041129,195.041130,0.002,0.009,C8 H7 N2 O4    ,8,7,2,4,0,
-1000.00,2054990,195.045020,195.045153,0.133,0.682,C13 H7 O2      ,13,7,0,2,0,
-1000.00,10132062,195.066274,195.066282,0.008,0.041,C10 H11 O4     ,10,11,0,4,0,
-1000.00,3343994,195.102617,195.102668,0.051,0.261,C11 H15 O3     ,11,15,0,3,0,
-1000.00,3837590,195.139045,195.139053,0.009,0.045,C12 H19 O2     ,12,19,0,2,0,
116.61,12537152,196.025129,196.025146,0.016,0.084,C8 H6 N O5     ,8,6,1,5,0,
-1000.00,3428700,196.061500,196.061531,0.031,0.158,C9 H10 N O4    ,9,10,1,4,0,
-1000.00,2275357,196.972691,196.972776,0.085,0.429,C7 H O7        ,7,1,0,7,0,
-1000.00,16599097,197.009130,197.009161,0.031,0.159,C8 H5 O6       ,8,5,0,6,0,
600.71,2474050,197.020324,197.020395,0.071,0.360,C7 H5 N2 O5    ,7,5,2,5,0,
550.47,2029648,197.039190,197.039022,-0.168,-0.852,C8 H9 N2 O2 S  ,8,9,2,2,1,
-1000.00,18339926,197.045527,197.045547,0.020,0.100,C9 H9 O5       ,9,9,0,5,0,
668.64,2051678,197.056716,197.056780,0.065,0.328,C8 H9 N2 O4    ,8,9,2,4,0,
51.03,10674289,197.081901,197.081932,0.031,0.158,C10 H13 O4     ,10,13,0,4,0,
506.98,2088590,197.118392,197.118318,-0.074,-0.377,C11 H17 O3     ,11,17,0,3,0,
309.92,3800746,197.154696,197.154703,0.007,0.036,C12 H21 O2     ,12,21,0,2,0,
179.86,6001472,198.004385,198.004410,0.026,0.131,C7 H4 N O6     ,7,4,1,6,0,
442.71,2575708,198.040762,198.040796,0.034,0.169,C8 H8 N O5     ,8,8,1,5,0,
283.37,10202690,198.988402,198.988426,0.024,0.122,C7 H3 O7       ,7,3,0,7,0,
306.79,3078736,199.007072,199.007053,-0.018,-0.092,C8 H7 O4 S     ,8,7,0,4,1,
-1000.00,7655006,199.024790,199.024812,0.021,0.107,C8 H7 O6       ,8,7,0,6,0,
9.31,19144314,199.061166,199.061197,0.031,0.153,C9 H11 O5      ,9,11,0,5,0,
97.17,7407255,199.097565,199.097583,0.017,0.088,C10 H15 O4     ,10,15,0,4,0,
295.17,4178100,199.133940,199.133968,0.028,0.142,C11 H19 O3     ,11,19,0,3,0,
502.15,2958730,200.056431,200.056446,0.015,0.073,C8 H10 N O5    ,8,10,1,5,0,
-1000.00,2596263,200.092828,200.092832,0.004,0.019,C9 H14 N O4    ,9,14,1,4,0,
119.03,14742676,201.040431,201.040462,0.031,0.152,C8 H9 O6       ,8,9,0,6,0,
-1000.00,3255456,201.055669,201.055718,0.049,0.243,C12 H9 O3      ,12,9,0,3,0,
7.42,22742192,201.076824,201.076847,0.023,0.113,C9 H13 O5      ,9,13,0,5,0,
17.33,18113742,201.113208,201.113233,0.024,0.120,C10 H17 O4     ,10,17,0,4,0,
501.53,2334422,201.124389,201.124466,0.077,0.381,C9 H17 N2 O3   ,9,17,2,3,0,
-1000.00,5691627,201.149593,201.149618,0.025,0.126,C11 H21 O3     ,11,21,0,3,0,
656.49,2387882,202.035603,202.035711,0.108,0.532,C7 H8 N O6     ,7,8,1,6,0,
611.07,2940343,202.050963,202.050967,0.004,0.019,C11 H8 N O3    ,11,8,1,3,0,
186.83,10573767,202.072069,202.072096,0.027,0.136,C8 H12 N O5    ,8,12,1,5,0,
-1000.00,2483172,202.108477,202.108482,0.004,0.020,C9 H16 N O4    ,9,16,1,4,0,
-1000.00,7068360,203.034949,203.034982,0.033,0.162,C11 H7 O4      ,11,7,0,4,0,
622.06,2940625,203.046195,203.046216,0.021,0.103,C10 H7 N2 O3   ,10,7,2,3,0,
75.64,19213016,203.056091,203.056112,0.020,0.100,C8 H11 O6      ,8,11,0,6,0,
308.23,3880677,203.071388,203.071368,-0.020,-0.100,C12 H11 O3     ,12,11,0,3,0,
-1000.00,14484213,203.092468,203.092497,0.029,0.145,C9 H15 O5      ,9,15,0,5,0,
-1000.00,2577683,203.128862,203.128883,0.021,0.103,C10 H19 O4     ,10,19,0,4,0,
-1000.00,4373989,204.030220,204.030231,0.011,0.056,C10 H6 N O4    ,10,6,1,4,0,
-1000.00,17395964,205.014215,205.014247,0.032,0.156,C10 H5 O5      ,10,5,0,5,0,
681.54,2414341,205.025382,205.025480,0.098,0.478,C9 H5 N2 O4    ,9,5,2,4,0,
-1000.00,11526425,205.050612,205.050632,0.021,0.100,C11 H9 O4      ,11,9,0,4,0,
-1000.00,2672938,205.071691,205.071762,0.070,0.344,C8 H13 O6      ,8,13,0,6,0,
-1000.00,3430198,205.087007,205.087018,0.011,0.052,C12 H13 O3     ,12,13,0,3,0,
252.98,3628063,206.009440,206.009496,0.056,0.271,C9 H4 N O5     ,9,4,1,5,0,
-1000.00,4433980,206.045857,206.045881,0.025,0.120,C10 H8 N O4    ,10,8,1,4,0,
-1000.00,9107259,206.993478,206.993511,0.033,0.159,C9 H3 O6       ,9,3,0,6,0,
22.61,34469720,207.029874,207.029897,0.023,0.113,C10 H7 O5      ,10,7,0,5,0,
147.99,8699766,207.066245,207.066282,0.038,0.182,C11 H11 O4     ,11,11,0,4,0,
-1000.00,4942740,207.102635,207.102668,0.033,0.159,C12 H15 O3     ,12,15,0,3,0,
-1000.00,6364800,208.025112,208.025146,0.034,0.164,C9 H6 N O5     ,9,6,1,5,0,
-1000.00,4556446,208.061529,208.061531,0.003,0.014,C10 H10 N O4   ,10,10,1,4,0,
7.76,47218080,209.009139,209.009161,0.022,0.106,C9 H5 O6       ,9,5,0,6,0,
6.03,27934142,209.045521,209.045547,0.026,0.124,C10 H9 O5      ,10,9,0,5,0,
66.08,11140572,209.081922,209.081932,0.010,0.049,C11 H13 O4     ,11,13,0,4,0,
41.58,10225176,209.154680,209.154703,0.023,0.111,C13 H21 O2     ,13,21,0,2,0,
-1000.00,10197227,210.040768,210.040796,0.028,0.133,C9 H8 N O5     ,9,8,1,5,0,
297.47,3617033,210.077177,210.077181,0.004,0.020,C10 H12 N O4   ,10,12,1,4,0,
13.45,26698768,211.024806,211.024812,0.006,0.026,C9 H7 O6       ,9,7,0,6,0,
7.32,25154604,211.061173,211.061197,0.024,0.113,C10 H11 O5     ,10,11,0,5,0,
60.04,9858123,211.097551,211.097583,0.031,0.149,C11 H15 O4     ,11,15,0,4,0,
616.62,2247252,211.108836,211.108816,-0.021,-0.097,C10 H15 N2 O3  ,10,15,2,3,0,
-1000.00,4433001,211.133983,211.133968,-0.015,-0.070,C12 H19 O3     ,12,19,0,3,0,
-1000.00,6128775,211.170364,211.170354,-0.010,-0.050,C13 H23 O2     ,13,23,0,2,0,
30.83,14798654,212.020050,212.020060,0.010,0.049,C8 H6 N O6     ,8,6,1,6,0,
-1000.00,4233052,212.056427,212.056446,0.019,0.091,C9 H10 N O5    ,9,10,1,5,0,
-1000.00,4700759,212.986307,212.986318,0.011,0.049,C8 H5 O5 S     ,8,5,0,5,1,
-1000.00,6718054,213.004060,213.004076,0.016,0.076,C8 H5 O7       ,8,5,0,7,0,
417.72,2080373,213.022747,213.022704,-0.044,-0.205,C9 H9 O4 S     ,9,9,0,4,1,
19.37,24029828,213.040443,213.040462,0.019,0.087,C9 H9 O6       ,9,9,0,6,0,
16.21,25414306,213.076840,213.076847,0.007,0.034,C10 H13 O5     ,10,13,0,5,0,
627.21,4089515,213.088099,213.088080,-0.018,-0.085,C9 H13 N2 O4   ,9,13,2,4,0,
-1000.00,6197951,213.113210,213.113233,0.022,0.105,C11 H17 O4     ,11,17,0,4,0,
-1000.00,4460253,213.149628,213.149618,-0.010,-0.046,C12 H21 O3     ,12,21,0,3,0,
244.09,3778003,214.072099,214.072096,-0.003,-0.014,C9 H12 N O5    ,9,12,1,5,0,
-1000.00,2435569,214.108379,214.108482,0.102,0.478,C10 H16 N O4   ,10,16,1,4,0,
-1000.00,3523762,214.965583,214.965583,-0.000,-0.002,C7 H3 O6 S     ,7,3,0,6,1,
269.79,2929359,215.001875,215.001968,0.093,0.434,C8 H7 O5 S     ,8,7,0,5,1,
366.26,3216606,215.019672,215.019726,0.054,0.253,C8 H7 O7       ,8,7,0,7,0,
588.39,3292907,215.035020,215.034982,-0.037,-0.174,C12 H7 O4      ,12,7,0,4,0,
11.83,32026876,215.056106,215.056112,0.006,0.029,C9 H11 O6      ,9,11,0,6,0,
-1000.00,2211593,215.071364,215.071368,0.004,0.017,C13 H11 O3     ,13,11,0,3,0,
9.88,17170714,215.092494,215.092497,0.004,0.017,C10 H15 O5     ,10,15,0,5,0,
21.17,17477944,215.128869,215.128883,0.014,0.066,C11 H19 O4     ,11,19,0,4,0,
-1000.00,12052822,215.165248,215.165268,0.020,0.094,C12 H23 O3     ,12,23,0,3,0,
540.46,4149295,216.051382,216.051361,-0.022,-0.101,C8 H10 N O6    ,8,10,1,6,0,
586.76,2598989,216.087740,216.087746,0.006,0.030,C9 H14 N O5    ,9,14,1,5,0,
619.43,2049851,216.998872,216.998991,0.119,0.547,C7 H5 O8       ,7,5,0,8,0,
-1000.00,5602120,217.014246,217.014247,0.001,0.004,C11 H5 O5      ,11,5,0,5,0,
-1000.00,8474457,217.035384,217.035376,-0.007,-0.034,C8 H9 O7       ,8,9,0,7,0,
444.69,6085478,217.050628,217.050632,0.004,0.021,C12 H9 O4      ,12,9,0,4,0,
69.25,20739960,217.071759,217.071762,0.003,0.014,C9 H13 O6      ,9,13,0,6,0,
605.59,2183041,217.082998,217.082995,-0.003,-0.014,C8 H13 N2 O5   ,8,13,2,5,0,
-1000.00,2960260,217.087028,217.087018,-0.010,-0.047,C13 H13 O3     ,13,13,0,3,0,
6.63,20227990,217.108139,217.108147,0.008,0.036,C10 H17 O5     ,10,17,0,5,0,
-1000.00,2167710,217.119344,217.119381,0.037,0.168,C9 H17 N2 O4   ,9,17,2,4,0,
502.36,2794650,218.045873,218.045881,0.008,0.038,C11 H8 N O4    ,11,8,1,4,0,
5.94,18451908,219.029897,219.029897,-0.000,-0.000,C11 H7 O5      ,11,7,0,5,0,
235.39,5404118,219.051000,219.051026,0.026,0.118,C8 H11 O7      ,8,11,0,7,0,
589.46,2188767,219.062133,219.062260,0.127,0.580,C7 H11 N2 O6   ,7,11,2,6,0,
49.17,9168354,219.066277,219.066282,0.005,0.025,C12 H11 O4     ,12,11,0,4,0,
649.56,2708715,219.077483,219.077516,0.033,0.151,C11 H11 N2 O3  ,11,11,2,3,0,
591.77,3930611,219.087401,219.087412,0.011,0.048,C9 H15 O6      ,9,15,0,6,0,
-1000.00,5245176,220.025123,220.025146,0.022,0.102,C10 H6 N O5    ,10,6,1,5,0,
-1000.00,3742997,220.061498,220.061531,0.034,0.154,C11 H10 N O4   ,11,10,1,4,0,
48.73,25289762,221.009162,221.009161,-0.001,-0.003,C10 H5 O6      ,10,5,0,6,0,
694.28,2337323,221.020419,221.020395,-0.024,-0.108,C9 H5 N2 O5    ,9,5,2,5,0,
15.20,29107264,221.045550,221.045547,-0.003,-0.012,C11 H9 O5      ,11,9,0,5,0,
5.66,15791197,221.081931,221.081932,0.002,0.008,C12 H13 O4     ,12,13,0,4,0,
522.20,5283943,221.093135,221.093166,0.031,0.142,C11 H13 N2 O3  ,11,13,2,3,0,
-1000.00,3950715,221.118301,221.118318,0.017,0.078,C13 H17 O3     ,13,17,0,3,0,
-1000.00,7750809,221.154711,221.154703,-0.007,-0.033,C14 H21 O2     ,14,21,0,2,0,
450.92,2106181,221.986665,221.986652,-0.013,-0.058,C9 H4 N O4 S   ,9,4,1,4,1,
309.40,3346772,222.004426,222.004410,-0.016,-0.071,C9 H4 N O6     ,9,4,1,6,0,
-1000.00,10336114,222.040802,222.040796,-0.006,-0.026,C10 H8 N O5    ,10,8,1,5,0,
-1000.00,3288464,222.077139,222.077181,0.043,0.193,C11 H12 N O4   ,11,12,1,4,0,
353.20,3149436,222.988422,222.988426,0.004,0.018,C9 H3 O7       ,9,3,0,7,0,
-1000.00,2396302,223.009756,223.009555,-0.200,-0.898,C6 H7 O9       ,6,7,0,9,0,
14.01,75491992,223.024810,223.024812,0.001,0.005,C10 H7 O6      ,10,7,0,6,0,
16.04,23288504,223.061206,223.061197,-0.009,-0.039,C11 H11 O5     ,11,11,0,5,0,
76.10,7537366,223.097590,223.097583,-0.008,-0.035,C12 H15 O4     ,12,15,0,4,0,
-1000.00,2860276,223.133920,223.133968,0.048,0.216,C13 H19 O3     ,13,19,0,3,0,
67.01,9260490,224.020073,224.020060,-0.012,-0.055,C9 H6 N O6     ,9,6,1,6,0,
62.13,8891880,224.056464,224.056446,-0.018,-0.080,C10 H10 N O5   ,10,10,1,5,0,
-1000.00,2330276,224.129000,224.129217,0.217,0.969,C12 H18 N O3   ,12,18,1,3,0,
-1000.00,2068516,224.129390,224.129217,-0.173,-0.770,C12 H18 N O3   ,12,18,1,3,0,
8.40,81588464,225.004083,225.004076,-0.007,-0.030,C9 H5 O7       ,9,5,0,7,0,
397.15,2136576,225.022685,225.022704,0.018,0.082,C10 H9 O4 S    ,10,9,0,4,1,
7.59,27709710,225.040467,225.040462,-0.005,-0.024,C10 H9 O6      ,10,9,0,6,0,
510.79,2061853,225.059048,225.059089,0.041,0.182,C11 H13 O3 S   ,11,13,0,3,1,
37.41,24596780,225.076840,225.076847,0.007,0.030,C11 H13 O5     ,11,13,0,5,0,
-1000.00,11278666,225.113246,225.113233,-0.013,-0.058,C12 H17 O4     ,12,17,0,4,0,
-1000.00,9990504,225.149634,225.149618,-0.016,-0.072,C13 H21 O3     ,13,21,0,3,0,
-1000.00,8690053,225.186001,225.186004,0.003,0.011,C14 H25 O2     ,14,25,0,2,0,
456.17,4044830,225.999326,225.999325,-0.001,-0.006,C8 H4 N O7     ,8,4,1,7,0,
151.11,7644220,226.035728,226.035711,-0.017,-0.075,C9 H8 N O6     ,9,8,1,6,0,
142.84,5284954,226.072078,226.072096,0.018,0.081,C10 H12 N O5   ,10,12,1,5,0,
416.77,3366736,227.001960,227.001968,0.008,0.034,C9 H7 O5 S     ,9,7,0,5,1,
-1000.00,11044703,227.019719,227.019726,0.007,0.030,C9 H7 O7       ,9,7,0,7,0,
7.23,37992316,227.056108,227.056112,0.004,0.016,C10 H11 O6     ,10,11,0,6,0,
684.29,2715014,227.067334,227.067345,0.011,0.050,C9 H11 N2 O5   ,9,11,2,5,0,
-1000.00,2239881,227.071368,227.071368,-0.000,-0.001,C14 H11 O3     ,14,11,0,3,0,
-1000.00,2080142,227.077353,227.077241,-0.112,-0.493,C7 H15 O8      ,7,15,0,8,0,
6.73,21358490,227.092507,227.092497,-0.010,-0.042,C11 H15 O5     ,11,15,0,5,0,
598.82,4761507,227.103733,227.103731,-0.002,-0.010,C10 H15 N2 O4  ,10,15,2,4,0,
-1000.00,5399480,227.128883,227.128883,-0.001,-0.003,C12 H19 O4     ,12,19,0,4,0,
553.03,2707393,227.140144,227.140116,-0.028,-0.124,C11 H19 N2 O3  ,11,19,2,3,0,
-1000.00,4845526,227.165289,227.165268,-0.021,-0.092,C13 H23 O3     ,13,23,0,3,0,
580.80,2460553,228.015049,228.014975,-0.074,-0.323,C8 H6 N O7     ,8,6,1,7,0,
393.72,3305127,228.051396,228.051361,-0.035,-0.153,C9 H10 N O6    ,9,10,1,6,0,
576.79,2078384,228.062414,228.062594,0.180,0.787,C8 H10 N3 O5   ,8,10,3,5,0,
406.76,2164122,228.981224,228.981233,0.008,0.037,C8 H5 O6 S     ,8,5,0,6,1,
435.44,2806184,228.998934,228.998991,0.057,0.248,C8 H5 O8       ,8,5,0,8,0,
-1000.00,2463156,229.014162,229.014247,0.085,0.371,C12 H5 O5      ,12,5,0,5,0,
-1000.00,4131255,229.017597,229.017618,0.021,0.093,C9 H9 O5 S     ,9,9,0,5,1,
38.70,26426822,229.035375,229.035376,0.001,0.003,C9 H9 O7       ,9,9,0,7,0,
686.46,2923986,229.050628,229.050632,0.004,0.019,C13 H9 O4      ,13,9,0,4,0,
11.52,44801508,229.071765,229.071762,-0.003,-0.015,C10 H13 O6     ,10,13,0,6,0,
90.68,14110208,229.108132,229.108147,0.015,0.067,C11 H17 O5     ,11,17,0,5,0,
626.34,3251722,229.119360,229.119381,0.021,0.090,C10 H17 N2 O4  ,10,17,2,4,0,
-1000.00,9885214,229.144534,229.144533,-0.001,-0.004,C12 H21 O4     ,12,21,0,4,0,
-1000.00,10184251,229.180917,229.180918,0.002,0.007,C13 H25 O3     ,13,25,0,3,0,
611.44,4045047,230.045835,230.045881,0.046,0.200,C12 H8 N O4    ,12,8,1,4,0,
452.72,5021961,230.066989,230.067011,0.022,0.094,C9 H12 N O6    ,9,12,1,6,0,
315.01,2810662,230.103379,230.103396,0.018,0.076,C10 H16 N O5   ,10,16,1,5,0,
-1000.00,2888665,230.960486,230.960497,0.011,0.048,C7 H3 O7 S     ,7,3,0,7,1,
-1000.00,3289076,230.993464,230.993511,0.047,0.204,C11 H3 O6      ,11,3,0,6,0,
-1000.00,3139063,230.996830,230.996883,0.053,0.227,C8 H7 O6 S     ,8,7,0,6,1,
30.43,11027473,231.029914,231.029897,-0.017,-0.074,C12 H7 O5      ,12,7,0,5,0,
675.79,2083354,231.041115,231.041130,0.015,0.066,C11 H7 N2 O4   ,11,7,2,4,0,
25.37,47801380,231.051028,231.051026,-0.001,-0.006,C9 H11 O7      ,9,11,0,7,0,
555.38,5397551,231.066274,231.066282,0.008,0.036,C13 H11 O4     ,13,11,0,4,0,
7.15,21451840,231.087413,231.087412,-0.001,-0.004,C10 H15 O6     ,10,15,0,6,0,
521.72,3761225,231.098643,231.098645,0.003,0.011,C9 H15 N2 O5   ,9,15,2,5,0,
-1000.00,2338892,231.102723,231.102668,-0.055,-0.239,C14 H15 O3     ,14,15,0,3,0,
-1000.00,13751389,231.123803,231.123797,-0.006,-0.025,C11 H19 O5     ,11,19,0,5,0,
-1000.00,3794022,231.135029,231.135031,0.002,0.009,C10 H19 N2 O4  ,10,19,2,4,0,
-1000.00,2077306,231.160174,231.160183,0.009,0.038,C12 H23 O4     ,12,23,0,4,0,
-1000.00,10544946,232.025142,232.025146,0.004,0.018,C11 H6 N O5    ,11,6,1,5,0,
574.28,2599247,232.061606,232.061531,-0.074,-0.321,C12 H10 N O4   ,12,10,1,4,0,
503.38,4694880,232.082643,232.082661,0.018,0.076,C9 H14 N O6    ,9,14,1,6,0,
