mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
-1000.00,2939283,189.019321,189.019332,0.011,0.058,C10 H5 O4      ,10,5,0,4,0,
-1000.00,3473827,189.040447,189.040462,0.014,0.076,C7 H9 O6       ,7,9,0,6,0,
-1000.00,3456942,189.055702,189.055718,0.016,0.085,C11 H9 O3      ,11,9,0,3,0,
123.74,10865598,189.076850,189.076847,-0.003,-0.014,C8 H13 O5      ,8,13,0,5,0,
432.50,2468194,190.998611,190.998597,-0.014,-0.073,C9 H3 O5       ,9,3,0,5,0,
-1000.00,9261437,191.034990,191.034982,-0.008,-0.040,C10 H7 O4      ,10,7,0,4,0,
-1000.00,2831257,191.071342,191.071368,0.025,0.133,C11 H11 O3     ,11,11,0,3,0,
-1000.00,2425268,191.107734,191.107753,0.019,0.100,C12 H15 O2     ,12,15,0,2,0,
-1000.00,2034248,191.976067,191.976088,0.021,0.110,C8 H2 N O3 S   ,8,2,1,3,1,
412.72,2385522,192.030218,192.030231,0.014,0.071,C9 H6 N O4     ,9,6,1,4,0,
-1000.00,10456931,193.014246,193.014247,0.001,0.006,C9 H5 O5       ,9,5,0,5,0,
130.36,10717055,193.050629,193.050632,0.003,0.016,C10 H9 O4      ,10,9,0,4,0,
616.50,2565256,193.061881,193.061866,-0.015,-0.079,C9 H9 N2 O3    ,9,9,2,3,0,
-1000.00,4733851,193.087019,193.087018,-0.002,-0.008,C11 H13 O3     ,11,13,0,3,0,
-1000.00,2114231,193.123369,193.123403,0.034,0.179,C12 H17 O2     ,12,17,0,2,0,
43.00,11119231,194.045877,194.045881,0.004,0.020,C9 H8 N O4     ,9,8,1,4,0,
8.81,36459900,195.029896,195.029897,0.001,0.006,C9 H7 O5       ,9,7,0,5,0,
653.28,2158979,195.041148,195.041130,-0.017,-0.088,C8 H7 N2 O4    ,8,7,2,4,0,
435.89,2212239,195.056328,195.056386,0.058,0.299,C12 H7 N2 O    ,12,7,2,1,0,
-1000.00,9268631,195.066282,195.066282,-0.000,-0.000,C10 H11 O4     ,10,11,0,4,0,
-1000.00,4152755,195.102660,195.102668,0.008,0.040,C11 H15 O3     ,11,15,0,3,0,
-1000.00,6281680,195.139062,195.139053,-0.009,-0.044,C12 H19 O2     ,12,19,0,2,0,
-1000.00,10666116,196.025145,196.025146,0.001,0.005,C8 H6 N O5     ,8,6,1,5,0,
-1000.00,2331297,196.061550,196.061531,-0.019,-0.097,C9 H10 N O4    ,9,10,1,4,0,
-1000.00,12974985,197.009158,197.009161,0.003,0.015,C8 H5 O6       ,8,5,0,6,0,
46.31,14031782,197.045543,197.045547,0.004,0.019,C9 H9 O5       ,9,9,0,5,0,
671.08,2031535,197.056756,197.056780,0.025,0.125,C8 H9 N2 O4    ,8,9,2,4,0,
52.35,11645891,197.081937,197.081932,-0.005,-0.025,C10 H13 O4     ,10,13,0,4,0,
-1000.00,3040736,197.118346,197.118318,-0.028,-0.141,C11 H17 O3     ,11,17,0,3,0,
262.33,3701756,197.154690,197.154703,0.014,0.071,C12 H21 O2     ,12,21,0,2,0,
-1000.00,2057852,197.964055,197.964002,-0.053,-0.265,C N3 O9        ,1,0,3,9,0,
-1000.00,2139775,197.968171,197.968025,-0.146,-0.738,C6 N O7        ,6,0,1,7,0,
-1000.00,6006428,198.004424,198.004410,-0.014,-0.068,C7 H4 N O6     ,7,4,1,6,0,
552.61,2871481,198.040806,198.040796,-0.010,-0.050,C8 H8 N O5     ,8,8,1,5,0,
-1000.00,9726378,198.988411,198.988426,0.015,0.074,C7 H3 O7       ,7,3,0,7,0,
-1000.00,5729735,199.024791,199.024812,0.020,0.102,C8 H7 O6       ,8,7,0,6,0,
504.97,2338518,199.043610,199.043439,-0.171,-0.858,C9 H11 O3 S    ,9,11,0,3,1,
19.10,18702820,199.061190,199.061197,0.007,0.035,C9 H11 O5      ,9,11,0,5,0,
658.65,3260397,199.072473,199.072430,-0.043,-0.215,C8 H11 N2 O4   ,8,11,2,4,0,
-1000.00,9523713,199.097573,199.097583,0.009,0.046,C10 H15 O4     ,10,15,0,4,0,
-1000.00,5492254,199.133945,199.133968,0.023,0.115,C11 H19 O3     ,11,19,0,3,0,
-1000.00,3330815,200.056455,200.056446,-0.009,-0.044,C8 H10 N O5    ,8,10,1,5,0,
-1000.00,5768476,200.092821,200.092832,0.010,0.052,C9 H14 N O4    ,9,14,1,4,0,
407.25,2180585,200.986342,200.986318,-0.024,-0.117,C7 H5 O5 S     ,7,5,0,5,1,
-1000.00,8712213,201.040460,201.040462,0.001,0.007,C8 H9 O6       ,8,9,0,6,0,
27.05,23734322,201.076843,201.076847,0.004,0.021,C9 H13 O5      ,9,13,0,5,0,
67.17,18061392,201.113235,201.113233,-0.002,-0.011,C10 H17 O4     ,10,17,0,4,0,
361.95,5953625,201.124477,201.124466,-0.011,-0.053,C9 H17 N2 O3   ,9,17,2,3,0,
-1000.00,10096749,201.149616,201.149618,0.002,0.012,C11 H21 O3     ,11,21,0,3,0,
-1000.00,2381038,201.945223,201.945181,-0.041,-0.204,C5 N O6 S      ,5,0,1,6,1,
-1000.00,3244855,202.035693,202.035711,0.018,0.089,C7 H8 N O6     ,7,8,1,6,0,
82.33,16268117,202.072091,202.072096,0.005,0.023,C8 H12 N O5    ,8,12,1,5,0,
-1000.00,4808288,203.034966,203.034982,0.016,0.078,C11 H7 O4      ,11,7,0,4,0,
-1000.00,19807858,203.056114,203.056112,-0.003,-0.014,C8 H11 O6      ,8,11,0,6,0,
777.99,2332283,203.067358,203.067345,-0.013,-0.066,C7 H11 N2 O5   ,7,11,2,5,0,
363.19,4207230,203.071359,203.071368,0.009,0.042,C12 H11 O3     ,12,11,0,3,0,
500.21,2286410,203.085827,203.085972,0.146,0.717,C8 H15 N2 O2 S ,8,15,2,2,1,
58.70,12793487,203.092484,203.092497,0.013,0.066,C9 H15 O5      ,9,15,0,5,0,
-1000.00,2132132,203.118867,203.118987,0.120,0.589,C12 H15 N2 O   ,12,15,2,1,0,
-1000.00,4307117,203.128872,203.128883,0.010,0.050,C10 H19 O4     ,10,19,0,4,0,
-1000.00,5271945,204.030226,204.030231,0.005,0.025,C10 H6 N O4    ,10,6,1,4,0,
-1000.00,2066343,204.066549,204.066617,0.068,0.333,C11 H10 N O3   ,11,10,1,3,0,
115.54,12510380,205.014234,205.014247,0.013,0.064,C10 H5 O5      ,10,5,0,5,0,
676.82,2233781,205.025524,205.025480,-0.044,-0.213,C9 H5 N2 O4    ,9,5,2,4,0,
-1000.00,12571850,205.050623,205.050632,0.009,0.044,C11 H9 O4      ,11,9,0,4,0,
-1000.00,4447463,205.086991,205.087018,0.027,0.130,C12 H13 O3     ,12,13,0,3,0,
-1000.00,2112218,206.009298,206.009496,0.198,0.959,C9 H4 N O5     ,9,4,1,5,0,
297.59,3608568,206.045911,206.045881,-0.030,-0.146,C10 H8 N O4    ,10,8,1,4,0,
-1000.00,2098966,206.082273,206.082267,-0.006,-0.029,C11 H12 N O3   ,11,12,1,3,0,
-1000.00,5407490,206.993515,206.993511,-0.003,-0.015,C9 H3 O6       ,9,3,0,6,0,
14.47,26610464,207.029893,207.029897,0.004,0.018,C10 H7 O5      ,10,7,0,5,0,
74.78,8348478,207.066272,207.066282,0.011,0.052,C11 H11 O4     ,11,11,0,4,0,
76.76,12301121,207.069654,207.069654,-0.001,-0.003,C8 H15 O4 S    ,8,15,0,4,1,
-1000.00,4900700,207.102656,207.102668,0.012,0.056,C12 H15 O3     ,12,15,0,3,0,
561.01,2198650,207.139001,207.139053,0.053,0.254,C13 H19 O2     ,13,19,0,2,0,
-1000.00,3351635,208.025149,208.025146,-0.003,-0.014,C9 H6 N O5     ,9,6,1,5,0,
-1000.00,5026418,208.061505,208.061531,0.026,0.126,C10 H10 N O4   ,10,10,1,4,0,
23.58,29450624,209.009166,209.009161,-0.005,-0.023,C9 H5 O6       ,9,5,0,6,0,
6.87,28946846,209.045540,209.045547,0.007,0.034,C10 H9 O5      ,10,9,0,5,0,
661.24,3301287,209.056760,209.056780,0.020,0.097,C9 H9 N2 O4    ,9,9,2,4,0,
-1000.00,11440572,209.081935,209.081932,-0.003,-0.014,C11 H13 O4     ,11,13,0,4,0,
-1000.00,4303834,209.118336,209.118318,-0.018,-0.088,C12 H17 O3     ,12,17,0,3,0,
-1000.00,12581368,209.154693,209.154703,0.010,0.048,C13 H21 O2     ,13,21,0,2,0,
-1000.00,11605205,210.040798,210.040796,-0.002,-0.010,C9 H8 N O5     ,9,8,1,5,0,
-1000.00,4457715,210.077175,210.077181,0.006,0.028,C10 H12 N O4   ,10,12,1,4,0,
-1000.00,31655940,211.024821,211.024812,-0.010,-0.046,C9 H7 O6       ,9,7,0,6,0,
-1000.00,2094855,211.028169,211.028183,0.014,0.064,C6 H11 O6 S    ,6,11,0,6,1,
661.20,2117646,211.035972,211.036045,0.073,0.344,C8 H7 N2 O5    ,8,7,2,5,0,
6.20,25270306,211.061201,211.061197,-0.004,-0.018,C10 H11 O5     ,10,11,0,5,0,
-1000.00,12064833,211.097566,211.097583,0.017,0.081,C11 H15 O4     ,11,15,0,4,0,
552.10,4522058,211.108794,211.108816,0.022,0.106,C10 H15 N2 O3  ,10,15,2,3,0,
37.19,11550815,211.133978,211.133968,-0.010,-0.049,C12 H19 O3     ,12,19,0,3,0,
192.72,6553725,211.170374,211.170354,-0.020,-0.097,C13 H23 O2     ,13,23,0,2,0,
-1000.00,11889470,212.020063,212.020060,-0.002,-0.010,C8 H6 N O6     ,8,6,1,6,0,
201.89,4182365,212.056396,212.056446,0.050,0.235,C9 H10 N O5    ,9,10,1,5,0,
517.50,2450534,212.067788,212.067679,-0.108,-0.511,C8 H10 N3 O4   ,8,10,3,4,0,
301.27,2857570,212.986316,212.986318,0.002,0.010,C8 H5 O5 S     ,8,5,0,5,1,
-1000.00,6536817,213.004091,213.004076,-0.015,-0.070,C8 H5 O7       ,8,5,0,7,0,
-1000.00,16637583,213.040468,213.040462,-0.006,-0.030,C9 H9 O6       ,9,9,0,6,0,
5.95,28339886,213.076851,213.076847,-0.004,-0.020,C10 H13 O5     ,10,13,0,5,0,
531.02,12951222,213.088084,213.088080,-0.003,-0.016,C9 H13 N2 O4   ,9,13,2,4,0,
145.77,8513227,213.113252,213.113233,-0.020,-0.092,C11 H17 O4     ,11,17,0,4,0,
635.11,4326101,213.124447,213.124466,0.019,0.090,C10 H17 N2 O3  ,10,17,2,3,0,
-1000.00,16174826,213.149626,213.149618,-0.008,-0.036,C12 H21 O3     ,12,21,0,3,0,
-1000.00,3417066,214.072101,214.072096,-0.005,-0.022,C9 H12 N O5    ,9,12,1,5,0,
-1000.00,2420744,214.108531,214.108482,-0.050,-0.232,C10 H16 N O4   ,10,16,1,4,0,
268.57,4032210,214.965550,214.965583,0.033,0.152,C7 H3 O6 S     ,7,3,0,6,1,
338.39,2655984,215.001935,215.001968,0.033,0.155,C8 H7 O5 S     ,8,7,0,5,1,
515.41,2136332,215.034952,215.034982,0.030,0.141,C12 H7 O4      ,12,7,0,4,0,
44.56,26555678,215.056117,215.056112,-0.006,-0.027,C9 H11 O6      ,9,11,0,6,0,
658.50,3189031,215.067277,215.067345,0.068,0.318,C8 H11 N2 O5   ,8,11,2,5,0,
37.65,20878652,215.092504,215.092497,-0.007,-0.032,C10 H15 O5     ,10,15,0,5,0,
659.63,2853189,215.103725,215.103731,0.006,0.028,C9 H15 N2 O4   ,9,15,2,4,0,
5.38,19989850,215.128886,215.128883,-0.004,-0.018,C11 H19 O4     ,11,19,0,4,0,
4.95,100357496,215.165275,215.165268,-0.007,-0.033,C12 H23 O3     ,12,23,0,3,0,
-1000.00,2207022,215.997353,215.997217,-0.136,-0.631,C7 H6 N O5 S   ,7,6,1,5,1,
457.39,2145353,216.030126,216.030231,0.105,0.488,C11 H6 N O4    ,11,6,1,4,0,
197.39,7837787,216.051372,216.051361,-0.011,-0.052,C8 H10 N O6    ,8,10,1,6,0,
452.22,3051129,216.087755,216.087746,-0.009,-0.041,C9 H14 N O5    ,9,14,1,5,0,
422.36,2361726,217.013823,217.013595,-0.227,-1.047,C3 H9 N2 O7 S  ,3,9,2,7,1,
-1000.00,3890046,217.014261,217.014247,-0.014,-0.063,C11 H5 O5      ,11,5,0,5,0,
418.35,2845072,217.035371,217.035376,0.005,0.022,C8 H9 O7       ,8,9,0,7,0,
402.67,3779484,217.050651,217.050632,-0.018,-0.085,C12 H9 O4      ,12,9,0,4,0,
48.43,23538606,217.071772,217.071762,-0.010,-0.046,C9 H13 O6      ,9,13,0,6,0,
430.05,5695415,217.083020,217.082995,-0.025,-0.114,C8 H13 N2 O5   ,8,13,2,5,0,
-1000.00,3231163,217.087035,217.087018,-0.017,-0.077,C13 H13 O3     ,13,13,0,3,0,
17.87,21052364,217.108156,217.108147,-0.009,-0.041,C10 H17 O5     ,10,17,0,5,0,
141.41,11144149,217.119399,217.119381,-0.018,-0.085,C9 H17 N2 O4   ,9,17,2,4,0,
-1000.00,2975193,217.123395,217.123403,0.008,0.038,C14 H17 O2     ,14,17,0,2,0,
440.61,2106347,217.144583,217.144533,-0.051,-0.234,C11 H21 O4     ,11,21,0,4,0,
440.55,2197722,218.045918,218.045881,-0.037,-0.169,C11 H8 N O4    ,11,8,1,4,0,
-1000.00,2102259,218.996958,218.996883,-0.076,-0.346,C7 H7 O6 S     ,7,7,0,6,1,
11.46,15364623,219.029922,219.029897,-0.025,-0.115,C11 H7 O5      ,11,7,0,5,0,
-1000.00,2205216,219.051111,219.051026,-0.085,-0.388,C8 H11 O7      ,8,11,0,7,0,
-1000.00,10805805,219.066296,219.066282,-0.013,-0.060,C12 H11 O4     ,12,11,0,4,0,
720.74,4932159,219.087413,219.087412,-0.001,-0.006,C9 H15 O6      ,9,15,0,6,0,
-1000.00,4354636,219.102688,219.102668,-0.020,-0.091,C13 H15 O3     ,13,15,0,3,0,
-1000.00,4604236,220.025148,220.025146,-0.003,-0.012,C10 H6 N O5    ,10,6,1,5,0,
283.70,3668331,220.061582,220.061531,-0.051,-0.230,C11 H10 N O4   ,11,10,1,4,0,
7.39,18962560,221.009183,221.009161,-0.022,-0.099,C10 H5 O6      ,10,5,0,6,0,
692.52,2445449,221.020422,221.020395,-0.027,-0.123,C9 H5 N2 O5    ,9,5,2,5,0,
6.52,26388638,221.045558,221.045547,-0.011,-0.049,C11 H9 O5      ,11,9,0,5,0,
18.24,14215356,221.081952,221.081932,-0.020,-0.089,C12 H13 O4     ,12,13,0,4,0,
247.01,20318406,221.093174,221.093166,-0.009,-0.039,C11 H13 N2 O3  ,11,13,2,3,0,
-1000.00,4724955,221.118323,221.118318,-0.005,-0.024,C13 H17 O3     ,13,17,0,3,0,
-1000.00,10213625,221.154715,221.154703,-0.012,-0.052,C14 H21 O2     ,14,21,0,2,0,
-1000.00,2233261,221.986611,221.986652,0.042,0.187,C9 H4 N O4 S   ,9,4,1,4,1,
-1000.00,2565052,222.004467,222.004410,-0.056,-0.253,C9 H4 N O6     ,9,4,1,6,0,
-1000.00,7494618,222.040816,222.040796,-0.020,-0.092,C10 H8 N O5    ,10,8,1,5,0,
466.04,2437621,222.073337,222.073159,-0.178,-0.803,C6 H12 N3 O6   ,6,12,3,6,0,
-1000.00,4623352,222.077209,222.077181,-0.027,-0.122,C11 H12 N O4   ,11,12,1,4,0,
10.95,67907336,223.024825,223.024812,-0.013,-0.060,C10 H7 O6      ,10,7,0,6,0,
11.18,21733162,223.061217,223.061197,-0.020,-0.090,C11 H11 O5     ,11,11,0,5,0,
675.24,2293043,223.072438,223.072430,-0.007,-0.034,C10 H11 N2 O4  ,10,11,2,4,0,
-1000.00,10151752,223.097609,223.097583,-0.027,-0.119,C12 H15 O4     ,12,15,0,4,0,
649.94,2154834,223.108851,223.108816,-0.035,-0.156,C11 H15 N2 O3  ,11,15,2,3,0,
-1000.00,3030886,223.133946,223.133968,0.022,0.097,C13 H19 O3     ,13,19,0,3,0,
-1000.00,2315653,223.170279,223.170354,0.075,0.335,C14 H23 O2     ,14,23,0,2,0,
201.16,5156422,224.020074,224.020060,-0.013,-0.058,C9 H6 N O6     ,9,6,1,6,0,
-1000.00,9892452,224.056462,224.056446,-0.016,-0.074,C10 H10 N O5   ,10,10,1,5,0,
9.07,31700340,225.004099,225.004076,-0.023,-0.100,C9 H5 O7       ,9,5,0,7,0,
25.59,21595538,225.040483,225.040462,-0.022,-0.096,C10 H9 O6      ,10,9,0,6,0,
672.79,2845084,225.051714,225.051695,-0.019,-0.083,C9 H9 N2 O5    ,9,9,2,5,0,
11.46,25531824,225.076860,225.076847,-0.012,-0.056,C11 H13 O5     ,11,13,0,5,0,
674.79,2597306,225.088141,225.088080,-0.061,-0.269,C10 H13 N2 O4  ,10,13,2,4,0,
-1000.00,12649935,225.113251,225.113233,-0.018,-0.080,C12 H17 O4     ,12,17,0,4,0,
-1000.00,10604013,225.149641,225.149618,-0.023,-0.102,C13 H21 O3     ,13,21,0,3,0,
-1000.00,8795659,225.186012,225.186004,-0.008,-0.035,C14 H25 O2     ,14,25,0,2,0,
-1000.00,2901163,225.999382,225.999325,-0.057,-0.251,C8 H4 N O7     ,8,4,1,7,0,
242.05,4995274,226.035725,226.035711,-0.014,-0.063,C9 H8 N O6     ,9,8,1,6,0,
-1000.00,5301480,226.072110,226.072096,-0.014,-0.060,C10 H12 N O5   ,10,12,1,5,0,
334.27,3278065,226.083320,226.083329,0.010,0.044,C9 H12 N3 O4   ,9,12,3,4,0,
-1000.00,6792181,227.019743,227.019726,-0.017,-0.074,C9 H7 O7       ,9,7,0,7,0,
645.37,2903553,227.034975,227.034982,0.007,0.031,C13 H7 O4      ,13,7,0,4,0,
10.16,30383122,227.056127,227.056112,-0.015,-0.067,C10 H11 O6     ,10,11,0,6,0,
664.64,5011484,227.067404,227.067345,-0.059,-0.261,C9 H11 N2 O5   ,9,11,2,5,0,
7.88,26303536,227.092510,227.092497,-0.013,-0.056,C11 H15 O5     ,11,15,0,5,0,
595.77,8879162,227.103756,227.103731,-0.026,-0.114,C10 H15 N2 O4  ,10,15,2,4,0,
81.98,7205967,227.128877,227.128883,0.005,0.023,C12 H19 O4     ,12,19,0,4,0,
494.22,8569944,227.140159,227.140116,-0.043,-0.189,C11 H19 N2 O3  ,11,19,2,3,0,
-1000.00,6702189,227.165285,227.165268,-0.017,-0.074,C13 H23 O3     ,13,23,0,3,0,
339.80,3607691,227.201662,227.201654,-0.008,-0.035,C14 H27 O2     ,14,27,0,2,0,
414.07,3042117,228.051364,228.051361,-0.003,-0.014,C9 H10 N O6    ,9,10,1,6,0,
582.26,2074191,228.062740,228.062594,-0.146,-0.639,C8 H10 N3 O5   ,8,10,3,5,0,
-1000.00,2194787,228.087731,228.087746,0.015,0.066,C10 H14 N O5   ,10,14,1,5,0,
245.17,6006637,228.099005,228.098980,-0.025,-0.110,C9 H14 N3 O4   ,9,14,3,4,0,
76.34,15606380,229.035395,229.035376,-0.019,-0.083,C9 H9 O7       ,9,9,0,7,0,
458.16,2815097,229.050636,229.050632,-0.003,-0.014,C13 H9 O4      ,13,9,0,4,0,
8.10,42123916,229.071781,229.071762,-0.019,-0.084,C10 H13 O6     ,10,13,0,6,0,
647.91,3712660,229.083058,229.082995,-0.063,-0.276,C9 H13 N2 O5   ,9,13,2,5,0,
25.71,21877416,229.108163,229.108147,-0.016,-0.069,C11 H17 O5     ,11,17,0,5,0,
-1000.00,16118470,229.144549,229.144533,-0.016,-0.072,C12 H21 O4     ,12,21,0,4,0,
484.63,3717839,229.155779,229.155766,-0.013,-0.058,C11 H21 N2 O3  ,11,21,2,3,0,
5.89,18551524,229.180926,229.180918,-0.008,-0.034,C13 H25 O3     ,13,25,0,3,0,
454.00,5283256,230.067019,230.067011,-0.008,-0.036,C9 H12 N O6    ,9,12,1,6,0,
448.11,2935254,230.103478,230.103396,-0.081,-0.354,C10 H16 N O5   ,10,16,1,5,0,
127.56,9541832,231.029926,231.029897,-0.029,-0.126,C12 H7 O5      ,12,7,0,5,0,
666.43,2197713,231.041021,231.041130,0.110,0.474,C11 H7 N2 O4   ,11,7,2,4,0,
