mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
-1000.00,3082225,173.045570,173.045547,-0.023,-0.133,C7 H9 O5       ,7,9,0,5,0,
-1000.00,13434374,173.081943,173.081932,-0.011,-0.062,C8 H13 O4      ,8,13,0,4,0,
404.42,2706052,175.061206,175.061197,-0.009,-0.051,C7 H11 O5      ,7,11,0,5,0,
451.11,2265497,175.097646,175.097583,-0.064,-0.364,C8 H15 O4      ,8,15,0,4,0,
579.22,2012615,176.035378,176.035317,-0.061,-0.348,C9 H6 N O3     ,9,6,1,3,0,
-1000.00,3500847,177.055700,177.055718,0.018,0.099,C10 H9 O3      ,10,9,0,3,0,
-1000.00,2072284,178.994563,178.994574,0.011,0.059,C3 H3 N2 O7    ,3,3,2,7,0,
-1000.00,6413301,179.034995,179.034982,-0.012,-0.068,C9 H7 O4       ,9,7,0,4,0,
277.01,4384268,179.071373,179.071368,-0.005,-0.028,C10 H11 O3     ,10,11,0,3,0,
-1000.00,2573347,179.107744,179.107753,0.009,0.052,C11 H15 O2     ,11,15,0,2,0,
-1000.00,3675755,180.033626,180.033603,-0.024,-0.133,C5 H10 N O4 S  ,5,10,1,4,1,
-1000.00,2547584,180.066607,180.066617,0.010,0.056,C9 H10 N O3    ,9,10,1,3,0,
-1000.00,9750749,181.014253,181.014247,-0.006,-0.032,C8 H5 O5       ,8,5,0,5,0,
-1000.00,6521077,181.050643,181.050632,-0.010,-0.057,C9 H9 O4       ,9,9,0,4,0,
-1000.00,3205900,181.087026,181.087018,-0.008,-0.044,C10 H13 O3     ,10,13,0,3,0,
-1000.00,2471510,181.991764,181.991738,-0.026,-0.146,C7 H4 N O3 S   ,7,4,1,3,1,
345.44,3710451,183.012146,183.012139,-0.007,-0.038,C8 H7 O3 S     ,8,7,0,3,1,
-1000.00,3026431,183.029901,183.029897,-0.004,-0.020,C8 H7 O5       ,8,7,0,5,0,
-1000.00,7194135,183.066284,183.066282,-0.002,-0.011,C9 H11 O4      ,9,11,0,4,0,
303.22,3254319,183.102659,183.102668,0.009,0.047,C10 H15 O3     ,10,15,0,3,0,
511.59,2263211,184.061520,184.061531,0.011,0.062,C8 H10 N O4    ,8,10,1,4,0,
431.86,2314548,185.027796,185.027789,-0.007,-0.041,C8 H9 O3 S     ,8,9,0,3,1,
-1000.00,9608025,185.081934,185.081932,-0.001,-0.007,C9 H13 O4      ,9,13,0,4,0,
-1000.00,2976790,186.113494,186.113567,0.073,0.394,C9 H16 N O3    ,9,16,1,3,0,
519.95,2604680,187.024778,187.024812,0.034,0.181,C7 H7 O6       ,7,7,0,6,0,
-1000.00,2298003,187.040117,187.040068,-0.049,-0.264,C11 H7 O3      ,11,7,0,3,0,
-1000.00,12384417,187.061213,187.061197,-0.016,-0.083,C8 H11 O5      ,8,11,0,5,0,
-1000.00,2188972,187.076462,187.076453,-0.009,-0.048,C12 H11 O2     ,12,11,0,2,0,
21.34,50608316,187.097584,187.097583,-0.001,-0.008,C9 H15 O4      ,9,15,0,4,0,
-1000.00,3957972,187.133993,187.133968,-0.025,-0.132,C10 H19 O3     ,10,19,0,3,0,
-1000.00,2855750,188.035284,188.035317,0.032,0.172,C10 H6 N O3    ,10,6,1,3,0,
503.04,2004334,188.092826,188.092832,0.005,0.028,C8 H14 N O4    ,8,14,1,4,0,
-1000.00,2253304,189.019325,189.019332,0.007,0.037,C10 H5 O4      ,10,5,0,4,0,
540.36,2369536,189.030552,189.030566,0.013,0.070,C9 H5 N2 O3    ,9,5,2,3,0,
-1000.00,2394898,189.055707,189.055718,0.011,0.059,C11 H9 O3      ,11,9,0,3,0,
-1000.00,6842913,189.076839,189.076847,0.009,0.045,C8 H13 O5      ,8,13,0,5,0,
-1000.00,2250283,189.092143,189.092103,-0.040,-0.212,C12 H13 O2     ,12,13,0,2,0,
-1000.00,2493139,190.050952,190.050967,0.015,0.079,C10 H8 N O3    ,10,8,1,3,0,
339.01,4038035,191.034974,191.034982,0.009,0.046,C10 H7 O4      ,10,7,0,4,0,
302.26,3305901,191.071357,191.071368,0.010,0.055,C11 H11 O3     ,11,11,0,3,0,
-1000.00,3504583,191.107738,191.107753,0.016,0.082,C12 H15 O2     ,12,15,0,2,0,
346.89,2570363,192.066650,192.066617,-0.033,-0.173,C10 H10 N O3   ,10,10,1,3,0,
-1000.00,4956462,193.014248,193.014247,-0.001,-0.004,C9 H5 O5       ,9,5,0,5,0,
-1000.00,8125769,193.050628,193.050632,0.004,0.021,C10 H9 O4      ,10,9,0,4,0,
97.73,7055715,193.087012,193.087018,0.006,0.029,C11 H13 O3     ,11,13,0,3,0,
320.29,4386150,193.090413,193.090389,-0.024,-0.124,C8 H17 O3 S    ,8,17,0,3,1,
-1000.00,3423268,194.045847,194.045881,0.035,0.179,C9 H8 N O4     ,9,8,1,4,0,
320.50,4079167,194.082272,194.082267,-0.005,-0.024,C10 H12 N O3   ,10,12,1,3,0,
-1000.00,9586429,195.029904,195.029897,-0.007,-0.036,C9 H7 O5       ,9,7,0,5,0,
636.06,2156293,195.041131,195.041130,-0.001,-0.004,C8 H7 N2 O4    ,8,7,2,4,0,
-1000.00,10987288,195.066279,195.066282,0.003,0.017,C10 H11 O4     ,10,11,0,4,0,
583.31,2018342,195.084792,195.084910,0.118,0.603,C11 H15 O S    ,11,15,0,1,1,
168.97,4976435,195.102674,195.102668,-0.006,-0.032,C11 H15 O3     ,11,15,0,3,0,
692.60,2020577,196.021135,196.021123,-0.011,-0.058,C3 H6 N3 O7    ,3,6,3,7,0,
231.94,4769252,196.025147,196.025146,-0.001,-0.006,C8 H6 N O5     ,8,6,1,5,0,
-1000.00,2938880,196.061536,196.061531,-0.005,-0.026,C9 H10 N O4    ,9,10,1,4,0,
-1000.00,3324617,197.009126,197.009161,0.035,0.179,C8 H5 O6       ,8,5,0,6,0,
479.79,2328023,197.027831,197.027789,-0.042,-0.212,C9 H9 O3 S     ,9,9,0,3,1,
-1000.00,10362084,197.045534,197.045547,0.013,0.065,C9 H9 O5       ,9,9,0,5,0,
15.30,15944960,197.081928,197.081932,0.004,0.022,C10 H13 O4     ,10,13,0,4,0,
-1000.00,3110171,197.118306,197.118318,0.012,0.063,C11 H17 O3     ,11,17,0,3,0,
383.65,2743767,198.040802,198.040796,-0.006,-0.030,C8 H8 N O5     ,8,8,1,5,0,
-1000.00,4009971,198.077159,198.077181,0.023,0.114,C9 H12 N O4    ,9,12,1,4,0,
-1000.00,11078329,199.007052,199.007053,0.002,0.008,C8 H7 O4 S     ,8,7,0,4,1,
-1000.00,5065415,199.024814,199.024812,-0.003,-0.015,C8 H7 O6       ,8,7,0,6,0,
7.02,19864290,199.061195,199.061197,0.002,0.008,C9 H11 O5      ,9,11,0,5,0,
90.31,13069055,199.097578,199.097583,0.004,0.023,C10 H15 O4     ,10,15,0,4,0,
-1000.00,3140891,199.133973,199.133968,-0.005,-0.026,C11 H19 O3     ,11,19,0,3,0,
322.37,4845025,200.056448,200.056446,-0.002,-0.009,C8 H10 N O5    ,8,10,1,5,0,
-1000.00,2198041,200.129193,200.129217,0.024,0.122,C10 H18 N O3   ,10,18,1,3,0,
-1000.00,7279793,200.986326,200.986318,-0.008,-0.041,C7 H5 O5 S     ,7,5,0,5,1,
189.33,7835867,201.040455,201.040462,0.007,0.034,C8 H9 O6       ,8,9,0,6,0,
426.78,2371302,201.055708,201.055718,0.009,0.046,C12 H9 O3      ,12,9,0,3,0,
16.45,20009206,201.076846,201.076847,0.001,0.006,C9 H13 O5      ,9,13,0,5,0,
-1000.00,2287363,201.092025,201.092103,0.078,0.390,C13 H13 O2     ,13,13,0,2,0,
5.57,22565138,201.113235,201.113233,-0.003,-0.013,C10 H17 O4     ,10,17,0,4,0,
335.16,4793343,202.072084,202.072096,0.012,0.062,C8 H12 N O5    ,8,12,1,5,0,
-1000.00,2158619,202.108482,202.108482,-0.000,-0.001,C9 H16 N O4    ,9,16,1,4,0,
-1000.00,2049066,202.127319,202.127109,-0.210,-1.040,C10 H20 N O S  ,10,20,1,1,1,
492.14,3112178,203.034951,203.034982,0.032,0.156,C11 H7 O4      ,11,7,0,4,0,
582.03,2575099,203.046217,203.046216,-0.001,-0.007,C10 H7 N2 O3   ,10,7,2,3,0,
142.19,8324866,203.056101,203.056112,0.011,0.054,C8 H11 O6      ,8,11,0,6,0,
-1000.00,3203342,203.071356,203.071368,0.012,0.057,C12 H11 O3     ,12,11,0,3,0,
-1000.00,11202335,203.092484,203.092497,0.013,0.062,C9 H15 O5      ,9,15,0,5,0,
-1000.00,2666027,203.107755,203.107753,-0.001,-0.007,C13 H15 O2     ,13,15,0,2,0,
-1000.00,3649027,204.030208,204.030231,0.023,0.114,C10 H6 N O4    ,10,6,1,4,0,
-1000.00,3983119,205.014220,205.014247,0.027,0.131,C10 H5 O5      ,10,5,0,5,0,
581.92,2568466,205.017600,205.017618,0.018,0.087,C7 H9 O5 S     ,7,9,0,5,1,
234.02,6378796,205.050639,205.050632,-0.007,-0.034,C11 H9 O4      ,11,9,0,4,0,
500.74,2052917,205.061797,205.061866,0.069,0.334,C10 H9 N2 O3   ,10,9,2,3,0,
-1000.00,4570441,205.087036,205.087018,-0.018,-0.089,C12 H13 O3     ,12,13,0,3,0,
-1000.00,2035569,205.137797,205.138008,0.211,1.029,C9 H21 N2 O S  ,9,21,2,1,1,
-1000.00,3232131,205.159776,205.159789,0.013,0.065,C14 H21 O      ,14,21,0,1,0,
240.34,3696710,206.045886,206.045881,-0.005,-0.022,C10 H8 N O4    ,10,8,1,4,0,
466.81,3385664,206.996845,206.996883,0.038,0.184,C6 H7 O6 S     ,6,7,0,6,1,
138.69,21435212,207.012140,207.012139,-0.001,-0.007,C10 H7 O3 S    ,10,7,0,3,1,
132.66,9618267,207.029872,207.029897,0.025,0.123,C10 H7 O5      ,10,7,0,5,0,
-1000.00,10101624,207.066276,207.066282,0.007,0.033,C11 H11 O4     ,11,11,0,4,0,
-1000.00,4478357,207.102679,207.102668,-0.011,-0.055,C12 H15 O3     ,12,15,0,3,0,
-1000.00,2113970,207.139012,207.139053,0.042,0.202,C13 H19 O2     ,13,19,0,2,0,
-1000.00,2596476,208.025171,208.025146,-0.025,-0.119,C9 H6 N O5     ,9,6,1,5,0,
-1000.00,4167322,208.061506,208.061531,0.025,0.122,C10 H10 N O4   ,10,10,1,4,0,
-1000.00,2415500,208.993719,208.993905,0.187,0.894,C5 H5 O9       ,5,5,0,9,0,
159.15,8231321,209.009185,209.009161,-0.023,-0.112,C9 H5 O6       ,9,5,0,6,0,
34.37,12994998,209.045539,209.045547,0.008,0.040,C10 H9 O5      ,10,9,0,5,0,
325.75,3641785,209.048943,209.048918,-0.025,-0.119,C7 H13 O5 S    ,7,13,0,5,1,
666.78,2558911,209.056799,209.056780,-0.019,-0.090,C9 H9 N2 O4    ,9,9,2,4,0,
28.33,14772692,209.081940,209.081932,-0.008,-0.037,C11 H13 O4     ,11,13,0,4,0,
407.01,2444759,209.085326,209.085304,-0.023,-0.108,C8 H17 O4 S    ,8,17,0,4,1,
-1000.00,3467761,209.118295,209.118318,0.023,0.109,C12 H17 O3     ,12,17,0,3,0,
-1000.00,3883023,209.154707,209.154703,-0.004,-0.018,C13 H21 O2     ,13,21,0,2,0,
-1000.00,2575554,210.004416,210.004410,-0.006,-0.027,C8 H4 N O6     ,8,4,1,6,0,
111.86,6578399,210.040812,210.040796,-0.016,-0.075,C9 H8 N O5     ,9,8,1,5,0,
-1000.00,3105021,210.077209,210.077181,-0.028,-0.131,C10 H12 N O4   ,10,12,1,4,0,
428.51,2092008,210.991887,210.991797,-0.089,-0.423,C5 H7 O7 S     ,5,7,0,7,1,
-1000.00,10504195,211.024818,211.024812,-0.006,-0.031,C9 H7 O6       ,9,7,0,6,0,
640.04,2978316,211.036059,211.036045,-0.014,-0.066,C8 H7 N2 O5    ,8,7,2,5,0,
530.46,2110226,211.043610,211.043439,-0.171,-0.812,C10 H11 O3 S   ,10,11,0,3,1,
13.89,22474784,211.061192,211.061197,0.005,0.024,C10 H11 O5     ,10,11,0,5,0,
-1000.00,14528574,211.097588,211.097583,-0.005,-0.025,C11 H15 O4     ,11,15,0,4,0,
-1000.00,3290204,211.133939,211.133968,0.029,0.138,C12 H19 O3     ,12,19,0,3,0,
382.59,2521849,211.950471,211.950661,0.189,0.894,C3 H2 N O8 S   ,3,2,1,8,1,
537.41,3110706,212.020058,212.020060,0.002,0.010,C8 H6 N O6     ,8,6,1,6,0,
126.07,6719312,212.056451,212.056446,-0.005,-0.023,C9 H10 N O5    ,9,10,1,5,0,
-1000.00,2199117,212.986418,212.986318,-0.100,-0.470,C8 H5 O5 S     ,8,5,0,5,1,
293.81,4550251,213.022710,213.022704,-0.007,-0.033,C9 H9 O4 S     ,9,9,0,4,1,
-1000.00,15443578,213.040463,213.040462,-0.002,-0.009,C9 H9 O6       ,9,9,0,6,0,
-1000.00,10018438,213.055719,213.055718,-0.001,-0.007,C13 H9 O3      ,13,9,0,3,0,
11.16,34580120,213.076855,213.076847,-0.008,-0.038,C10 H13 O5     ,10,13,0,5,0,
-1000.00,2055857,213.106834,213.106708,-0.126,-0.589,C10 H17 N2 O S ,10,17,2,1,1,
-1000.00,10452662,213.113224,213.113233,0.009,0.041,C11 H17 O4     ,11,17,0,4,0,
346.90,3558100,213.149626,213.149618,-0.008,-0.039,C12 H21 O3     ,12,21,0,3,0,
524.04,2061729,214.017939,214.017952,0.014,0.065,C8 H8 N O4 S   ,8,8,1,4,1,
515.92,2193831,214.025762,214.025815,0.053,0.245,C10 H4 N3 O3   ,10,4,3,3,0,
163.76,4993486,214.072102,214.072096,-0.006,-0.029,C9 H12 N O5    ,9,12,1,5,0,
-1000.00,4146384,215.001996,215.001968,-0.028,-0.131,C8 H7 O5 S     ,8,7,0,5,1,
-1000.00,3019487,215.019732,215.019726,-0.006,-0.027,C8 H7 O7       ,8,7,0,7,0,
369.73,2871531,215.034920,215.034982,0.062,0.288,C12 H7 O4      ,12,7,0,4,0,
-1000.00,21769468,215.056112,215.056112,-0.000,-0.002,C9 H11 O6      ,9,11,0,6,0,
-1000.00,2120586,215.071324,215.071368,0.044,0.206,C13 H11 O3     ,13,11,0,3,0,
10.64,23317788,215.092500,215.092497,-0.003,-0.014,C10 H15 O5     ,10,15,0,5,0,
16.82,25357626,215.128893,215.128883,-0.011,-0.050,C11 H19 O4     ,11,19,0,4,0,
-1000.00,3052376,215.165298,215.165268,-0.029,-0.136,C12 H23 O3     ,12,23,0,3,0,
577.39,2641976,216.051372,216.051361,-0.011,-0.053,C8 H10 N O6    ,8,10,1,6,0,
459.83,2276950,216.087743,216.087746,0.003,0.013,C9 H14 N O5    ,9,14,1,5,0,
-1000.00,2632821,216.124144,216.124132,-0.012,-0.057,C10 H18 N O4   ,10,18,1,4,0,
388.83,3600191,216.981221,216.981233,0.011,0.053,C7 H5 O6 S     ,7,5,0,6,1,
397.97,2705243,217.014255,217.014247,-0.008,-0.036,C11 H5 O5      ,11,5,0,5,0,
426.99,3082092,217.035335,217.035376,0.041,0.188,C8 H9 O7       ,8,9,0,7,0,
349.42,4992889,217.050649,217.050632,-0.016,-0.075,C12 H9 O4      ,12,9,0,4,0,
-1000.00,13761418,217.071773,217.071762,-0.011,-0.050,C9 H13 O6      ,9,13,0,6,0,
-1000.00,2762135,217.086981,217.087018,0.036,0.168,C13 H13 O3     ,13,13,0,3,0,
-1000.00,19559336,217.108152,217.108147,-0.004,-0.020,C10 H17 O5     ,10,17,0,5,0,
419.80,2522297,218.045956,218.045881,-0.074,-0.341,C11 H8 N O4    ,11,8,1,4,0,
303.43,4473577,218.103428,218.103396,-0.031,-0.144,C9 H16 N O5    ,9,16,1,5,0,
-1000.00,2607595,219.023249,219.023372,0.123,0.562,C10 H7 N2 O2 S ,10,7,2,2,1,
-1000.00,7991793,219.029896,219.029897,0.001,0.003,C11 H7 O5      ,11,7,0,5,0,
-1000.00,2818548,219.033270,219.033268,-0.002,-0.009,C8 H11 O5 S    ,8,11,0,5,1,
580.56,2417667,219.051136,219.051026,-0.109,-0.500,C8 H11 O7      ,8,11,0,7,0,
-1000.00,7846415,219.066288,219.066282,-0.006,-0.025,C12 H11 O4     ,12,11,0,4,0,
-1000.00,3717665,219.087445,219.087412,-0.033,-0.150,C9 H15 O6      ,9,15,0,6,0,
-1000.00,3149870,219.102695,219.102668,-0.027,-0.125,C13 H15 O3     ,13,15,0,3,0,
-1000.00,3545427,220.061506,220.061531,0.025,0.114,C11 H10 N O4   ,11,10,1,4,0,
541.86,2227570,220.097950,220.097917,-0.033,-0.152,C12 H14 N O3   ,12,14,1,3,0,
-1000.00,5047408,221.009178,221.009161,-0.016,-0.074,C10 H5 O6      ,10,5,0,6,0,
-1000.00,15028367,221.045558,221.045547,-0.011,-0.050,C11 H9 O5      ,11,9,0,5,0,
275.57,3524754,221.048917,221.048918,0.001,0.006,C8 H13 O5 S    ,8,13,0,5,1,
651.59,2946712,221.056750,221.056780,0.030,0.138,C10 H9 N2 O4   ,10,9,2,4,0,
-1000.00,17170606,221.081942,221.081932,-0.009,-0.041,C12 H13 O4     ,12,13,0,4,0,
-1000.00,6289600,221.103055,221.103062,0.007,0.031,C9 H17 O6      ,9,17,0,6,0,
-1000.00,5883084,221.118349,221.118318,-0.031,-0.142,C13 H17 O3     ,13,17,0,3,0,
-1000.00,2214123,221.154758,221.154703,-0.055,-0.249,C14 H21 O2     ,14,21,0,2,0,
-1000.00,5306326,222.040834,222.040796,-0.038,-0.170,C10 H8 N O5    ,10,8,1,5,0,
-1000.00,3926005,222.077213,222.077181,-0.032,-0.142,C11 H12 N O4   ,11,12,1,4,0,
61.10,12289812,223.024817,223.024812,-0.006,-0.026,C10 H7 O6      ,10,7,0,6,0,
650.69,2656542,223.036031,223.036045,0.014,0.061,C9 H7 N2 O5    ,9,7,2,5,0,
13.13,18999092,223.061218,223.061197,-0.021,-0.094,C11 H11 O5     ,11,11,0,5,0,
189.23,5864246,223.064597,223.064568,-0.029,-0.130,C8 H15 O5 S    ,8,15,0,5,1,
665.97,3564349,223.072452,223.072430,-0.021,-0.096,C10 H11 N2 O4  ,10,11,2,4,0,
24.34,15009618,223.097601,223.097583,-0.018,-0.083,C12 H15 O4     ,12,15,0,4,0,
-1000.00,4241265,223.133997,223.133968,-0.029,-0.128,C13 H19 O3     ,13,19,0,3,0,
303.02,3584606,224.020069,224.020060,-0.008,-0.037,C9 H6 N O6     ,9,6,1,6,0,
-1000.00,7492221,224.056451,224.056446,-0.005,-0.021,C10 H10 N O5   ,10,10,1,5,0,
-1000.00,4044444,224.092846,224.092832,-0.015,-0.066,C11 H14 N O4   ,11,14,1,4,0,
369.03,2223504,224.986411,224.986318,-0.093,-0.413,C9 H5 O5 S     ,9,5,0,5,1,
-1000.00,11808159,225.004103,225.004076,-0.027,-0.122,C9 H5 O7       ,9,5,0,7,0,
-1000.00,8060322,225.007452,225.007447,-0.004,-0.019,C6 H9 O7 S     ,6,9,0,7,1,
-1000.00,16534974,225.040474,225.040462,-0.012,-0.055,C10 H9 O6      ,10,9,0,6,0,
421.06,2952641,225.043860,225.043833,-0.027,-0.122,C7 H13 O6 S    ,7,13,0,6,1,
674.31,2895303,225.051673,225.051695,0.022,0.096,C9 H9 N2 O5    ,9,9,2,5,0,
23.75,30313948,225.076861,225.076847,-0.014,-0.061,C11 H13 O5     ,11,13,0,5,0,
686.71,2222310,225.088062,225.088080,0.018,0.080,C10 H13 N2 O4  ,10,13,2,4,0,
-1000.00,11152891,225.113252,225.113233,-0.019,-0.085,C12 H17 O4     ,12,17,0,4,0,
-1000.00,2078442,225.999349,225.999325,-0.024,-0.105,C8 H4 N O7     ,8,4,1,7,0,
471.01,3486985,226.035700,226.035711,0.011,0.048,C9 H8 N O6     ,9,8,1,6,0,
147.76,7037224,226.072092,226.072096,0.004,0.018,C10 H12 N O5   ,10,12,1,5,0,
-1000.00,5188684,227.019753,227.019726,-0.027,-0.120,C9 H7 O7       ,9,7,0,7,0,
494.14,2155091,227.028279,227.028458,0.179,0.788,C12 H7 N2 O S  ,12,7,2,1,1,
172.66,4770908,227.038359,227.038354,-0.005,-0.022,C10 H11 O4 S   ,10,11,0,4,1,
32.53,32486506,227.056130,227.056112,-0.018,-0.079,C10 H11 O6     ,10,11,0,6,0,
687.03,2317940,227.067395,227.067345,-0.050,-0.222,C9 H11 N2 O5   ,9,11,2,5,0,
-1000.00,2839160,227.071383,227.071368,-0.015,-0.067,C14 H11 O3     ,14,11,0,3,0,
8.63,39605384,227.092516,227.092497,-0.019,-0.083,C11 H15 O5     ,11,15,0,5,0,
594.90,7447699,227.103738,227.103731,-0.008,-0.034,C10 H15 N2 O4  ,10,15,2,4,0,
71.52,8905896,227.128884,227.128883,-0.002,-0.007,C12 H19 O4     ,12,19,0,4,0,
-1000.00,2949319,227.165266,227.165268,0.002,0.010,C13 H23 O3     ,13,23,0,3,0,
498.08,2322806,227.974410,227.974567,0.157,0.688,C2 H2 N3 O10   ,2,2,3,10,0,
326.24,4926391,228.051345,228.051361,0.016,0.070,C9 H10 N O6    ,9,10,1,6,0,
-1000.00,4568022,228.087781,228.087746,-0.035,-0.155,C10 H14 N O5   ,10,14,1,5,0,
-1000.00,4136980,228.160475,228.160517,0.042,0.185,C12 H22 N O3   ,12,22,1,3,0,
-1000.00,2988733,228.962807,228.962605,-0.201,-0.879,C7 H O9        ,7,1,0,9,0,
69.88,7979756,229.017629,229.017618,-0.010,-0.046,C9 H9 O5 S     ,9,9,0,5,1,
101.35,13470459,229.035401,229.035376,-0.025,-0.110,C9 H9 O7       ,9,9,0,7,0,
586.82,5697288,229.050667,229.050632,-0.034,-0.149,C13 H9 O4      ,13,9,0,4,0,
523.71,2619146,229.053997,229.054004,0.007,0.029,C10 H13 O4 S   ,10,13,0,4,1,
22.58,44694296,229.071777,229.071762,-0.015,-0.067,C10 H13 O6     ,10,13,0,6,0,
-1000.00,21175096,229.108164,229.108147,-0.017,-0.072,C11 H17 O5     ,11,17,0,5,0,
-1000.00,14850903,229.144556,229.144533,-0.023,-0.101,C12 H21 O4     ,12,21,0,4,0,
-1000.00,2748278,229.180912,229.180918,0.007,0.029,C13 H25 O3     ,13,25,0,3,0,
580.11,3400277,230.045902,230.045881,-0.021,-0.091,C12 H8 N O4    ,12,8,1,4,0,
531.31,3760743,230.067014,230.067011,-0.003,-0.015,C9 H12 N O6    ,9,12,1,6,0,
-1000.00,4028796,230.996946,230.996883,-0.063,-0.273,C8 H7 O6 S     ,8,7,0,6,1,
-1000.00,6961561,231.029915,231.029897,-0.018,-0.078,C12 H7 O5      ,12,7,0,5,0,
638.96,2161570,231.041152,231.041130,-0.022,-0.095,C11 H7 N2 O4   ,11,7,2,4,0,
111.27,14610858,231.051041,231.051026,-0.014,-0.062,C9 H11 O7      ,9,11,0,7,0,
250.85,6031799,231.066290,231.066282,-0.008,-0.033,C13 H11 O4     ,13,11,0,4,0,
622.51,2213825,231.077609,231.077516,-0.093,-0.404,C12 H11 N2 O3  ,12,11,2,3,0,
22.48,21082570,231.087418,231.087412,-0.007,-0.029,C10 H15 O6     ,10,15,0,6,0,
254.26,3596758,231.102644,231.102668,0.024,0.102,C14 H15 O3     ,14,15,0,3,0,
98.57,13742568,231.123809,231.123797,-0.012,-0.051,C11 H19 O5     ,11,19,0,5,0,
-1000.00,2213895,231.160127,231.160183,0.056,0.243,C12 H23 O4     ,12,23,0,4,0,
185.07,6456550,232.025150,232.025146,-0.005,-0.020,C11 H6 N O5    ,11,6,1,5,0,
494.02,2744068,232.061531,232.061531,-0.000,-0.000,C12 H10 N O4   ,12,10,1,4,0,
578.65,2280214,232.082702,232.082661,-0.042,-0.179,C9 H14 N O6    ,9,14,1,6,0,
-1000.00,6628393,233.009170,233.009161,-0.008,-0.036,C11 H5 O6      ,11,5,0,6,0,
-1000.00,2379307,233.012506,233.012533,0.027,0.115,C8 H9 O6 S     ,8,9,0,6,1,
43.27,10649671,233.045558,233.045547,-0.011,-0.047,C12 H9 O5      ,12,9,0,5,0,
462.11,2821706,233.048885,233.048918,0.033,0.141,C9 H13 O5 S    ,9,13,0,5,1,
665.66,2640465,233.056763,233.056780,0.017,0.075,C11 H9 N2 O4   ,11,9,2,4,0,
