mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
530.67,8601139,174.056025,174.056052,0.027,0.158,C10 H8 N O2    ,10,8,1,2,0,
-1000.00,2304191,174.077150,174.077181,0.032,0.183,C7 H12 N O4    ,7,12,1,4,0,
-1000.00,2963073,175.040036,175.040068,0.032,0.180,C10 H7 O3      ,10,7,0,3,0,
87.84,8673422,175.061181,175.061197,0.016,0.092,C7 H11 O5      ,7,11,0,5,0,
-1000.00,2037924,175.097581,175.097583,0.001,0.008,C8 H15 O4      ,8,15,0,4,0,
-1000.00,1992256,175.983608,175.983675,0.067,0.378,C4 H2 N O7     ,4,2,1,7,0,
-1000.00,5245248,177.019309,177.019332,0.024,0.134,C9 H5 O4       ,9,5,0,4,0,
-1000.00,1978198,177.055706,177.055718,0.012,0.067,C10 H9 O3      ,10,9,0,3,0,
-1000.00,2044301,177.960380,177.960438,0.057,0.322,C7 N O3 S      ,7,0,1,3,1,
130.87,7065542,178.050948,178.050967,0.019,0.105,C9 H8 N O3     ,9,8,1,3,0,
-1000.00,14567991,179.034962,179.034982,0.020,0.111,C9 H7 O4       ,9,7,0,4,0,
558.34,2891327,179.046185,179.046216,0.031,0.172,C8 H7 N2 O3    ,8,7,2,3,0,
-1000.00,2288709,179.056087,179.056112,0.025,0.137,C6 H11 O6      ,6,11,0,6,0,
-1000.00,2523727,179.071382,179.071368,-0.014,-0.077,C10 H11 O3     ,10,11,0,3,0,
-1000.00,5042872,180.030216,180.030231,0.015,0.082,C8 H6 N O4     ,8,6,1,4,0,
-1000.00,6331600,180.066594,180.066617,0.023,0.125,C9 H10 N O3    ,9,10,1,3,0,
12.02,26584890,181.014227,181.014247,0.020,0.109,C8 H5 O5       ,8,5,0,5,0,
-1000.00,5802834,181.050622,181.050632,0.010,0.058,C9 H9 O4       ,9,9,0,4,0,
-1000.00,6519658,181.086989,181.087018,0.029,0.162,C10 H13 O3     ,10,13,0,3,0,
-1000.00,4515787,182.009470,182.009496,0.026,0.141,C7 H4 N O5     ,7,4,1,5,0,
743.14,2046690,182.045753,182.045881,0.129,0.706,C8 H8 N O4     ,8,8,1,4,0,
-1000.00,2111835,182.993636,182.993511,-0.124,-0.678,C7 H3 O6       ,7,3,0,6,0,
-1000.00,6780020,183.029871,183.029897,0.026,0.140,C8 H7 O5       ,8,7,0,5,0,
-1000.00,5436556,183.066258,183.066282,0.024,0.134,C9 H11 O4      ,9,11,0,4,0,
-1000.00,2715301,183.102649,183.102668,0.019,0.104,C10 H15 O3     ,10,15,0,3,0,
-1000.00,7479085,184.061525,184.061531,0.006,0.033,C8 H10 N O4    ,8,10,1,4,0,
-1000.00,13097421,185.045527,185.045547,0.020,0.109,C8 H9 O5       ,8,9,0,5,0,
-1000.00,4530662,185.081913,185.081932,0.019,0.105,C9 H13 O4      ,9,13,0,4,0,
-1000.00,2275327,185.118276,185.118318,0.042,0.229,C10 H17 O3     ,10,17,0,3,0,
428.04,1983549,185.950240,185.950267,0.027,0.146,C5 N O5 S      ,5,0,1,5,1,
712.64,2679942,186.056103,186.056052,-0.050,-0.271,C11 H8 N O2    ,11,8,1,2,0,
464.12,2380693,186.077153,186.077181,0.029,0.153,C8 H12 N O4    ,8,12,1,4,0,
-1000.00,2016809,187.024765,187.024812,0.047,0.250,C7 H7 O6       ,7,7,0,6,0,
-1000.00,19773250,187.061178,187.061197,0.019,0.103,C8 H11 O5      ,8,11,0,5,0,
7.89,41604956,187.097558,187.097583,0.025,0.133,C9 H15 O4      ,9,15,0,4,0,
152.71,9353060,187.108790,187.108816,0.026,0.140,C8 H15 N2 O3   ,8,15,2,3,0,
30.98,12384118,187.133938,187.133968,0.030,0.161,C10 H19 O3     ,10,19,0,3,0,
7.30,27269616,188.035293,188.035317,0.024,0.126,C10 H6 N O3    ,10,6,1,3,0,
-1000.00,3805696,188.056407,188.056446,0.039,0.205,C7 H10 N O5    ,7,10,1,5,0,
-1000.00,4024857,188.092803,188.092832,0.028,0.149,C8 H14 N O4    ,8,14,1,4,0,
-1000.00,3873964,189.019294,189.019332,0.038,0.201,C10 H5 O4      ,10,5,0,4,0,
-1000.00,3988155,189.040433,189.040462,0.029,0.151,C7 H9 O6       ,7,9,0,6,0,
-1000.00,4042950,189.055703,189.055718,0.015,0.079,C11 H9 O3      ,11,9,0,3,0,
-1000.00,11590869,189.076825,189.076847,0.022,0.115,C8 H13 O5      ,8,13,0,5,0,
-1000.00,2163317,190.014624,190.014581,-0.042,-0.223,C9 H4 N O4     ,9,4,1,4,0,
-1000.00,3343759,190.050967,190.050967,0.000,0.001,C10 H8 N O3    ,10,8,1,3,0,
-1000.00,3521085,190.998540,190.998597,0.056,0.295,C9 H3 O5       ,9,3,0,5,0,
79.27,10125911,191.034956,191.034982,0.027,0.140,C10 H7 O4      ,10,7,0,4,0,
-1000.00,3592817,191.071314,191.071368,0.054,0.283,C11 H11 O3     ,11,11,0,3,0,
46.96,17594368,193.014225,193.014247,0.022,0.114,C9 H5 O5       ,9,5,0,5,0,
-1000.00,9728027,193.050601,193.050632,0.031,0.161,C10 H9 O4      ,10,9,0,4,0,
540.85,4560931,193.061828,193.061866,0.037,0.194,C9 H9 N2 O3    ,9,9,2,3,0,
-1000.00,3481142,193.087018,193.087018,0.000,0.001,C11 H13 O3     ,11,13,0,3,0,
-1000.00,14457596,194.045866,194.045881,0.016,0.080,C9 H8 N O4     ,9,8,1,4,0,
10.13,33525210,195.029871,195.029897,0.026,0.132,C9 H7 O5       ,9,7,0,5,0,
160.01,7806454,195.066258,195.066282,0.025,0.126,C10 H11 O4     ,10,11,0,4,0,
443.56,3043857,195.102681,195.102668,-0.013,-0.065,C11 H15 O3     ,11,15,0,3,0,
-1000.00,6194732,195.139012,195.139053,0.042,0.213,C12 H19 O2     ,12,19,0,2,0,
-1000.00,20213958,196.025118,196.025146,0.028,0.143,C8 H6 N O5     ,8,6,1,5,0,
-1000.00,6636769,196.061531,196.061531,0.000,0.002,C9 H10 N O4    ,9,10,1,4,0,
-1000.00,12448686,197.009125,197.009161,0.037,0.187,C8 H5 O6       ,8,5,0,6,0,
587.74,2874295,197.020415,197.020395,-0.020,-0.101,C7 H5 N2 O5    ,7,5,2,5,0,
-1000.00,13962186,197.045525,197.045547,0.022,0.110,C9 H9 O5       ,9,9,0,5,0,
-1000.00,9651173,197.081913,197.081932,0.020,0.100,C10 H13 O4     ,10,13,0,4,0,
-1000.00,2208769,197.118271,197.118318,0.047,0.240,C11 H17 O3     ,11,17,0,3,0,
598.65,2234121,197.129414,197.129551,0.137,0.696,C10 H17 N2 O2  ,10,17,2,2,0,
-1000.00,9808925,197.154681,197.154703,0.022,0.112,C12 H21 O2     ,12,21,0,2,0,
115.62,8461987,198.004375,198.004410,0.036,0.181,C7 H4 N O6     ,7,4,1,6,0,
407.93,2099678,198.080340,198.080553,0.213,1.074,C6 H16 N O4 S  ,6,16,1,4,1,
-1000.00,2467208,198.970785,198.970668,-0.117,-0.588,C7 H3 O5 S     ,7,3,0,5,1,
-1000.00,9496981,198.988400,198.988426,0.026,0.133,C7 H3 O7       ,7,3,0,7,0,
-1000.00,2655134,198.999625,198.999659,0.035,0.175,C6 H3 N2 O6    ,6,3,2,6,0,
-1000.00,2332067,199.007074,199.007053,-0.020,-0.102,C8 H7 O4 S     ,8,7,0,4,1,
-1000.00,7760305,199.024778,199.024812,0.034,0.168,C8 H7 O6       ,8,7,0,6,0,
-1000.00,2089917,199.039978,199.040068,0.089,0.448,C12 H7 O3      ,12,7,0,3,0,
11.81,20462028,199.061163,199.061197,0.034,0.173,C9 H11 O5      ,9,11,0,5,0,
601.38,2027984,199.064685,199.064568,-0.117,-0.587,C6 H15 O5 S    ,6,15,0,5,1,
-1000.00,10885609,199.097542,199.097583,0.041,0.204,C10 H15 O4     ,10,15,0,4,0,
-1000.00,6522373,199.133946,199.133968,0.022,0.111,C11 H19 O3     ,11,19,0,3,0,
-1000.00,2549452,200.056436,200.056446,0.010,0.051,C8 H10 N O5    ,8,10,1,5,0,
-1000.00,5608680,200.092826,200.092832,0.005,0.027,C9 H14 N O4    ,9,14,1,4,0,
-1000.00,2707356,200.986286,200.986318,0.032,0.161,C7 H5 O5 S     ,7,5,0,5,1,
193.42,12152774,201.040429,201.040462,0.033,0.162,C8 H9 O6       ,8,9,0,6,0,
12.26,28807138,201.076822,201.076847,0.025,0.126,C9 H13 O5      ,9,13,0,5,0,
18.05,28028926,201.113208,201.113233,0.025,0.124,C10 H17 O4     ,10,17,0,4,0,
149.97,11069447,201.124456,201.124466,0.010,0.050,C9 H17 N2 O3   ,9,17,2,3,0,
-1000.00,9138203,201.149589,201.149618,0.029,0.142,C11 H21 O3     ,11,21,0,3,0,
532.11,2155725,202.035686,202.035711,0.025,0.121,C7 H8 N O6     ,7,8,1,6,0,
601.16,2161110,202.046936,202.046944,0.008,0.041,C6 H8 N3 O5    ,6,8,3,5,0,
600.07,6182617,202.050960,202.050967,0.006,0.031,C11 H8 N O3    ,11,8,1,3,0,
60.09,23630570,202.072075,202.072096,0.021,0.105,C8 H12 N O5    ,8,12,1,5,0,
285.45,3678982,202.108496,202.108482,-0.014,-0.071,C9 H16 N O4    ,9,16,1,4,0,
303.95,5752283,203.034960,203.034982,0.023,0.111,C11 H7 O4      ,11,7,0,4,0,
579.42,4099556,203.046183,203.046216,0.033,0.161,C10 H7 N2 O3   ,10,7,2,3,0,
10.59,32581100,203.056094,203.056112,0.018,0.089,C8 H11 O6      ,8,11,0,6,0,
-1000.00,2042359,203.071367,203.071368,0.001,0.006,C12 H11 O3     ,12,11,0,3,0,
7.04,22148616,203.092465,203.092497,0.032,0.159,C9 H15 O5      ,9,15,0,5,0,
-1000.00,3207717,203.128889,203.128883,-0.006,-0.031,C10 H19 O4     ,10,19,0,4,0,
7.19,56854760,204.030204,204.030231,0.028,0.135,C10 H6 N O4    ,10,6,1,4,0,
103.29,14025714,205.014215,205.014247,0.032,0.156,C10 H5 O5      ,10,5,0,5,0,
682.84,2279419,205.025446,205.025480,0.034,0.166,C9 H5 N2 O4    ,9,5,2,4,0,
-1000.00,2997251,205.035381,205.035376,-0.005,-0.025,C7 H9 O7       ,7,9,0,7,0,
-1000.00,9903119,205.050605,205.050632,0.028,0.134,C11 H9 O4      ,11,9,0,4,0,
-1000.00,2561056,205.071732,205.071762,0.029,0.144,C8 H13 O6      ,8,13,0,6,0,
-1000.00,3543084,205.086972,205.087018,0.046,0.223,C12 H13 O3     ,12,13,0,3,0,
451.91,2047239,206.009492,206.009496,0.004,0.020,C9 H4 N O5     ,9,4,1,5,0,
144.93,6524708,206.045843,206.045881,0.038,0.184,C10 H8 N O4    ,10,8,1,4,0,
-1000.00,2660161,206.082225,206.082267,0.042,0.203,C11 H12 N O3   ,11,12,1,3,0,
-1000.00,7007767,206.993526,206.993511,-0.015,-0.072,C9 H3 O6       ,9,3,0,6,0,
-1000.00,2142760,207.014848,207.014641,-0.207,-0.999,C6 H7 O8       ,6,7,0,8,0,
8.90,34411060,207.029873,207.029897,0.024,0.116,C10 H7 O5      ,10,7,0,5,0,
-1000.00,7862865,207.066257,207.066282,0.026,0.124,C11 H11 O4     ,11,11,0,4,0,
-1000.00,2409582,207.102673,207.102668,-0.005,-0.026,C12 H15 O3     ,12,15,0,3,0,
-1000.00,7092875,207.139002,207.139053,0.052,0.249,C13 H19 O2     ,13,19,0,2,0,
-1000.00,5192015,208.025143,208.025146,0.003,0.012,C9 H6 N O5     ,9,6,1,5,0,
35.49,12893548,208.061518,208.061531,0.014,0.065,C10 H10 N O4   ,10,10,1,4,0,
7.21,42825828,209.009143,209.009161,0.019,0.089,C9 H5 O6       ,9,5,0,6,0,
5.94,20891776,209.045518,209.045547,0.029,0.139,C10 H9 O5      ,10,9,0,5,0,
666.60,2307722,209.056797,209.056780,-0.017,-0.080,C9 H9 N2 O4    ,9,9,2,4,0,
68.26,8833182,209.081900,209.081932,0.033,0.156,C11 H13 O4     ,11,13,0,4,0,
592.65,2700967,209.093117,209.093166,0.049,0.235,C10 H13 N2 O3  ,10,13,2,3,0,
5.29,18929880,209.154674,209.154703,0.029,0.139,C13 H21 O2     ,13,21,0,2,0,
-1000.00,2709891,210.004324,210.004410,0.087,0.412,C8 H4 N O6     ,8,4,1,6,0,
-1000.00,13116321,210.040795,210.040796,0.001,0.006,C9 H8 N O5     ,9,8,1,5,0,
-1000.00,8813502,210.077174,210.077181,0.007,0.035,C10 H12 N O4   ,10,12,1,4,0,
24.05,22089402,211.024798,211.024812,0.014,0.064,C9 H7 O6       ,9,7,0,6,0,
651.30,2958531,211.036084,211.036045,-0.039,-0.184,C8 H7 N2 O5    ,8,7,2,5,0,
13.55,20168408,211.061177,211.061197,0.020,0.094,C10 H11 O5     ,10,11,0,5,0,
665.22,2724577,211.072454,211.072430,-0.024,-0.111,C9 H11 N2 O4   ,9,11,2,4,0,
-1000.00,7436021,211.097525,211.097583,0.057,0.272,C11 H15 O4     ,11,15,0,4,0,
582.79,2442494,211.108864,211.108816,-0.048,-0.229,C10 H15 N2 O3  ,10,15,2,3,0,
59.83,9490194,211.133927,211.133968,0.041,0.192,C12 H19 O3     ,12,19,0,3,0,
-1000.00,11140912,211.170342,211.170354,0.012,0.056,C13 H23 O2     ,13,23,0,2,0,
-1000.00,2281805,211.206849,211.206739,-0.110,-0.519,C14 H27 O      ,14,27,0,1,0,
-1000.00,16572895,212.020040,212.020060,0.020,0.096,C8 H6 N O6     ,8,6,1,6,0,
-1000.00,4850172,212.056429,212.056446,0.017,0.081,C9 H10 N O5    ,9,10,1,5,0,
468.14,2327578,212.092799,212.092832,0.033,0.154,C10 H14 N O4   ,10,14,1,4,0,
198.94,4212974,212.986310,212.986318,0.008,0.038,C8 H5 O5 S     ,8,5,0,5,1,
-1000.00,5737724,213.004074,213.004076,0.002,0.011,C8 H5 O7       ,8,5,0,7,0,
-1000.00,18773274,213.040442,213.040462,0.020,0.093,C9 H9 O6       ,9,9,0,6,0,
6.71,22979896,213.076832,213.076847,0.015,0.070,C10 H13 O5     ,10,13,0,5,0,
611.80,4994368,213.088094,213.088080,-0.014,-0.065,C9 H13 N2 O4   ,9,13,2,4,0,
187.67,6095189,213.113232,213.113233,0.001,0.005,C11 H17 O4     ,11,17,0,4,0,
680.18,2166622,213.124490,213.124466,-0.024,-0.111,C10 H17 N2 O3  ,10,17,2,3,0,
-1000.00,9514354,213.149614,213.149618,0.004,0.020,C12 H21 O3     ,12,21,0,3,0,
643.07,2059342,214.050950,214.050967,0.017,0.080,C12 H8 N O3    ,12,8,1,3,0,
-1000.00,4755552,214.072056,214.072096,0.040,0.187,C9 H12 N O5    ,9,12,1,5,0,
272.73,3145341,214.108455,214.108482,0.026,0.123,C10 H16 N O4   ,10,16,1,4,0,
434.48,3670838,214.965598,214.965583,-0.015,-0.070,C7 H3 O6 S     ,7,3,0,6,1,
607.73,2931567,215.034940,215.034982,0.042,0.195,C12 H7 O4      ,12,7,0,4,0,
27.30,29223808,215.056097,215.056112,0.015,0.068,C9 H11 O6      ,9,11,0,6,0,
65.21,17591198,215.092496,215.092497,0.001,0.003,C10 H15 O5     ,10,15,0,5,0,
670.85,3740583,215.103706,215.103731,0.025,0.116,C9 H15 N2 O4   ,9,15,2,4,0,
17.33,27978684,215.128870,215.128883,0.013,0.058,C11 H19 O4     ,11,19,0,4,0,
8.01,22641624,215.165266,215.165268,0.002,0.010,C12 H23 O3     ,12,23,0,3,0,
-1000.00,2131050,215.972249,215.972065,-0.184,-0.852,C5 H2 N3 O5 S  ,5,2,3,5,1,
291.65,3537050,216.030215,216.030231,0.016,0.074,C11 H6 N O4    ,11,6,1,4,0,
563.16,3708587,216.051387,216.051361,-0.027,-0.124,C8 H10 N O6    ,8,10,1,6,0,
-1000.00,3888841,216.087721,216.087746,0.025,0.114,C9 H14 N O5    ,9,14,1,5,0,
115.52,7012797,217.014260,217.014247,-0.013,-0.059,C11 H5 O5      ,11,5,0,5,0,
-1000.00,9472462,217.035369,217.035376,0.008,0.035,C8 H9 O7       ,8,9,0,7,0,
283.76,5806554,217.050612,217.050632,0.021,0.095,C12 H9 O4      ,12,9,0,4,0,
7.17,21475820,217.071758,217.071762,0.004,0.017,C9 H13 O6      ,9,13,0,6,0,
787.88,2308853,217.082819,217.082995,0.176,0.809,C8 H13 N2 O5   ,8,13,2,5,0,
524.09,2116609,217.098476,217.098251,-0.224,-1.033,C12 H13 N2 O2  ,12,13,2,2,0,
11.79,36794888,217.108144,217.108147,0.003,0.013,C10 H17 O5     ,10,17,0,5,0,
-1000.00,13595154,217.119387,217.119381,-0.007,-0.031,C9 H17 N2 O4   ,9,17,2,4,0,
381.17,2711591,217.144590,217.144533,-0.057,-0.262,C11 H21 O4     ,11,21,0,4,0,
11.87,18695432,218.045877,218.045881,0.005,0.021,C11 H8 N O4    ,11,8,1,4,0,
574.06,2971417,218.067054,218.067011,-0.043,-0.198,C8 H12 N O6    ,8,12,1,6,0,
260.31,3377681,218.996841,218.996883,0.041,0.188,C7 H7 O6 S     ,7,7,0,6,1,
-1000.00,15345708,219.029898,219.029897,-0.001,-0.007,C11 H7 O5      ,11,7,0,5,0,
426.02,2994749,219.051047,219.051026,-0.021,-0.095,C8 H11 O7      ,8,11,0,7,0,
-1000.00,6811722,219.066267,219.066282,0.015,0.070,C12 H11 O4     ,12,11,0,4,0,
315.83,4189275,219.087426,219.087412,-0.015,-0.067,C9 H15 O6      ,9,15,0,6,0,
-1000.00,3075175,219.102749,219.102668,-0.081,-0.371,C13 H15 O3     ,13,15,0,3,0,
-1000.00,2075013,219.139063,219.139053,-0.010,-0.046,C14 H19 O2     ,14,19,0,2,0,
-1000.00,4163418,220.025107,220.025146,0.039,0.177,C10 H6 N O5    ,10,6,1,5,0,
-1000.00,4592504,220.061548,220.061531,-0.017,-0.075,C11 H10 N O4   ,11,10,1,4,0,
19.51,23068286,221.009161,221.009161,0.000,0.001,C10 H5 O6      ,10,5,0,6,0,
6.05,22199964,221.045548,221.045547,-0.001,-0.003,C11 H9 O5      ,11,9,0,5,0,
656.66,2237606,221.056826,221.056780,-0.045,-0.205,C10 H9 N2 O4   ,10,9,2,4,0,
-1000.00,7216827,221.081941,221.081932,-0.008,-0.037,C12 H13 O4     ,12,13,0,4,0,
273.73,11716292,221.093159,221.093166,0.006,0.029,C11 H13 N2 O3  ,11,13,2,3,0,
475.36,2306250,221.100418,221.100560,0.142,0.641,C13 H17 O S    ,13,17,0,1,1,
-1000.00,2177240,221.118341,221.118318,-0.023,-0.102,C13 H17 O3     ,13,17,0,3,0,
31.71,13688566,221.154710,221.154703,-0.007,-0.031,C14 H21 O2     ,14,21,0,2,0,
-1000.00,2281646,222.004495,222.004410,-0.085,-0.383,C9 H4 N O6     ,9,4,1,6,0,
158.61,7899596,222.040816,222.040796,-0.020,-0.090,C10 H8 N O5    ,10,8,1,5,0,
-1000.00,4663785,222.077161,222.077181,0.020,0.090,C11 H12 N O4   ,11,12,1,4,0,
-1000.00,2331859,222.988433,222.988426,-0.007,-0.033,C9 H3 O7       ,9,3,0,7,0,
7.13,63579376,223.024813,223.024812,-0.001,-0.005,C10 H7 O6      ,10,7,0,6,0,
666.80,2241786,223.035990,223.036045,0.054,0.244,C9 H7 N2 O5    ,9,7,2,5,0,
-1000.00,15332622,223.061207,223.061197,-0.010,-0.043,C11 H11 O5     ,11,11,0,5,0,
-1000.00,6335788,223.097593,223.097583,-0.010,-0.047,C12 H15 O4     ,12,15,0,4,0,
-1000.00,4179274,223.133989,223.133968,-0.021,-0.093,C13 H19 O3     ,13,19,0,3,0,
-1000.00,6066536,223.170352,223.170354,0.001,0.005,C14 H23 O2     ,14,23,0,2,0,
-1000.00,7563295,224.020066,224.020060,-0.006,-0.025,C9 H6 N O6     ,9,6,1,6,0,
31.87,16074813,224.056443,224.056446,0.003,0.013,C10 H10 N O5   ,10,10,1,5,0,
-1000.00,2501655,224.949912,224.949933,0.020,0.091,C8 H O6 S      ,8,1,0,6,1,
618.18,2191170,225.001650,225.001574,-0.076,-0.337,C13 H5 O2 S    ,13,5,0,2,1,
9.68,38120260,225.004080,225.004076,-0.004,-0.016,C9 H5 O7       ,9,5,0,7,0,
20.51,20101986,225.040475,225.040462,-0.013,-0.060,C10 H9 O6      ,10,9,0,6,0,
9.36,18267008,225.076844,225.076847,0.003,0.012,C11 H13 O5     ,11,13,0,5,0,
-1000.00,7220125,225.113215,225.113233,0.018,0.079,C12 H17 O4     ,12,17,0,4,0,
7.64,17046458,225.149634,225.149618,-0.016,-0.069,C13 H21 O3     ,13,21,0,3,0,
19.01,11459544,225.186008,225.186004,-0.004,-0.019,C14 H25 O2     ,14,25,0,2,0,
382.11,3662449,225.999322,225.999325,0.003,0.013,C8 H4 N O7     ,8,4,1,7,0,
-1000.00,5848719,226.035726,226.035711,-0.016,-0.069,C9 H8 N O6     ,9,8,1,6,0,
-1000.00,7544492,226.072107,226.072096,-0.011,-0.048,C10 H12 N O5   ,10,12,1,5,0,
595.56,2171293,226.994432,226.994574,0.142,0.625,C7 H3 N2 O7    ,7,3,2,7,0,
493.79,2098595,227.002031,227.001968,-0.063,-0.276,C9 H7 O5 S     ,9,7,0,5,1,
-1000.00,7537074,227.019735,227.019726,-0.009,-0.040,C9 H7 O7       ,9,7,0,7,0,
7.36,27529680,227.056115,227.056112,-0.003,-0.013,C10 H11 O6     ,10,11,0,6,0,
671.52,3183577,227.067417,227.067345,-0.072,-0.319,C9 H11 N2 O5   ,9,11,2,5,0,
82.87,18719212,227.092492,227.092497,0.005,0.023,C11 H15 O5     ,11,15,0,5,0,
582.44,7209462,227.103729,227.103731,0.001,0.005,C10 H15 N2 O4  ,10,15,2,4,0,
-1000.00,5676555,227.128880,227.128883,0.003,0.013,C12 H19 O4     ,12,19,0,4,0,
481.63,9060884,227.140118,227.140116,-0.002,-0.008,C11 H19 N2 O3  ,11,19,2,3,0,
191.84,5373480,227.165288,227.165268,-0.019,-0.085,C13 H23 O3     ,13,23,0,3,0,
-1000.00,2081862,227.201723,227.201654,-0.069,-0.304,C14 H27 O2     ,14,27,0,2,0,
-1000.00,2204346,227.971970,227.972065,0.095,0.415,C6 H2 N3 O5 S  ,6,2,3,5,1,
