mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
98.95,26145942,359.207537,359.207527,-0.010,-0.028,C18 H31 O7     ,18,31,0,7,0,
-1000.00,13288628,359.243950,359.243912,-0.038,-0.105,C19 H35 O6     ,19,35,0,6,0,
-1000.00,4877521,359.280412,359.280298,-0.114,-0.318,C20 H39 O5     ,20,39,0,5,0,
27.96,12875570,360.036087,360.036104,0.017,0.048,C16 H10 N O9   ,16,10,1,9,0,
670.28,4304707,360.057221,360.057234,0.013,0.036,C13 H14 N O11  ,13,14,1,11,0,
483.83,12195664,360.072507,360.072490,-0.017,-0.046,C17 H14 N O8   ,17,14,1,8,0,
622.43,3055449,360.083739,360.083723,-0.015,-0.043,C16 H14 N3 O7  ,16,14,3,7,0,
328.30,12908384,360.093584,360.093619,0.036,0.099,C14 H18 N O10  ,14,18,1,10,0,
736.05,3290984,360.102955,360.103002,0.047,0.131,C25 H14 N O2   ,25,14,1,2,0,
579.29,5094250,360.104836,360.104853,0.017,0.046,C13 H18 N3 O9  ,13,18,3,9,0,
607.06,4344685,360.108854,360.108876,0.022,0.060,C18 H18 N O7   ,18,18,1,7,0,
727.30,4306814,360.129950,360.130005,0.055,0.152,C15 H22 N O9   ,15,22,1,9,0,
58.26,40974216,360.141248,360.141238,-0.010,-0.028,C14 H22 N3 O8  ,14,22,3,8,0,
527.08,4761495,360.160519,360.160517,-0.002,-0.005,C23 H22 N O3   ,23,22,1,3,0,
46.41,46577572,360.177629,360.177624,-0.005,-0.013,C15 H26 N3 O7  ,15,26,3,7,0,
613.97,4040625,360.192944,360.192880,-0.064,-0.177,C19 H26 N3 O4  ,19,26,3,4,0,
371.58,4767668,360.197029,360.196903,-0.126,-0.350,C24 H26 N O2   ,24,26,1,2,0,
399.53,5808057,360.202721,360.202776,0.055,0.153,C17 H30 N O7   ,17,30,1,7,0,
-1000.00,5075486,360.962419,360.962605,0.186,0.516,C18 H O9       ,18,1,0,9,0,
410.99,4684321,360.966111,360.965976,-0.135,-0.373,C15 H5 O9 S    ,15,5,0,9,1,
12.67,46250572,361.020132,361.020120,-0.012,-0.033,C16 H9 O10     ,16,9,0,10,0,
516.16,5743184,361.023492,361.023491,-0.001,-0.002,C13 H13 O10 S  ,13,13,0,10,1,
602.82,7270998,361.031379,361.031353,-0.026,-0.072,C15 H9 N2 O9   ,15,9,2,9,0,
669.93,2788953,361.035494,361.035376,-0.118,-0.327,C20 H9 O7      ,20,9,0,7,0,
541.80,10119774,361.041254,361.041249,-0.005,-0.013,C13 H13 O12    ,13,13,0,12,0,
68.25,54491756,361.056495,361.056506,0.010,0.029,C17 H13 O9     ,17,13,0,9,0,
507.61,8276589,361.059837,361.059877,0.039,0.109,C14 H17 O9 S   ,14,17,0,9,1,
572.34,14625395,361.067758,361.067739,-0.019,-0.051,C16 H13 N2 O8  ,16,13,2,8,0,
67.13,61176444,361.077655,361.077635,-0.020,-0.055,C14 H17 O11    ,14,17,0,11,0,
436.36,17128070,361.090696,361.090389,-0.307,-0.851,C22 H17 O3 S   ,22,17,0,3,1,
168.73,41056904,361.092893,361.092891,-0.002,-0.006,C18 H17 O8     ,18,17,0,8,0,
539.62,17889936,361.104118,361.104124,0.006,0.017,C17 H17 N2 O7  ,17,17,2,7,0,
40.52,41990808,361.114016,361.114020,0.005,0.013,C15 H21 O10    ,15,21,0,10,0,
434.37,8143522,361.125242,361.125254,0.012,0.034,C14 H21 N2 O9  ,14,21,2,9,0,
106.63,27302564,361.129287,361.129277,-0.010,-0.028,C19 H21 O7     ,19,21,0,7,0,
511.08,3885735,361.132409,361.132648,0.239,0.663,C16 H25 O7 S   ,16,25,0,7,1,
606.04,4969134,361.140518,361.140510,-0.008,-0.021,C18 H21 N2 O6  ,18,21,2,6,0,
370.08,11332278,361.150367,361.150406,0.039,0.107,C16 H25 O9     ,16,25,0,9,0,
651.37,3156670,361.159986,361.159789,-0.198,-0.547,C27 H21 O      ,27,21,0,1,0,
86.47,15186626,361.165689,361.165662,-0.026,-0.073,C20 H25 O6     ,20,25,0,6,0,
582.00,8440531,361.186808,361.186791,-0.016,-0.046,C17 H29 O8     ,17,29,0,8,0,
-1000.00,5094112,361.202029,361.202048,0.019,0.051,C21 H29 O5     ,21,29,0,5,0,
133.44,17177328,361.223161,361.223177,0.016,0.044,C18 H33 O7     ,18,33,0,7,0,
-1000.00,3611406,361.259477,361.259562,0.086,0.237,C19 H37 O6     ,19,37,0,6,0,
-1000.00,8510834,362.015369,362.015369,0.000,0.000,C15 H8 N O10   ,15,8,1,10,0,
47.27,15179151,362.051780,362.051755,-0.025,-0.070,C16 H12 N O9   ,16,12,1,9,0,
589.05,3190168,362.062901,362.062988,0.087,0.240,C15 H12 N3 O8  ,15,12,3,8,0,
626.95,5340577,362.072978,362.072884,-0.094,-0.259,C13 H16 N O11  ,13,16,1,11,0,
428.32,11828653,362.088137,362.088140,0.003,0.009,C17 H16 N O8   ,17,16,1,8,0,
591.86,2741686,362.099467,362.099373,-0.094,-0.259,C16 H16 N3 O7  ,16,16,3,7,0,
622.82,5789118,362.109223,362.109269,0.047,0.129,C14 H20 N O10  ,14,20,1,10,0,
571.20,3128775,362.120448,362.120503,0.055,0.152,C13 H20 N3 O9  ,13,20,3,9,0,
520.18,4801994,362.124507,362.124526,0.019,0.052,C18 H20 N O7   ,18,20,1,7,0,
538.06,5797331,362.135691,362.135759,0.068,0.188,C17 H20 N3 O6  ,17,20,3,6,0,
584.10,5197285,362.156970,362.156888,-0.081,-0.224,C14 H24 N3 O8  ,14,24,3,8,0,
576.47,2869736,362.161000,362.160911,-0.089,-0.246,C19 H24 N O6   ,19,24,1,6,0,
478.10,5492209,362.172060,362.172144,0.084,0.232,C18 H24 N3 O5  ,18,24,3,5,0,
468.44,3172851,362.175473,362.175516,0.043,0.118,C15 H28 N3 O5 S,15,28,3,5,1,
683.13,3006969,362.182200,362.182040,-0.159,-0.440,C16 H28 N O8   ,16,28,1,8,0,
89.78,21594256,362.999382,362.999385,0.002,0.007,C15 H7 O11     ,15,7,0,11,0,
19.02,73859248,363.035797,363.035770,-0.027,-0.074,C16 H11 O10    ,16,11,0,10,0,
523.97,4951216,363.039176,363.039141,-0.035,-0.096,C13 H15 O10 S  ,13,15,0,10,1,
609.87,7930038,363.046984,363.047004,0.020,0.055,C15 H11 N2 O9  ,15,11,2,9,0,
585.67,8380606,363.056906,363.056899,-0.007,-0.019,C13 H15 O12    ,13,15,0,12,0,
22.91,73629896,363.072143,363.072156,0.012,0.034,C17 H15 O9     ,17,15,0,9,0,
513.95,7968973,363.075466,363.075527,0.061,0.168,C14 H19 O9 S   ,14,19,0,9,1,
581.61,17060052,363.083385,363.083389,0.004,0.012,C16 H15 N2 O8  ,16,15,2,8,0,
447.19,5591253,363.085283,363.084910,-0.373,-1.027,C25 H15 O S    ,25,15,0,1,1,
611.00,6275287,363.087802,363.087412,-0.390,-1.075,C21 H15 O6     ,21,15,0,6,0,
654.41,14508251,363.093291,363.093285,-0.006,-0.018,C14 H19 O11    ,14,19,0,11,0,
43.36,57213160,363.108541,363.108541,-0.000,-0.001,C18 H19 O8     ,18,19,0,8,0,
586.13,11284721,363.119768,363.119775,0.007,0.019,C17 H19 N2 O7  ,17,19,2,7,0,
287.74,6179065,363.129610,363.129671,0.061,0.168,C15 H23 O10    ,15,23,0,10,0,
37.90,41976068,363.144946,363.144927,-0.019,-0.053,C19 H23 O7     ,19,23,0,7,0,
443.17,7770376,363.148287,363.148298,0.011,0.030,C16 H27 O7 S   ,16,27,0,7,1,
505.00,3535121,363.159317,363.159531,0.215,0.591,C15 H27 N2 O6 S,15,27,2,6,1,
677.93,3112214,363.166100,363.166056,-0.044,-0.121,C16 H27 O9     ,16,27,0,9,0,
351.75,17703202,363.181324,363.181312,-0.011,-0.032,C20 H27 O6     ,20,27,0,6,0,
491.05,2699557,363.184493,363.184683,0.190,0.524,C17 H31 O6 S   ,17,31,0,6,1,
494.12,3404078,363.195568,363.195917,0.348,0.959,C16 H31 N2 O5 S,16,31,2,5,1,
290.24,5353793,363.217774,363.217698,-0.076,-0.209,C21 H31 O5     ,21,31,0,5,0,
640.04,4348242,363.238826,363.238827,0.001,0.002,C18 H35 O7     ,18,35,0,7,0,
-1000.00,3061086,363.254059,363.254083,0.025,0.068,C22 H35 O4     ,22,35,0,4,0,
-1000.00,11535317,364.031028,364.031019,-0.009,-0.024,C15 H10 N O10  ,15,10,1,10,0,
21.70,25814002,364.067441,364.067405,-0.036,-0.099,C16 H14 N O9   ,16,14,1,9,0,
655.90,3079171,364.088467,364.088534,0.067,0.184,C13 H18 N O11  ,13,18,1,11,0,
124.62,16679952,364.103802,364.103790,-0.012,-0.034,C17 H18 N O8   ,17,18,1,8,0,
572.80,3375129,364.115036,364.115024,-0.013,-0.034,C16 H18 N3 O7  ,16,18,3,7,0,
459.23,4216860,364.118429,364.118395,-0.035,-0.095,C13 H22 N3 O7 S,13,22,3,7,1,
403.35,2874413,364.140225,364.140176,-0.050,-0.137,C18 H22 N O7   ,18,22,1,7,0,
241.76,17884214,364.151384,364.151409,0.025,0.070,C17 H22 N3 O6  ,17,22,3,6,0,
619.21,5180478,364.161224,364.161305,0.081,0.223,C15 H26 N O9   ,15,26,1,9,0,
44.88,45352020,364.187794,364.187795,0.000,0.001,C18 H26 N3 O5  ,18,26,3,5,0,
562.98,4625500,364.197758,364.197691,-0.068,-0.187,C16 H30 N O8   ,16,30,1,8,0,
589.32,2881658,364.234228,364.234076,-0.152,-0.418,C17 H34 N O7   ,17,34,1,7,0,
560.17,4345574,364.997162,364.997277,0.114,0.313,C15 H9 O9 S    ,15,9,0,9,1,
45.15,47204084,365.015028,365.015035,0.007,0.019,C15 H9 O11     ,15,9,0,11,0,
12.71,105809680,365.051429,365.051420,-0.009,-0.025,C16 H13 O10    ,16,13,0,10,0,
519.49,7984917,365.054581,365.054791,0.211,0.577,C13 H17 O10 S  ,13,17,0,10,1,
601.25,11327259,365.062628,365.062654,0.026,0.071,C15 H13 N2 O9  ,15,13,2,9,0,
703.15,2967327,365.066779,365.066676,-0.103,-0.283,C20 H13 O7     ,20,13,0,7,0,
601.28,4417316,365.072517,365.072550,0.033,0.089,C13 H17 O12    ,13,17,0,12,0,
12.41,98993968,365.087829,365.087806,-0.023,-0.064,C17 H17 O9     ,17,17,0,9,0,
523.84,6309171,365.091190,365.091177,-0.013,-0.036,C14 H21 O9 S   ,14,21,0,9,1,
588.11,18057016,365.099032,365.099039,0.007,0.019,C16 H17 N2 O8  ,16,17,2,8,0,
43.70,76154704,365.124181,365.124191,0.010,0.028,C18 H21 O8     ,18,21,0,8,0,
607.12,7106391,365.135307,365.135425,0.118,0.323,C17 H21 N2 O7  ,17,21,2,7,0,
179.71,8171367,365.155057,365.154703,-0.354,-0.969,C26 H21 O2     ,26,21,0,2,0,
67.17,37160812,365.160595,365.160577,-0.019,-0.051,C19 H25 O7     ,19,25,0,7,0,
458.10,6047598,365.163969,365.163948,-0.021,-0.058,C16 H29 O7 S   ,16,29,0,7,1,
341.78,15280009,365.197000,365.196962,-0.037,-0.103,C20 H29 O6     ,20,29,0,6,0,
445.30,5584780,365.200306,365.200334,0.027,0.075,C17 H33 O6 S   ,17,33,0,6,1,
463.91,7309222,365.233373,365.233348,-0.026,-0.070,C21 H33 O5     ,21,33,0,5,0,
502.65,3959721,365.236754,365.236719,-0.035,-0.096,C18 H37 O5 S   ,18,37,0,5,1,
14.34,44107716,365.269759,365.269733,-0.025,-0.069,C22 H37 O4     ,22,37,0,4,0,
138.17,22415932,366.046639,366.046669,0.030,0.082,C15 H12 N O10  ,15,12,1,10,0,
665.25,2900548,366.056203,366.056052,-0.151,-0.412,C26 H8 N O2    ,26,8,1,2,0,
587.17,3023429,366.057682,366.057903,0.220,0.602,C14 H12 N3 O9  ,14,12,3,9,0,
640.07,2792009,366.061977,366.061925,-0.052,-0.141,C19 H12 N O7   ,19,12,1,7,0,
28.42,24881754,366.083084,366.083055,-0.030,-0.081,C16 H16 N O9   ,16,16,1,9,0,
192.91,8985208,366.119448,366.119440,-0.008,-0.022,C17 H20 N O8   ,17,20,1,8,0,
283.72,31550080,366.130669,366.130674,0.005,0.013,C16 H20 N3 O7  ,16,20,3,7,0,
108.90,17418910,366.167076,366.167059,-0.017,-0.046,C17 H24 N3 O6  ,17,24,3,6,0,
611.17,5978821,366.213334,366.213341,0.007,0.019,C16 H32 N O8   ,16,32,1,8,0,
447.97,3873506,366.249799,366.249726,-0.073,-0.198,C17 H36 N O7   ,17,36,1,7,0,
343.38,3483954,366.976469,366.976541,0.072,0.196,C14 H7 O10 S   ,14,7,0,10,1,
458.86,7009601,366.994267,366.994299,0.032,0.087,C14 H7 O12     ,14,7,0,12,0,
545.26,6956366,367.009615,367.009555,-0.060,-0.163,C18 H7 O9      ,18,7,0,9,0,
513.91,5248336,367.012947,367.012927,-0.021,-0.056,C15 H11 O9 S   ,15,11,0,9,1,
9.38,85593440,367.030678,367.030685,0.007,0.018,C15 H11 O11    ,15,11,0,11,0,
663.87,9452907,367.045968,367.045941,-0.027,-0.073,C19 H11 O8     ,19,11,0,8,0,
12.68,117312896,367.067093,367.067070,-0.022,-0.061,C16 H15 O10    ,16,15,0,10,0,
605.05,13319557,367.078289,367.078304,0.014,0.039,C15 H15 N2 O9  ,15,15,2,9,0,
24.89,118164888,367.103444,367.103456,0.011,0.031,C17 H19 O9     ,17,19,0,9,0,
619.02,7806371,367.114667,367.114689,0.022,0.059,C16 H19 N2 O8  ,16,19,2,8,0,
525.00,5139883,367.124493,367.124585,0.092,0.250,C14 H23 O11    ,14,23,0,11,0,
21.96,82644408,367.139854,367.139841,-0.012,-0.034,C18 H23 O8     ,18,23,0,8,0,
101.50,31518166,367.176245,367.176227,-0.019,-0.051,C19 H27 O7     ,19,27,0,7,0,
450.74,10431960,367.179553,367.179598,0.045,0.122,C16 H31 O7 S   ,16,31,0,7,1,
384.72,10747375,367.207060,367.206739,-0.321,-0.875,C27 H27 O      ,27,27,0,1,0,
217.34,21999090,367.212595,367.212612,0.017,0.046,C20 H31 O6     ,20,31,0,6,0,
-1000.00,9313809,367.249024,367.248998,-0.026,-0.071,C21 H35 O5     ,21,35,0,5,0,
-1000.00,2801199,367.285722,367.285383,-0.338,-0.921,C22 H39 O4     ,22,39,0,4,0,
433.72,2786416,367.992739,367.992920,0.181,0.491,C10 H10 N O12 S,10,10,1,12,1,
478.11,2786416,367.992739,367.992406,-0.332,-0.903,C23 H2 N3 O S  ,23,2,3,1,1,
566.79,2780282,368.004820,368.004804,-0.016,-0.043,C17 H6 N O9    ,17,6,1,9,0,
541.16,2951292,368.008262,368.008176,-0.086,-0.235,C14 H10 N O9 S ,14,10,1,9,1,
594.35,6471819,368.025954,368.025934,-0.020,-0.054,C14 H10 N O11  ,14,10,1,11,0,
612.38,6576280,368.041223,368.041190,-0.033,-0.089,C18 H10 N O8   ,18,10,1,8,0,
212.92,23212200,368.062356,368.062319,-0.036,-0.099,C15 H14 N O10  ,15,14,1,10,0,
635.30,3546293,368.077542,368.077575,0.034,0.091,C19 H14 N O7   ,19,14,1,7,0,
140.96,16904390,368.098672,368.098705,0.033,0.090,C16 H18 N O9   ,16,18,1,9,0,
177.88,5935332,368.135139,368.135090,-0.049,-0.133,C17 H22 N O8   ,17,22,1,8,0,
540.02,8167661,368.146341,368.146324,-0.017,-0.046,C16 H22 N3 O7  ,16,22,3,7,0,
608.52,5339386,368.161571,368.161580,0.008,0.023,C20 H22 N3 O4  ,20,22,3,4,0,
438.45,6562059,368.182850,368.182709,-0.141,-0.383,C17 H26 N3 O6  ,17,26,3,6,0,
530.35,4112689,368.229018,368.228991,-0.028,-0.076,C16 H34 N O8   ,16,34,1,8,0,
336.50,4477772,368.889187,368.888908,-0.279,-0.757,C4 H O18 S     ,4,1,0,18,1,
-1000.00,3152797,368.988844,368.988820,-0.024,-0.066,C17 H5 O10     ,17,5,0,10,0,
492.72,6378400,368.992116,368.992191,0.075,0.204,C14 H9 O10 S   ,14,9,0,10,1,
374.79,13231023,369.009997,369.009949,-0.047,-0.128,C14 H9 O12     ,14,9,0,12,0,
288.28,29832124,369.025203,369.025205,0.003,0.008,C18 H9 O9      ,18,9,0,9,0,
538.99,5397438,369.028526,369.028577,0.050,0.136,C15 H13 O9 S   ,15,13,0,9,1,
38.83,75043792,369.046328,369.046335,0.007,0.019,C15 H13 O11    ,15,13,0,11,0,
615.53,5088214,369.057584,369.057568,-0.016,-0.044,C14 H13 N2 O10 ,14,13,2,10,0,
327.85,13435865,369.061628,369.061591,-0.037,-0.100,C19 H13 O8     ,19,13,0,8,0,
8.86,158798832,369.082738,369.082720,-0.018,-0.048,C16 H17 O10    ,16,17,0,10,0,
615.87,8602611,369.093953,369.093954,0.001,0.002,C15 H17 N2 O9  ,15,17,2,9,0,
700.97,4862967,369.097999,369.097976,-0.022,-0.060,C20 H17 O7     ,20,17,0,7,0,
469.41,7732220,369.103845,369.103850,0.005,0.012,C13 H21 O12    ,13,21,0,12,0,
12.29,148050944,369.119110,369.119106,-0.004,-0.011,C17 H21 O9     ,17,21,0,9,0,
621.39,3682321,369.130291,369.130339,0.048,0.131,C16 H21 N2 O8  ,16,21,2,8,0,
698.12,4033556,369.134324,369.134362,0.038,0.102,C21 H21 O6     ,21,21,0,6,0,
94.56,64558116,369.155501,369.155491,-0.009,-0.025,C18 H25 O8     ,18,25,0,8,0,
584.87,6538282,369.160459,369.160852,0.392,1.063,C24 H21 N2 O2  ,24,21,2,2,0,
378.70,20911172,369.191890,369.191877,-0.013,-0.036,C19 H29 O7     ,19,29,0,7,0,
508.21,2726984,369.196847,369.197237,0.390,1.056,C25 H25 N2 O   ,25,25,2,1,0,
685.18,6610013,369.222712,369.222389,-0.323,-0.873,C27 H29 O      ,27,29,0,1,0,
475.26,22803552,369.228253,369.228262,0.010,0.026,C20 H33 O6     ,20,33,0,6,0,
-1000.00,10642559,369.264656,369.264648,-0.009,-0.023,C21 H37 O5     ,21,37,0,5,0,
494.20,7767785,370.020536,370.020454,-0.081,-0.220,C17 H8 N O9    ,17,8,1,9,0,
603.11,6999802,370.041638,370.041584,-0.054,-0.146,C14 H12 N O11  ,14,12,1,11,0,
628.96,4890375,370.056823,370.056840,0.017,0.047,C18 H12 N O8   ,18,12,1,8,0,
101.83,18274072,370.077979,370.077969,-0.010,-0.027,C15 H16 N O10  ,15,16,1,10,0,
636.17,3135268,370.093165,370.093225,0.060,0.163,C19 H16 N O7   ,19,16,1,7,0,
294.92,10422070,370.114408,370.114355,-0.053,-0.143,C16 H20 N O9   ,16,20,1,9,0,
477.66,7079743,370.125623,370.125588,-0.034,-0.093,C15 H20 N3 O8  ,15,20,3,8,0,
512.41,3707732,370.150709,370.150740,0.032,0.085,C17 H24 N O8   ,17,24,1,8,0,
460.14,8099670,370.153936,370.154112,0.176,0.475,C14 H28 N O8 S ,14,28,1,8,1,
559.01,5871453,370.162118,370.161974,-0.144,-0.389,C16 H24 N3 O7  ,16,24,3,7,0,
24.52,38361612,371.004509,371.004470,-0.039,-0.104,C17 H7 O10     ,17,7,0,10,0,
492.56,8438289,371.007886,371.007841,-0.045,-0.120,C14 H11 O10 S  ,14,11,0,10,1,
343.60,17734176,371.025572,371.025599,0.028,0.075,C14 H11 O12    ,14,11,0,12,0,
497.25,28916268,371.040873,371.040856,-0.017,-0.047,C18 H11 O9     ,18,11,0,9,0,
598.33,7352879,371.044109,371.044227,0.118,0.319,C15 H15 O9 S   ,15,15,0,9,1,
19.96,113384000,371.062005,371.061985,-0.020,-0.054,C15 H15 O11    ,15,15,0,11,0,
516.70,9026112,371.065113,371.065356,0.243,0.654,C12 H19 O11 S  ,12,19,0,11,1,
657.48,18160202,371.077259,371.077241,-0.018,-0.050,C19 H15 O8     ,19,15,0,8,0,
8.79,177543776,371.098373,371.098370,-0.003,-0.008,C16 H19 O10    ,16,19,0,10,0,
615.53,5775972,371.109620,371.109604,-0.016,-0.044,C15 H19 N2 O9  ,15,19,2,9,0,
536.17,3112038,371.111525,371.111125,-0.400,-1.078,C24 H19 O2 S   ,24,19,0,2,1,
686.85,7981672,371.113619,371.113627,0.007,0.020,C20 H19 O7     ,20,19,0,7,0,
553.24,4467313,371.124869,371.124860,-0.009,-0.025,C19 H19 N2 O6  ,19,19,2,6,0,
17.69,100539000,371.134751,371.134756,0.004,0.012,C17 H23 O9     ,17,23,0,9,0,
624.78,2814082,371.145749,371.145989,0.240,0.646,C16 H23 N2 O8  ,16,23,2,8,0,
662.23,4975237,371.149958,371.150012,0.054,0.146,C21 H23 O6     ,21,23,0,6,0,
487.61,6906504,371.153369,371.153383,0.015,0.040,C18 H27 O6 S   ,18,27,0,6,1,
538.26,32545430,371.171160,371.171141,-0.018,-0.050,C18 H27 O8     ,18,27,0,8,0,
471.89,4709039,371.201069,371.201002,-0.066,-0.179,C18 H31 N2 O4 S,18,31,2,4,1,
608.17,2808497,371.203621,371.203504,-0.116,-0.314,C14 H31 N2 O9  ,14,31,2,9,0,
685.76,13417140,371.207483,371.207527,0.044,0.119,C19 H31 O7     ,19,31,0,7,0,
21.77,18160338,371.243941,371.243912,-0.028,-0.077,C20 H35 O6     ,20,35,0,6,0,
-1000.00,6290160,371.280338,371.280298,-0.040,-0.108,C21 H39 O5     ,21,39,0,5,0,
-1000.00,4299069,371.999655,371.999719,0.064,0.171,C16 H6 N O10   ,16,6,1,10,0,
542.69,9985371,372.036190,372.036104,-0.085,-0.229,C17 H10 N O9   ,17,10,1,9,0,
504.84,3012957,372.039357,372.039476,0.119,0.319,C14 H14 N O9 S ,14,14,1,9,1,
714.64,3511652,372.047508,372.047338,-0.170,-0.456,C16 H10 N3 O8  ,16,10,3,8,0,
605.66,6897004,372.057254,372.057234,-0.020,-0.054,C14 H14 N O11  ,14,14,1,11,0,
620.34,8211832,372.072473,372.072490,0.017,0.047,C18 H14 N O8   ,18,14,1,8,0,
712.04,2742658,372.083856,372.083723,-0.133,-0.356,C17 H14 N3 O7  ,17,14,3,7,0,
206.81,13397386,372.093689,372.093619,-0.070,-0.187,C15 H18 N O10  ,15,18,1,10,0,
580.24,3718547,372.104792,372.104853,0.061,0.164,C14 H18 N3 O9  ,14,18,3,9,0,
324.51,4789672,372.130101,372.130005,-0.096,-0.259,C16 H22 N O9   ,16,22,1,9,0,
504.30,3078570,372.133139,372.133376,0.238,0.638,C13 H26 N O9 S ,13,26,1,9,1,
303.67,13188529,372.141266,372.141238,-0.028,-0.076,C15 H22 N3 O8  ,15,22,3,8,0,
755.93,2997689,372.151063,372.151134,0.071,0.190,C13 H26 N O11  ,13,26,1,11,0,
598.11,3211717,372.166173,372.166390,0.217,0.583,C17 H26 N O8   ,17,26,1,8,0,
537.80,19488206,372.177608,372.177624,0.016,0.042,C16 H26 N3 O7  ,16,26,3,7,0,
525.95,3985886,372.197013,372.196903,-0.110,-0.296,C25 H26 N O2   ,25,26,1,2,0,
535.66,4791779,372.202934,372.202776,-0.158,-0.425,C18 H30 N O7   ,18,30,1,7,0,
501.00,4613606,372.205904,372.206147,0.243,0.652,C15 H34 N O7 S ,15,34,1,7,1,
534.99,24681964,372.214028,372.214009,-0.019,-0.051,C17 H30 N3 O6  ,17,30,3,6,0,
606.72,4533756,372.233320,372.233288,-0.032,-0.086,C26 H30 N O    ,26,30,1,1,0,
404.09,7112806,372.987059,372.987106,0.047,0.125,C13 H9 O11 S   ,13,9,0,11,1,
17.15,48521344,373.020132,373.020120,-0.012,-0.032,C17 H9 O10     ,17,9,0,10,0,
387.80,9814147,373.023427,373.023491,0.065,0.173,C14 H13 O10 S  ,14,13,0,10,1,
619.00,3113098,373.031511,373.031353,-0.158,-0.424,C16 H9 N2 O9   ,16,9,2,9,0,
129.79,34201744,373.041221,373.041249,0.028,0.075,C14 H13 O12    ,14,13,0,12,0,
500.85,35135648,373.056515,373.056506,-0.009,-0.024,C18 H13 O9     ,18,13,0,9,0,
550.59,7334049,373.059803,373.059877,0.074,0.198,C15 H17 O9 S   ,15,17,0,9,1,
597.26,5847208,373.067872,373.067739,-0.133,-0.357,C17 H13 N2 O8  ,17,13,2,8,0,
544.32,5232809,373.069659,373.069260,-0.399,-1.070,C26 H13 O S    ,26,13,0,1,1,
31.49,123576496,373.077643,373.077635,-0.008,-0.023,C15 H17 O11    ,15,17,0,11,0,
620.53,4903092,373.082947,373.082995,0.048,0.129,C21 H13 N2 O5  ,21,13,2,5,0,
600.92,5943481,373.088835,373.088868,0.033,0.090,C14 H17 N2 O10 ,14,17,2,10,0,
522.83,4591802,373.090537,373.090389,-0.148,-0.397,C23 H17 O3 S   ,23,17,0,3,1,
595.89,22855868,373.092885,373.092891,0.007,0.017,C19 H17 O8     ,19,17,0,8,0,
584.43,5621958,373.104118,373.104124,0.007,0.018,C18 H17 N2 O7  ,18,17,2,7,0,
17.91,115908816,373.114028,373.114020,-0.008,-0.021,C16 H21 O10    ,16,21,0,10,0,
620.73,5595351,373.125289,373.125254,-0.035,-0.094,C15 H21 N2 O9  ,15,21,2,9,0,
500.84,6486232,373.126999,373.126775,-0.224,-0.601,C24 H21 O2 S   ,24,21,0,2,1,
578.42,14328026,373.129299,373.129277,-0.023,-0.061,C20 H21 O7     ,20,21,0,7,0,
575.03,3879139,373.140472,373.140510,0.038,0.102,C19 H21 N2 O6  ,19,21,2,6,0,
62.26,37167340,373.150397,373.150406,0.009,0.023,C17 H25 O9     ,17,25,0,9,0,
612.57,3903733,373.161771,373.161639,-0.132,-0.354,C16 H25 N2 O8  ,16,25,2,8,0,
557.11,6357240,373.165661,373.165662,0.001,0.002,C21 H25 O6     ,21,25,0,6,0,
308.48,18301178,373.169007,373.169033,0.027,0.071,C18 H29 O6 S   ,18,29,0,6,1,
410.87,17547530,373.186816,373.186791,-0.025,-0.066,C18 H29 O8     ,18,29,0,8,0,
34.47,12308775,373.223176,373.223177,0.001,0.003,C19 H33 O7     ,19,33,0,7,0,
39.77,10330437,373.259568,373.259562,-0.005,-0.014,C20 H37 O6     ,20,37,0,6,0,
-1000.00,10199984,374.015382,374.015369,-0.013,-0.036,C16 H8 N O10   ,16,8,1,10,0,
518.15,12710862,374.051774,374.051755,-0.020,-0.053,C17 H12 N O9   ,17,12,1,9,0,
683.32,3742679,374.063225,374.062988,-0.237,-0.633,C16 H12 N3 O8  ,16,12,3,8,0,
626.87,7115743,374.072918,374.072884,-0.034,-0.091,C14 H16 N O11  ,14,16,1,11,0,
603.33,7451628,374.088213,374.088140,-0.073,-0.195,C18 H16 N O8   ,18,16,1,8,0,
616.25,3364853,374.099382,374.099373,-0.008,-0.022,C17 H16 N3 O7  ,17,16,3,7,0,
463.61,9491453,374.109281,374.109269,-0.012,-0.032,C15 H20 N O10  ,15,20,1,10,0,
273.99,16184326,374.120526,374.120503,-0.023,-0.061,C14 H20 N3 O9  ,14,20,3,9,0,
602.96,3628042,374.124636,374.124526,-0.110,-0.295,C19 H20 N O7   ,19,20,1,7,0,
633.52,2871323,374.145638,374.145655,0.017,0.046,C16 H24 N O9   ,16,24,1,9,0,
44.98,46982180,374.156882,374.156888,0.007,0.018,C15 H24 N3 O8  ,15,24,3,8,0,
403.07,8344628,374.176293,374.176167,-0.125,-0.335,C24 H24 N O3   ,24,24,1,3,0,
540.74,5583938,374.193284,374.193274,-0.010,-0.026,C16 H28 N3 O7  ,16,28,3,7,0,
543.39,5860430,374.208459,374.208530,0.071,0.188,C20 H28 N3 O4  ,20,28,3,4,0,
585.48,6464594,374.212676,374.212553,-0.124,-0.331,C25 H28 N O2   ,25,28,1,2,0,
118.50,21029974,374.218439,374.218426,-0.013,-0.036,C18 H32 N O7   ,18,32,1,7,0,
