mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
-1000.00,2563547,155.034983,155.034982,-0.000,-0.003,C7 H7 O4       ,7,7,0,4,0,
-1000.00,1948584,159.971123,159.971002,-0.121,-0.753,C4 H2 N O4 S   ,4,2,1,4,1,
-1000.00,2033090,161.118286,161.118318,0.032,0.198,C8 H17 O3      ,8,17,0,3,0,
-1000.00,3035371,163.040028,163.040068,0.039,0.242,C9 H7 O3       ,9,7,0,3,0,
48.67,24867038,165.019302,165.019332,0.030,0.183,C8 H5 O4       ,8,5,0,4,0,
-1000.00,2063974,165.034767,165.034588,-0.179,-1.083,C12 H5 O       ,12,5,0,1,0,
466.04,2114535,165.038024,165.037960,-0.065,-0.391,C9 H9 O S      ,9,9,0,1,1,
-1000.00,1985534,166.050995,166.050967,-0.029,-0.172,C8 H8 N O3     ,8,8,1,3,0,
584.26,1985162,167.024918,167.025086,0.168,1.008,C10 H3 N2 O    ,10,3,2,1,0,
-1000.00,3552784,167.034944,167.034982,0.038,0.229,C8 H7 O4       ,8,7,0,4,0,
-1000.00,2053658,167.987291,167.987321,0.030,0.180,C5 H2 N3 O2 S  ,5,2,3,2,1,
-1000.00,2237738,168.014929,168.014975,0.046,0.274,C3 H6 N O7     ,3,6,1,7,0,
-1000.00,2363988,169.004472,169.004351,-0.121,-0.717,C9 H N2 O2     ,9,1,2,2,0,
-1000.00,3818329,169.014227,169.014247,0.020,0.116,C7 H5 O5       ,7,5,0,5,0,
450.14,2488174,169.050595,169.050632,0.038,0.224,C8 H9 O4       ,8,9,0,4,0,
-1000.00,1949083,170.028116,170.028123,0.007,0.043,C7 H8 N O2 S   ,7,8,1,2,1,
687.10,2524405,171.066251,171.066282,0.031,0.184,C8 H11 O4      ,8,11,0,4,0,
-1000.00,2285443,173.024459,173.024418,-0.042,-0.240,C10 H5 O3      ,10,5,0,3,0,
-1000.00,5085839,173.045512,173.045547,0.035,0.204,C7 H9 O5       ,7,9,0,5,0,
-1000.00,3115685,173.081929,173.081932,0.004,0.021,C8 H13 O4      ,8,13,0,4,0,
-1000.00,2023355,173.118272,173.118318,0.046,0.263,C9 H17 O3      ,9,17,0,3,0,
-1000.00,3433829,175.061166,175.061197,0.031,0.177,C7 H11 O5      ,7,11,0,5,0,
-1000.00,2171313,175.998961,175.998931,-0.030,-0.169,C8 H2 N O4     ,8,2,1,4,0,
-1000.00,2274888,176.035251,176.035317,0.065,0.372,C9 H6 N O3     ,9,6,1,3,0,
579.77,1974006,176.107937,176.108088,0.151,0.858,C11 H14 N O    ,11,14,1,1,0,
-1000.00,4143674,177.019320,177.019332,0.012,0.067,C9 H5 O4       ,9,5,0,4,0,
360.90,3217489,177.055683,177.055718,0.035,0.198,C10 H9 O3      ,10,9,0,3,0,
474.23,2041785,178.010708,178.010558,-0.149,-0.839,C3 H4 N3 O6    ,3,4,3,6,0,
-1000.00,2205907,178.050923,178.050967,0.043,0.243,C9 H8 N O3     ,9,8,1,3,0,
400.10,2590014,178.998534,178.998597,0.063,0.351,C8 H3 O5       ,8,3,0,5,0,
11.51,21885270,179.034955,179.034982,0.027,0.151,C9 H7 O4       ,9,7,0,4,0,
591.86,2285149,179.046160,179.046216,0.056,0.311,C8 H7 N2 O3    ,8,7,2,3,0,
-1000.00,3127662,179.071348,179.071368,0.020,0.110,C10 H11 O3     ,10,11,0,3,0,
366.69,3584487,180.030207,180.030231,0.024,0.136,C8 H6 N O4     ,8,6,1,4,0,
-1000.00,2313216,180.066632,180.066617,-0.016,-0.087,C9 H10 N O3    ,9,10,1,3,0,
26.56,43886200,181.014221,181.014247,0.026,0.145,C8 H5 O5       ,8,5,0,5,0,
-1000.00,5358226,181.050611,181.050632,0.021,0.118,C9 H9 O4       ,9,9,0,4,0,
541.36,2123802,181.061868,181.061866,-0.003,-0.014,C8 H9 N2 O3    ,8,9,2,3,0,
-1000.00,2665131,181.087036,181.087018,-0.018,-0.100,C10 H13 O3     ,10,13,0,3,0,
-1000.00,6568219,182.009453,182.009496,0.043,0.236,C7 H4 N O5     ,7,4,1,5,0,
-1000.00,2947635,182.045828,182.045881,0.053,0.292,C8 H8 N O4     ,8,8,1,4,0,
-1000.00,4850132,183.029870,183.029897,0.027,0.149,C8 H7 O5       ,8,7,0,5,0,
296.72,3666413,183.066267,183.066282,0.016,0.086,C9 H11 O4      ,9,11,0,4,0,
-1000.00,2459264,184.018744,184.018621,-0.123,-0.666,C6 H6 N3 O2 S  ,6,6,3,2,1,
-1000.00,2960541,184.061529,184.061531,0.003,0.015,C8 H10 N O4    ,8,10,1,4,0,
439.52,2240933,184.072756,184.072765,0.009,0.047,C7 H10 N3 O3   ,7,10,3,3,0,
-1000.00,6340940,185.045505,185.045547,0.042,0.227,C8 H9 O5       ,8,9,0,5,0,
-1000.00,3895142,185.081881,185.081932,0.052,0.280,C9 H13 O4      ,9,13,0,4,0,
-1000.00,1976227,186.077095,186.077181,0.087,0.467,C8 H12 N O4    ,8,12,1,4,0,
573.14,2064069,187.024987,187.024812,-0.175,-0.938,C7 H7 O6       ,7,7,0,6,0,
-1000.00,7065312,187.061155,187.061197,0.042,0.227,C8 H11 O5      ,8,11,0,5,0,
109.81,7413497,187.097537,187.097583,0.045,0.241,C9 H15 O4      ,9,15,0,4,0,
-1000.00,2044929,187.108729,187.108816,0.087,0.464,C8 H15 N2 O3   ,8,15,2,3,0,
-1000.00,8121108,187.133943,187.133968,0.025,0.132,C10 H19 O3     ,10,19,0,3,0,
171.14,4549018,188.035251,188.035317,0.066,0.349,C10 H6 N O3    ,10,6,1,3,0,
-1000.00,4464738,189.019310,189.019332,0.022,0.117,C10 H5 O4      ,10,5,0,4,0,
-1000.00,2375538,189.040401,189.040462,0.061,0.320,C7 H9 O6       ,7,9,0,6,0,
-1000.00,3725964,189.076837,189.076847,0.010,0.054,C8 H13 O5      ,8,13,0,5,0,
-1000.00,5843467,190.998592,190.998597,0.005,0.025,C9 H3 O5       ,9,3,0,5,0,
-1000.00,7076390,191.034955,191.034982,0.027,0.142,C10 H7 O4      ,10,7,0,4,0,
92.37,14950372,193.014223,193.014247,0.024,0.122,C9 H5 O5       ,9,5,0,5,0,
-1000.00,9940991,193.050600,193.050632,0.032,0.165,C10 H9 O4      ,10,9,0,4,0,
-1000.00,2294298,193.086976,193.087018,0.042,0.215,C11 H13 O3     ,11,13,0,3,0,
677.10,2284066,193.098212,193.098251,0.039,0.202,C10 H13 N2 O2  ,10,13,2,2,0,
-1000.00,7431914,194.045858,194.045881,0.024,0.122,C9 H8 N O4     ,9,8,1,4,0,
604.61,2154140,194.960560,194.960497,-0.063,-0.324,C4 H3 O7 S     ,4,3,0,7,1,
7.04,49827280,195.029869,195.029897,0.028,0.144,C9 H7 O5       ,9,7,0,5,0,
648.79,2132697,195.041246,195.041130,-0.115,-0.591,C8 H7 N2 O4    ,8,7,2,4,0,
412.81,2599900,195.045093,195.045153,0.060,0.310,C13 H7 O2      ,13,7,0,2,0,
164.43,5920236,195.066259,195.066282,0.023,0.120,C10 H11 O4     ,10,11,0,4,0,
651.21,2167541,195.077476,195.077516,0.040,0.205,C9 H11 N2 O3   ,9,11,2,3,0,
568.44,2306568,195.102675,195.102668,-0.008,-0.038,C11 H15 O3     ,11,15,0,3,0,
-1000.00,2879523,195.139027,195.139053,0.027,0.137,C12 H19 O2     ,12,19,0,2,0,
-1000.00,10498244,196.025122,196.025146,0.024,0.120,C8 H6 N O5     ,8,6,1,5,0,
-1000.00,2345440,196.061548,196.061531,-0.017,-0.086,C9 H10 N O4    ,9,10,1,4,0,
-1000.00,2178197,196.968673,196.968753,0.080,0.408,C2 H N2 O9     ,2,1,2,9,0,
458.26,2117295,197.003318,197.003288,-0.029,-0.150,C15 H O        ,15,1,0,1,0,
28.89,19784628,197.009134,197.009161,0.028,0.142,C8 H5 O6       ,8,5,0,6,0,
414.02,5274556,197.020335,197.020395,0.060,0.303,C7 H5 N2 O5    ,7,5,2,5,0,
-1000.00,12692431,197.045519,197.045547,0.028,0.142,C9 H9 O5       ,9,9,0,5,0,
-1000.00,4356075,197.081911,197.081932,0.021,0.107,C10 H13 O4     ,10,13,0,4,0,
-1000.00,12639919,198.004389,198.004410,0.021,0.108,C7 H4 N O6     ,7,4,1,6,0,
-1000.00,7094694,198.988389,198.988426,0.037,0.185,C7 H3 O7       ,7,3,0,7,0,
-1000.00,3866050,199.024762,199.024812,0.049,0.246,C8 H7 O6       ,8,7,0,6,0,
-1000.00,9253342,199.061159,199.061197,0.038,0.192,C9 H11 O5      ,9,11,0,5,0,
214.62,4296187,199.097567,199.097583,0.015,0.077,C10 H15 O4     ,10,15,0,4,0,
-1000.00,4899351,199.133936,199.133968,0.032,0.159,C11 H19 O3     ,11,19,0,3,0,
-1000.00,2030012,199.181661,199.181587,-0.074,-0.374,C11 H23 N2 O   ,11,23,2,1,0,
383.99,2111944,200.023412,200.023432,0.020,0.100,C4 H10 N O6 S  ,4,10,1,6,1,
627.45,2182902,200.082720,200.082936,0.215,1.076,C11 H10 N3 O   ,11,10,3,1,0,
251.31,5876704,201.040461,201.040462,0.001,0.004,C8 H9 O6       ,8,9,0,6,0,
-1000.00,2245100,201.055672,201.055718,0.046,0.227,C12 H9 O3      ,12,9,0,3,0,
70.03,9215996,201.076810,201.076847,0.037,0.182,C9 H13 O5      ,9,13,0,5,0,
248.93,5108761,201.113203,201.113233,0.030,0.147,C10 H17 O4     ,10,17,0,4,0,
-1000.00,2041377,201.124510,201.124466,-0.044,-0.220,C9 H17 N2 O3   ,9,17,2,3,0,
-1000.00,2120740,201.128386,201.128489,0.102,0.509,C14 H17 O      ,14,17,0,1,0,
201.08,4783157,201.149572,201.149618,0.046,0.227,C11 H21 O3     ,11,21,0,3,0,
529.99,2215883,201.996930,201.996823,-0.106,-0.527,C10 H4 N O2 S  ,10,4,1,2,1,
602.81,2004967,202.033339,202.033209,-0.130,-0.645,C11 H8 N O S   ,11,8,1,1,1,
-1000.00,2195177,202.035713,202.035711,-0.002,-0.010,C7 H8 N O6     ,7,8,1,6,0,
492.72,4325109,202.050914,202.050967,0.053,0.262,C11 H8 N O3    ,11,8,1,3,0,
164.37,6749958,202.072090,202.072096,0.006,0.030,C8 H12 N O5    ,8,12,1,5,0,
-1000.00,2010894,202.083284,202.083329,0.046,0.227,C7 H12 N3 O4   ,7,12,3,4,0,
-1000.00,2118434,202.108343,202.108482,0.139,0.687,C9 H16 N O4    ,9,16,1,4,0,
-1000.00,5843449,203.034954,203.034982,0.028,0.139,C11 H7 O4      ,11,7,0,4,0,
603.00,2579458,203.046235,203.046216,-0.020,-0.096,C10 H7 N2 O3   ,10,7,2,3,0,
141.52,6168074,203.056081,203.056112,0.031,0.152,C8 H11 O6      ,8,11,0,6,0,
-1000.00,2164245,203.071373,203.071368,-0.006,-0.028,C12 H11 O3     ,12,11,0,3,0,
225.43,5227046,203.092474,203.092497,0.023,0.115,C9 H15 O5      ,9,15,0,5,0,
-1000.00,6073608,204.030190,204.030231,0.041,0.202,C10 H6 N O4    ,10,6,1,4,0,
33.64,14670864,205.014220,205.014247,0.026,0.128,C10 H5 O5      ,10,5,0,5,0,
674.00,3199001,205.025423,205.025480,0.057,0.277,C9 H5 N2 O4    ,9,5,2,4,0,
-1000.00,7924781,205.050603,205.050632,0.029,0.143,C11 H9 O4      ,11,9,0,4,0,
-1000.00,2694218,205.086970,205.087018,0.048,0.232,C12 H13 O3     ,12,13,0,3,0,
-1000.00,3985188,206.009476,206.009496,0.020,0.097,C9 H4 N O5     ,9,4,1,5,0,
299.27,3451713,206.045851,206.045881,0.030,0.148,C10 H8 N O4    ,10,8,1,4,0,
-1000.00,10535473,206.993489,206.993511,0.023,0.110,C9 H3 O6       ,9,3,0,6,0,
6.48,34665036,207.029865,207.029897,0.032,0.153,C10 H7 O5      ,10,7,0,5,0,
680.95,2148951,207.041103,207.041130,0.027,0.132,C9 H7 N2 O4    ,9,7,2,4,0,
-1000.00,6141547,207.066259,207.066282,0.023,0.113,C11 H11 O4     ,11,11,0,4,0,
-1000.00,2463880,207.102688,207.102668,-0.020,-0.095,C12 H15 O3     ,12,15,0,3,0,
-1000.00,3210085,208.025113,208.025146,0.033,0.157,C9 H6 N O5     ,9,6,1,5,0,
-1000.00,2695554,208.061509,208.061531,0.022,0.108,C10 H10 N O4   ,10,10,1,4,0,
-1000.00,2109340,208.093677,208.093894,0.217,1.044,C6 H14 N3 O5   ,6,14,3,5,0,
19.12,55072884,209.009142,209.009161,0.020,0.095,C9 H5 O6       ,9,5,0,6,0,
458.98,2054285,209.039158,209.039022,-0.135,-0.648,C9 H9 N2 O2 S  ,9,9,2,2,1,
10.50,29939858,209.045516,209.045547,0.031,0.150,C10 H9 O5      ,10,9,0,5,0,
656.89,2269339,209.056763,209.056780,0.018,0.084,C9 H9 N2 O4    ,9,9,2,4,0,
-1000.00,5037231,209.081932,209.081932,0.001,0.002,C11 H13 O4     ,11,13,0,4,0,
-1000.00,2123468,209.118242,209.118318,0.076,0.361,C12 H17 O3     ,12,17,0,3,0,
143.60,5971177,209.154656,209.154703,0.047,0.226,C13 H21 O2     ,13,21,0,2,0,
299.13,3825551,210.004375,210.004410,0.036,0.169,C8 H4 N O6     ,8,4,1,6,0,
65.96,9175980,210.040772,210.040796,0.024,0.113,C9 H8 N O5     ,9,8,1,5,0,
-1000.00,3810249,210.077145,210.077181,0.037,0.176,C10 H12 N O4   ,10,12,1,4,0,
11.68,27680446,211.024792,211.024812,0.019,0.090,C9 H7 O6       ,9,7,0,6,0,
619.51,2607303,211.036083,211.036045,-0.038,-0.180,C8 H7 N2 O5    ,8,7,2,5,0,
-1000.00,2099403,211.040031,211.040068,0.037,0.175,C13 H7 O3      ,13,7,0,3,0,
53.75,14575323,211.061177,211.061197,0.020,0.094,C10 H11 O5     ,10,11,0,5,0,
639.31,2564836,211.072452,211.072430,-0.022,-0.105,C9 H11 N2 O4   ,9,11,2,4,0,
215.61,4323065,211.097540,211.097583,0.043,0.203,C11 H15 O4     ,11,15,0,4,0,
560.98,3110658,211.108819,211.108816,-0.003,-0.015,C10 H15 N2 O3  ,10,15,2,3,0,
-1000.00,6245142,211.133963,211.133968,0.005,0.023,C12 H19 O3     ,12,19,0,3,0,
-1000.00,2856243,211.170307,211.170354,0.047,0.221,C13 H23 O2     ,13,23,0,2,0,
100.07,15905242,212.020042,212.020060,0.019,0.088,C8 H6 N O6     ,8,6,1,6,0,
-1000.00,4326904,212.056410,212.056446,0.036,0.172,C9 H10 N O5    ,9,10,1,5,0,
292.62,3197152,212.986358,212.986318,-0.040,-0.189,C8 H5 O5 S     ,8,5,0,5,1,
172.13,7156974,213.004068,213.004076,0.008,0.038,C8 H5 O7       ,8,5,0,7,0,
505.57,2046202,213.019313,213.019332,0.019,0.091,C12 H5 O4      ,12,5,0,4,0,
64.20,10040587,213.040448,213.040462,0.013,0.062,C9 H9 O6       ,9,9,0,6,0,
33.91,13106472,213.076831,213.076847,0.016,0.077,C10 H13 O5     ,10,13,0,5,0,
526.60,5682481,213.088054,213.088080,0.027,0.126,C9 H13 N2 O4   ,9,13,2,4,0,
-1000.00,2782021,213.113237,213.113233,-0.004,-0.019,C11 H17 O4     ,11,17,0,4,0,
585.65,2160718,213.124320,213.124466,0.146,0.686,C10 H17 N2 O3  ,10,17,2,3,0,
-1000.00,3639651,213.149621,213.149618,-0.002,-0.012,C12 H21 O3     ,12,21,0,3,0,
-1000.00,2043159,214.014445,214.014581,0.136,0.635,C11 H4 N O4    ,11,4,1,4,0,
-1000.00,4182801,214.965565,214.965583,0.017,0.081,C7 H3 O6 S     ,7,3,0,6,1,
260.66,4738889,215.034971,215.034982,0.011,0.053,C12 H7 O4      ,12,7,0,4,0,
-1000.00,14170969,215.056104,215.056112,0.008,0.037,C9 H11 O6      ,9,11,0,6,0,
-1000.00,2029670,215.071319,215.071368,0.049,0.227,C13 H11 O3     ,13,11,0,3,0,
-1000.00,8303479,215.092483,215.092497,0.014,0.067,C10 H15 O5     ,10,15,0,5,0,
181.52,4343700,215.128849,215.128883,0.034,0.158,C11 H19 O4     ,11,19,0,4,0,
-1000.00,11830193,215.165263,215.165268,0.005,0.023,C12 H23 O3     ,12,23,0,3,0,
191.74,5026452,216.087723,216.087746,0.023,0.106,C9 H14 N O5    ,9,14,1,5,0,
-1000.00,6760826,217.014239,217.014247,0.008,0.038,C11 H5 O5      ,11,5,0,5,0,
-1000.00,2431370,217.035364,217.035376,0.012,0.057,C8 H9 O7       ,8,9,0,7,0,
397.04,3254679,217.050624,217.050632,0.008,0.037,C12 H9 O4      ,12,9,0,4,0,
-1000.00,14158247,217.071750,217.071762,0.012,0.054,C9 H13 O6      ,9,13,0,6,0,
-1000.00,2416052,217.086978,217.087018,0.040,0.184,C13 H13 O3     ,13,13,0,3,0,
-1000.00,9923012,217.108129,217.108147,0.018,0.085,C10 H17 O5     ,10,17,0,5,0,
-1000.00,2766286,217.119393,217.119381,-0.012,-0.058,C9 H17 N2 O4   ,9,17,2,4,0,
440.68,2519731,218.045840,218.045881,0.041,0.189,C11 H8 N O4    ,11,8,1,4,0,
266.38,3582888,218.993505,218.993511,0.006,0.027,C10 H3 O6      ,10,3,0,6,0,
100.79,13453253,219.029897,219.029897,-0.000,-0.002,C11 H7 O5      ,11,7,0,5,0,
-1000.00,2576342,219.051051,219.051026,-0.025,-0.112,C8 H11 O7      ,8,11,0,7,0,
-1000.00,4624355,219.066294,219.066282,-0.012,-0.053,C12 H11 O4     ,12,11,0,4,0,
-1000.00,2098661,219.069593,219.069654,0.060,0.276,C9 H15 O4 S    ,9,15,0,4,1,
438.10,2077369,219.976655,219.976876,0.220,1.002,C2 H6 N O9 S   ,2,6,1,9,1,
-1000.00,4246240,220.025120,220.025146,0.026,0.117,C10 H6 N O5    ,10,6,1,5,0,
-1000.00,3726077,220.061549,220.061531,-0.017,-0.079,C11 H10 N O4   ,11,10,1,4,0,
17.17,19766768,221.009163,221.009161,-0.001,-0.007,C10 H5 O6      ,10,5,0,6,0,
-1000.00,22797838,221.045548,221.045547,-0.001,-0.004,C11 H9 O5      ,11,9,0,5,0,
-1000.00,5091882,221.081893,221.081932,0.039,0.177,C12 H13 O4     ,12,13,0,4,0,
-1000.00,2151981,221.085480,221.085304,-0.177,-0.799,C9 H17 O4 S    ,9,17,0,4,1,
-1000.00,5180004,221.154728,221.154703,-0.024,-0.110,C14 H21 O2     ,14,21,0,2,0,
-1000.00,3215624,222.004411,222.004410,-0.000,-0.001,C9 H4 N O6     ,9,4,1,6,0,
194.70,6510885,222.040806,222.040796,-0.010,-0.044,C10 H8 N O5    ,10,8,1,5,0,
-1000.00,3020098,222.077216,222.077181,-0.035,-0.156,C11 H12 N O4   ,11,12,1,4,0,
571.82,2098198,222.988479,222.988426,-0.053,-0.238,C9 H3 O7       ,9,3,0,7,0,
7.26,96461872,223.024811,223.024812,0.000,0.002,C10 H7 O6      ,10,7,0,6,0,
-1000.00,3238463,223.040079,223.040068,-0.011,-0.050,C14 H7 O3      ,14,7,0,3,0,
85.69,13554767,223.061199,223.061197,-0.002,-0.011,C11 H11 O5     ,11,11,0,5,0,
-1000.00,3614828,223.097604,223.097583,-0.022,-0.098,C12 H15 O4     ,12,15,0,4,0,
514.77,3361397,223.108937,223.108816,-0.121,-0.544,C11 H15 N2 O3  ,11,15,2,3,0,
83.12,14960455,224.020052,224.020060,0.008,0.037,C9 H6 N O6     ,9,6,1,6,0,
-1000.00,5842788,224.056460,224.056446,-0.014,-0.061,C10 H10 N O5   ,10,10,1,5,0,
-1000.00,2053183,224.982379,224.982295,-0.084,-0.374,C4 H5 N2 O7 S  ,4,5,2,7,1,
8.48,94235216,225.004082,225.004076,-0.006,-0.028,C9 H5 O7       ,9,5,0,7,0,
14.25,20073070,225.040457,225.040462,0.005,0.020,C10 H9 O6      ,10,9,0,6,0,
651.08,2232694,225.051735,225.051695,-0.040,-0.179,C9 H9 N2 O5    ,9,9,2,5,0,
-1000.00,12450442,225.076848,225.076847,-0.000,-0.002,C11 H13 O5     ,11,13,0,5,0,
479.48,2087061,225.091295,225.091452,0.157,0.698,C7 H17 N2 O4 S ,7,17,2,4,1,
-1000.00,4434599,225.113251,225.113233,-0.018,-0.081,C12 H17 O4     ,12,17,0,4,0,
278.20,4965059,225.149637,225.149618,-0.019,-0.084,C13 H21 O3     ,13,21,0,3,0,
-1000.00,2858720,225.185987,225.186004,0.017,0.075,C14 H25 O2     ,14,25,0,2,0,
-1000.00,9839968,225.999327,225.999325,-0.002,-0.008,C8 H4 N O7     ,8,4,1,7,0,
-1000.00,4715901,226.035664,226.035711,0.047,0.206,C9 H8 N O6     ,9,8,1,6,0,
-1000.00,3656090,226.072118,226.072096,-0.022,-0.095,C10 H12 N O5   ,10,12,1,5,0,
506.29,2071452,226.075372,226.075467,0.095,0.421,C7 H16 N O5 S  ,7,16,1,5,1,
-1000.00,6869122,227.019728,227.019726,-0.002,-0.009,C9 H7 O7       ,9,7,0,7,0,
-1000.00,14368926,227.056106,227.056112,0.006,0.025,C10 H11 O6     ,10,11,0,6,0,
654.95,2792615,227.067325,227.067345,0.020,0.089,C9 H11 N2 O5   ,9,11,2,5,0,
-1000.00,7758011,227.092521,227.092497,-0.023,-0.103,C11 H15 O5     ,11,15,0,5,0,
409.95,8483011,227.103741,227.103731,-0.010,-0.046,C10 H15 N2 O4  ,10,15,2,4,0,
307.11,3464407,227.128852,227.128883,0.030,0.134,C12 H19 O4     ,12,19,0,4,0,
504.44,2217716,227.165265,227.165268,0.003,0.014,C13 H23 O3     ,13,23,0,3,0,
-1000.00,3801360,227.201649,227.201654,0.005,0.021,C14 H27 O2     ,14,27,0,2,0,
425.37,2995597,228.015086,228.014975,-0.111,-0.486,C8 H6 N O7     ,8,6,1,7,0,
574.39,2132376,228.030223,228.030231,0.009,0.038,C12 H6 N O4    ,12,6,1,4,0,
545.17,3107241,228.051404,228.051361,-0.043,-0.189,C9 H10 N O6    ,9,10,1,6,0,
445.99,2268101,228.087745,228.087746,0.001,0.003,C10 H14 N O5   ,10,14,1,5,0,
-1000.00,2545815,229.014216,229.014247,0.031,0.134,C12 H5 O5      ,12,5,0,5,0,
-1000.00,8525480,229.035369,229.035376,0.008,0.033,C9 H9 O7       ,9,9,0,7,0,
363.92,4016820,229.050594,229.050632,0.038,0.167,C13 H9 O4      ,13,9,0,4,0,
-1000.00,18933444,229.071762,229.071762,-0.000,-0.002,C10 H13 O6     ,10,13,0,6,0,
-1000.00,2292432,229.086974,229.087018,0.043,0.189,C14 H13 O3     ,14,13,0,3,0,
93.01,6963936,229.108133,229.108147,0.014,0.060,C11 H17 O5     ,11,17,0,5,0,
-1000.00,3536637,229.144594,229.144533,-0.062,-0.269,C12 H21 O4     ,12,21,0,4,0,
408.36,2497797,229.155699,229.155766,0.067,0.292,C11 H21 N2 O3  ,11,21,2,3,0,
-1000.00,7378713,229.180930,229.180918,-0.011,-0.050,C13 H25 O3     ,13,25,0,3,0,
-1000.00,2176668,230.009470,230.009496,0.025,0.111,C11 H4 N O5    ,11,4,1,5,0,
409.72,3065272,230.045927,230.045881,-0.046,-0.200,C12 H8 N O4    ,12,8,1,4,0,
452.68,3176904,230.067010,230.067011,0.001,0.003,C9 H12 N O6    ,9,12,1,6,0,
49.93,10077360,231.029879,231.029897,0.018,0.079,C12 H7 O5      ,12,7,0,5,0,
-1000.00,14560448,231.051010,231.051026,0.016,0.069,C9 H11 O7      ,9,11,0,7,0,
617.59,3411148,231.066277,231.066282,0.005,0.021,C13 H11 O4     ,13,11,0,4,0,
-1000.00,10513629,231.087411,231.087412,0.000,0.002,C10 H15 O6     ,10,15,0,6,0,
-1000.00,8617209,231.123789,231.123797,0.008,0.036,C11 H19 O5     ,11,19,0,5,0,
262.16,3546369,231.135017,231.135031,0.013,0.058,C10 H19 N2 O4  ,10,19,2,4,0,
-1000.00,2276629,231.160221,231.160183,-0.039,-0.167,C12 H23 O4     ,12,23,0,4,0,
-1000.00,2263162,231.958350,231.958248,-0.102,-0.439,C2 H2 N O12    ,2,2,1,12,0,
-1000.00,2144653,231.982257,231.982236,-0.022,-0.093,C9 H2 N3 O3 S  ,9,2,3,3,1,
-1000.00,8898478,232.025130,232.025146,0.016,0.067,C11 H6 N O5    ,11,6,1,5,0,
436.00,3149258,232.061546,232.061531,-0.015,-0.063,C12 H10 N O4   ,12,10,1,4,0,
479.84,2987994,232.082630,232.082661,0.031,0.133,C9 H14 N O6    ,9,14,1,6,0,
325.32,3234806,232.119047,232.119046,-0.000,-0.001,C10 H18 N O5   ,10,18,1,5,0,
329.93,4178590,233.008599,233.008510,-0.089,-0.383,C3 H9 N2 O8 S  ,3,9,2,8,1,
50.99,22553246,233.009154,233.009161,0.007,0.032,C11 H5 O6      ,11,5,0,6,0,
679.27,2383527,233.020397,233.020395,-0.002,-0.010,C10 H5 N2 O5   ,10,5,2,5,0,
-1000.00,14209722,233.045543,233.045547,0.003,0.015,C12 H9 O5      ,12,9,0,5,0,
-1000.00,3331786,233.066666,233.066676,0.010,0.043,C9 H13 O7      ,9,13,0,7,0,
