mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
319.34,4886245,179.071422,179.071368,-0.055,-0.304,C10 H11 O3     ,10,11,0,3,0,
-1000.00,2127100,179.107806,179.107753,-0.052,-0.292,C11 H15 O2     ,11,15,0,2,0,
408.90,1994366,179.111224,179.111125,-0.099,-0.553,C8 H19 O2 S    ,8,19,0,2,1,
410.04,2828614,180.030253,180.030231,-0.022,-0.121,C8 H6 N O4     ,8,6,1,4,0,
-1000.00,3662173,180.066690,180.066617,-0.074,-0.409,C9 H10 N O3    ,9,10,1,3,0,
297.55,3323327,181.014286,181.014247,-0.039,-0.217,C8 H5 O5       ,8,5,0,5,0,
-1000.00,6417879,181.050674,181.050632,-0.042,-0.231,C9 H9 O4       ,9,9,0,4,0,
428.44,2038489,181.054075,181.054004,-0.072,-0.397,C6 H13 O4 S    ,6,13,0,4,1,
-1000.00,5017071,181.087072,181.087018,-0.054,-0.301,C10 H13 O3     ,10,13,0,3,0,
359.26,2966624,182.045961,182.045881,-0.079,-0.436,C8 H8 N O4     ,8,8,1,4,0,
391.17,2600056,182.082338,182.082267,-0.072,-0.393,C9 H12 N O3    ,9,12,1,3,0,
-1000.00,3823338,183.029958,183.029897,-0.061,-0.335,C8 H7 O5       ,8,7,0,5,0,
510.73,2102519,183.048477,183.048524,0.048,0.261,C9 H11 O2 S    ,9,11,0,2,1,
-1000.00,8923906,183.066338,183.066282,-0.056,-0.304,C9 H11 O4      ,9,11,0,4,0,
491.74,2080563,183.138946,183.139053,0.108,0.589,C11 H19 O2     ,11,19,0,2,0,
582.18,1991243,183.175380,183.175439,0.059,0.321,C12 H23 O      ,12,23,0,1,0,
399.42,2209109,183.955664,183.955746,0.082,0.444,C2 H2 N O7 S   ,2,2,1,7,1,
234.01,4059036,184.061558,184.061531,-0.026,-0.144,C8 H10 N O4    ,8,10,1,4,0,
-1000.00,3332650,185.027846,185.027789,-0.057,-0.309,C8 H9 O3 S     ,8,9,0,3,1,
206.15,6371383,185.045580,185.045547,-0.033,-0.177,C8 H9 O5       ,8,9,0,5,0,
195.68,8447055,185.081993,185.081932,-0.060,-0.325,C9 H13 O4      ,9,13,0,4,0,
-1000.00,2070947,185.952598,185.952769,0.171,0.919,C N O10        ,1,0,1,10,0,
-1000.00,2905337,186.077223,186.077181,-0.042,-0.223,C8 H12 N O4    ,8,12,1,4,0,
526.91,1986566,186.096009,186.095809,-0.200,-1.077,C9 H16 N O S   ,9,16,1,1,1,
-1000.00,9803170,187.061254,187.061197,-0.057,-0.305,C8 H11 O5      ,8,11,0,5,0,
56.22,21177788,187.097622,187.097583,-0.040,-0.212,C9 H15 O4      ,9,15,0,4,0,
-1000.00,2313819,188.056513,188.056446,-0.067,-0.355,C7 H10 N O5    ,7,10,1,5,0,
579.97,2015334,188.071705,188.071702,-0.003,-0.016,C11 H10 N O2   ,11,10,1,2,0,
581.88,2097535,188.108155,188.108088,-0.068,-0.360,C12 H14 N O    ,12,14,1,1,0,
-1000.00,2180612,189.019396,189.019332,-0.064,-0.338,C10 H5 O4      ,10,5,0,4,0,
421.42,2806558,189.055746,189.055718,-0.029,-0.151,C11 H9 O3      ,11,9,0,3,0,
321.57,3894573,189.076874,189.076847,-0.027,-0.142,C8 H13 O5      ,8,13,0,5,0,
-1000.00,2501941,189.087990,189.088080,0.091,0.479,C7 H13 N2 O4   ,7,13,2,4,0,
-1000.00,1996352,189.103332,189.103337,0.005,0.027,C11 H13 N2 O   ,11,13,2,1,0,
335.36,3876522,191.035014,191.034982,-0.032,-0.168,C10 H7 O4      ,10,7,0,4,0,
-1000.00,3824325,191.071392,191.071368,-0.024,-0.128,C11 H11 O3     ,11,11,0,3,0,
-1000.00,2305519,191.128921,191.128883,-0.038,-0.200,C9 H19 O4      ,9,19,0,4,0,
305.11,2834815,192.030336,192.030231,-0.105,-0.545,C9 H6 N O4     ,9,6,1,4,0,
-1000.00,2576282,192.066631,192.066617,-0.015,-0.076,C10 H10 N O3   ,10,10,1,3,0,
-1000.00,6375021,193.050658,193.050632,-0.025,-0.131,C10 H9 O4      ,10,9,0,4,0,
-1000.00,7832200,193.087051,193.087018,-0.033,-0.169,C11 H13 O3     ,11,13,0,3,0,
343.64,2281866,193.090458,193.090389,-0.069,-0.358,C8 H17 O3 S    ,8,17,0,3,1,
-1000.00,2820258,193.123414,193.123403,-0.010,-0.053,C12 H17 O2     ,12,17,0,2,0,
141.92,5806414,194.045937,194.045881,-0.056,-0.289,C9 H8 N O4     ,9,8,1,4,0,
8.19,21428586,194.082300,194.082267,-0.033,-0.170,C10 H12 N O3   ,10,12,1,3,0,
-1000.00,5858350,195.029923,195.029897,-0.026,-0.136,C9 H7 O5       ,9,7,0,5,0,
388.12,2964022,195.041155,195.041130,-0.025,-0.128,C8 H7 N2 O4    ,8,7,2,4,0,
28.00,14722121,195.066313,195.066282,-0.031,-0.159,C10 H11 O4     ,10,11,0,4,0,
662.50,2402385,195.077546,195.077516,-0.031,-0.157,C9 H11 N2 O3   ,9,11,2,3,0,
-1000.00,5090404,195.102744,195.102668,-0.076,-0.391,C11 H15 O3     ,11,15,0,3,0,
-1000.00,3499774,195.986196,195.986258,0.063,0.320,C11 H2 N O S   ,11,2,1,1,1,
-1000.00,4178716,196.025179,196.025146,-0.033,-0.169,C8 H6 N O5     ,8,6,1,5,0,
-1000.00,7186231,196.061578,196.061531,-0.047,-0.238,C9 H10 N O4    ,9,10,1,4,0,
-1000.00,2119562,196.170557,196.170688,0.131,0.667,C12 H22 N O    ,12,22,1,1,0,
-1000.00,3377159,197.009217,197.009161,-0.056,-0.284,C8 H5 O6       ,8,5,0,6,0,
-1000.00,15731234,197.045575,197.045547,-0.028,-0.142,C9 H9 O5       ,9,9,0,5,0,
395.34,2358309,197.048976,197.048918,-0.058,-0.293,C6 H13 O5 S    ,6,13,0,5,1,
668.67,2307627,197.056823,197.056780,-0.042,-0.215,C8 H9 N2 O4    ,8,9,2,4,0,
8.04,19415614,197.081964,197.081932,-0.031,-0.160,C10 H13 O4     ,10,13,0,4,0,
-1000.00,2024054,197.154719,197.154703,-0.015,-0.078,C12 H21 O2     ,12,21,0,2,0,
341.10,2245227,197.976684,197.976756,0.073,0.368,C9 N3 O S      ,9,0,3,1,1,
-1000.00,3746076,198.040833,198.040796,-0.037,-0.185,C8 H8 N O5     ,8,8,1,5,0,
544.10,2298407,198.055491,198.055401,-0.090,-0.454,C4 H12 N3 O4 S ,4,12,3,4,1,
346.60,3603768,198.077211,198.077181,-0.029,-0.147,C9 H12 N O4    ,9,12,1,4,0,
185.86,4924421,199.007094,199.007053,-0.041,-0.204,C8 H7 O4 S     ,8,7,0,4,1,
-1000.00,3705363,199.024858,199.024812,-0.047,-0.236,C8 H7 O6       ,8,7,0,6,0,
55.42,20441134,199.061222,199.061197,-0.025,-0.124,C9 H11 O5      ,9,11,0,5,0,
50.50,12187723,199.097619,199.097583,-0.036,-0.181,C10 H15 O4     ,10,15,0,4,0,
257.69,5614388,200.056458,200.056446,-0.012,-0.058,C8 H10 N O5    ,8,10,1,5,0,
151.69,8578612,201.040494,201.040462,-0.033,-0.164,C8 H9 O6       ,8,9,0,6,0,
-1000.00,2872385,201.055708,201.055718,0.010,0.051,C12 H9 O3      ,12,9,0,3,0,
10.99,19131984,201.076881,201.076847,-0.034,-0.167,C9 H13 O5      ,9,13,0,5,0,
49.58,11183726,201.113265,201.113233,-0.032,-0.161,C10 H17 O4     ,10,17,0,4,0,
503.50,3164000,202.072155,202.072096,-0.059,-0.293,C8 H12 N O5    ,8,12,1,5,0,
-1000.00,3699803,203.035058,203.034982,-0.076,-0.375,C11 H7 O4      ,11,7,0,4,0,
-1000.00,3517021,203.038347,203.038354,0.007,0.034,C8 H11 O4 S    ,8,11,0,4,1,
609.21,2233955,203.046271,203.046216,-0.055,-0.273,C10 H7 N2 O3   ,10,7,2,3,0,
-1000.00,8277099,203.056137,203.056112,-0.025,-0.124,C8 H11 O6      ,8,11,0,6,0,
-1000.00,3584631,203.071420,203.071368,-0.052,-0.255,C12 H11 O3     ,12,11,0,3,0,
206.97,5883016,203.092528,203.092497,-0.030,-0.149,C9 H15 O5      ,9,15,0,5,0,
547.81,2196884,203.107688,203.107753,0.065,0.322,C13 H15 O2     ,13,15,0,2,0,
-1000.00,2850675,204.030334,204.030231,-0.103,-0.503,C10 H6 N O4    ,10,6,1,4,0,
359.97,2740112,204.066635,204.066617,-0.018,-0.090,C11 H10 N O3   ,11,10,1,3,0,
-1000.00,2844295,205.014273,205.014247,-0.026,-0.125,C10 H5 O5      ,10,5,0,5,0,
500.47,3075722,205.017675,205.017618,-0.057,-0.280,C7 H9 O5 S     ,7,9,0,5,1,
586.75,2217104,205.025532,205.025480,-0.052,-0.255,C9 H5 N2 O4    ,9,5,2,4,0,
176.99,7360164,205.050655,205.050632,-0.022,-0.109,C11 H9 O4      ,11,9,0,4,0,
-1000.00,2298549,205.071719,205.071762,0.043,0.208,C8 H13 O6      ,8,13,0,6,0,
-1000.00,4968130,205.087069,205.087018,-0.051,-0.251,C12 H13 O3     ,12,13,0,3,0,
-1000.00,3110111,205.123429,205.123403,-0.026,-0.127,C13 H17 O2     ,13,17,0,2,0,
-1000.00,4396486,206.045923,206.045881,-0.042,-0.204,C10 H8 N O4    ,10,8,1,4,0,
252.20,7285972,207.012171,207.012139,-0.032,-0.156,C10 H7 O3 S    ,10,7,0,3,1,
-1000.00,5828835,207.029941,207.029897,-0.044,-0.213,C10 H7 O5      ,10,7,0,5,0,
642.43,2232044,207.041132,207.041130,-0.001,-0.007,C9 H7 N2 O4    ,9,7,2,4,0,
-1000.00,11172096,207.066304,207.066282,-0.021,-0.102,C11 H11 O4     ,11,11,0,4,0,
232.53,6506782,207.102685,207.102668,-0.017,-0.082,C12 H15 O3     ,12,15,0,3,0,
-1000.00,2735931,207.139127,207.139053,-0.074,-0.357,C13 H19 O2     ,13,19,0,2,0,
460.39,2311678,208.007540,208.007388,-0.153,-0.734,C9 H6 N O3 S   ,9,6,1,3,1,
-1000.00,3437068,208.025188,208.025146,-0.042,-0.201,C9 H6 N O5     ,9,6,1,5,0,
221.46,5902378,208.061582,208.061531,-0.050,-0.241,C10 H10 N O4   ,10,10,1,4,0,
-1000.00,2804808,208.097889,208.097917,0.028,0.134,C11 H14 N O3   ,11,14,1,3,0,
-1000.00,4140849,209.009219,209.009161,-0.058,-0.275,C9 H5 O6       ,9,5,0,6,0,
-1000.00,11808591,209.045576,209.045547,-0.029,-0.138,C10 H9 O5      ,10,9,0,5,0,
671.90,3047256,209.056809,209.056780,-0.029,-0.137,C9 H9 N2 O4    ,9,9,2,4,0,
547.97,2113886,209.063991,209.064174,0.183,0.877,C11 H13 O2 S   ,11,13,0,2,1,
7.39,19470188,209.081967,209.081932,-0.034,-0.164,C11 H13 O4     ,11,13,0,4,0,
-1000.00,5552011,209.118349,209.118318,-0.031,-0.149,C12 H17 O3     ,12,17,0,3,0,
-1000.00,3040680,209.154655,209.154703,0.049,0.232,C13 H21 O2     ,13,21,0,2,0,
-1000.00,6823552,210.040844,210.040796,-0.048,-0.228,C9 H8 N O5     ,9,8,1,5,0,
-1000.00,7234206,210.077188,210.077181,-0.006,-0.031,C10 H12 N O4   ,10,12,1,4,0,
-1000.00,2303103,210.970756,210.970668,-0.088,-0.415,C8 H3 O5 S     ,8,3,0,5,1,
419.58,2233489,210.991610,210.991797,0.187,0.887,C5 H7 O7 S     ,5,7,0,7,1,
-1000.00,2861981,211.007137,211.007053,-0.084,-0.397,C9 H7 O4 S     ,9,7,0,4,1,
-1000.00,9117100,211.024848,211.024812,-0.037,-0.175,C9 H7 O6       ,9,7,0,6,0,
645.34,3199413,211.036122,211.036045,-0.077,-0.367,C8 H7 N2 O5    ,8,7,2,5,0,
19.93,30924234,211.061233,211.061197,-0.036,-0.169,C10 H11 O5     ,10,11,0,5,0,
675.49,3852755,211.072471,211.072430,-0.040,-0.191,C9 H11 N2 O4   ,9,11,2,4,0,
21.73,17378792,211.097603,211.097583,-0.020,-0.095,C11 H15 O4     ,11,15,0,4,0,
-1000.00,2176006,211.134047,211.133968,-0.079,-0.372,C12 H19 O3     ,12,19,0,3,0,
518.39,2285282,212.017775,212.017559,-0.216,-1.018,C12 H6 N O S   ,12,6,1,1,1,
466.63,2901220,212.020139,212.020060,-0.078,-0.369,C8 H6 N O6     ,8,6,1,6,0,
617.05,2339313,212.035276,212.035317,0.041,0.191,C12 H6 N O3    ,12,6,1,3,0,
-1000.00,8532226,212.056467,212.056446,-0.021,-0.097,C9 H10 N O5    ,9,10,1,5,0,
-1000.00,3757345,212.092841,212.092832,-0.009,-0.043,C10 H14 N O4   ,10,14,1,4,0,
333.29,3585062,213.022743,213.022704,-0.040,-0.187,C9 H9 O4 S     ,9,9,0,4,1,
-1000.00,17601588,213.040497,213.040462,-0.035,-0.167,C9 H9 O6       ,9,9,0,6,0,
672.20,2619966,213.051778,213.051695,-0.083,-0.389,C8 H9 N2 O5    ,8,9,2,5,0,
7.25,43271252,213.076888,213.076847,-0.041,-0.191,C10 H13 O5     ,10,13,0,5,0,
-1000.00,9004145,213.113279,213.113233,-0.046,-0.217,C11 H17 O4     ,11,17,0,4,0,
458.30,2178932,214.035752,214.035711,-0.041,-0.192,C8 H8 N O6     ,8,8,1,6,0,
107.47,8667026,214.072128,214.072096,-0.032,-0.150,C9 H12 N O5    ,9,12,1,5,0,
268.91,2787997,215.002021,215.001968,-0.052,-0.244,C8 H7 O5 S     ,8,7,0,5,1,
-1000.00,3066028,215.019764,215.019726,-0.038,-0.175,C8 H7 O7       ,8,7,0,7,0,
13.42,27790026,215.056145,215.056112,-0.033,-0.154,C9 H11 O6      ,9,11,0,6,0,
656.89,2047700,215.067463,215.067345,-0.118,-0.547,C8 H11 N2 O5   ,8,11,2,5,0,
-1000.00,2704087,215.071401,215.071368,-0.033,-0.156,C13 H11 O3     ,13,11,0,3,0,
29.17,20876008,215.092527,215.092497,-0.030,-0.139,C10 H15 O5     ,10,15,0,5,0,
8.65,16833288,215.128913,215.128883,-0.030,-0.141,C11 H19 O4     ,11,19,0,4,0,
-1000.00,2903846,215.165307,215.165268,-0.039,-0.179,C12 H23 O3     ,12,23,0,3,0,
465.53,2292733,216.030303,216.030231,-0.072,-0.333,C11 H6 N O4    ,11,6,1,4,0,
509.53,2842112,216.033662,216.033603,-0.060,-0.277,C8 H10 N O4 S  ,8,10,1,4,1,
588.53,2805263,216.051426,216.051361,-0.066,-0.303,C8 H10 N O6    ,8,10,1,6,0,
487.04,2712862,216.981247,216.981233,-0.015,-0.067,C7 H5 O6 S     ,7,5,0,6,1,
400.58,3641661,217.017689,217.017618,-0.071,-0.328,C8 H9 O5 S     ,8,9,0,5,1,
521.81,3279692,217.035352,217.035376,0.024,0.111,C8 H9 O7       ,8,9,0,7,0,
201.76,5262681,217.050702,217.050632,-0.069,-0.320,C12 H9 O4      ,12,9,0,4,0,
300.31,2654044,217.054053,217.054004,-0.049,-0.227,C9 H13 O4 S    ,9,13,0,4,1,
-1000.00,14586218,217.071804,217.071762,-0.043,-0.196,C9 H13 O6      ,9,13,0,6,0,
-1000.00,3070327,217.087053,217.087018,-0.035,-0.163,C13 H13 O3     ,13,13,0,3,0,
-1000.00,12228986,217.090426,217.090389,-0.037,-0.171,C10 H17 O3 S   ,10,17,0,3,1,
-1000.00,9294217,217.108172,217.108147,-0.025,-0.113,C10 H17 O5     ,10,17,0,5,0,
-1000.00,2982294,217.123409,217.123403,-0.006,-0.026,C14 H17 O2     ,14,17,0,2,0,
314.01,2918534,218.012897,218.012867,-0.030,-0.138,C7 H8 N O5 S   ,7,8,1,5,1,
215.29,3737762,218.045910,218.045881,-0.029,-0.133,C11 H8 N O4    ,11,8,1,4,0,
-1000.00,2159553,218.082299,218.082267,-0.032,-0.146,C12 H12 N O3   ,12,12,1,3,0,
166.47,8026084,219.029924,219.029897,-0.027,-0.122,C11 H7 O5      ,11,7,0,5,0,
266.37,3342311,219.033287,219.033268,-0.019,-0.086,C8 H11 O5 S    ,8,11,0,5,1,
634.19,2997741,219.041138,219.041130,-0.008,-0.034,C10 H7 N2 O4   ,10,7,2,4,0,
573.44,2053622,219.050968,219.051026,0.058,0.266,C8 H11 O7      ,8,11,0,7,0,
44.82,9594883,219.066307,219.066282,-0.025,-0.113,C12 H11 O4     ,12,11,0,4,0,
-1000.00,5230626,219.102699,219.102668,-0.031,-0.144,C13 H15 O3     ,13,15,0,3,0,
-1000.00,2500401,220.025242,220.025146,-0.096,-0.437,C10 H6 N O5    ,10,6,1,5,0,
-1000.00,4192080,220.061556,220.061531,-0.025,-0.114,C11 H10 N O4   ,11,10,1,4,0,
-1000.00,2616175,220.097968,220.097917,-0.051,-0.230,C12 H14 N O3   ,12,14,1,3,0,
-1000.00,4657783,221.009220,221.009161,-0.059,-0.266,C10 H5 O6      ,10,5,0,6,0,
630.12,2288768,221.020428,221.020395,-0.033,-0.150,C9 H5 N2 O5    ,9,5,2,5,0,
105.96,13827734,221.045575,221.045547,-0.028,-0.125,C11 H9 O5      ,11,9,0,5,0,
333.60,4189849,221.049001,221.048918,-0.082,-0.373,C8 H13 O5 S    ,8,13,0,5,1,
671.22,2249375,221.056805,221.056780,-0.025,-0.114,C10 H9 N2 O4   ,10,9,2,4,0,
-1000.00,15232693,221.081980,221.081932,-0.047,-0.214,C12 H13 O4     ,12,13,0,4,0,
-1000.00,6061780,221.118342,221.118318,-0.024,-0.109,C13 H17 O3     ,13,17,0,3,0,
-1000.00,3106547,221.154760,221.154703,-0.056,-0.255,C14 H21 O2     ,14,21,0,2,0,
147.06,10084839,222.040847,222.040796,-0.051,-0.228,C10 H8 N O5    ,10,8,1,5,0,
-1000.00,5230086,222.077253,222.077181,-0.072,-0.323,C11 H12 N O4   ,11,12,1,4,0,
368.72,2156646,222.189477,222.189709,0.233,1.047,C11 H28 N O S  ,11,28,1,1,1,
605.52,2116890,222.999823,222.999659,-0.164,-0.735,C8 H3 N2 O6    ,8,3,2,6,0,
474.00,2426145,223.007145,223.007053,-0.092,-0.411,C10 H7 O4 S    ,10,7,0,4,1,
-1000.00,10128688,223.024842,223.024812,-0.031,-0.137,C10 H7 O6      ,10,7,0,6,0,
553.39,2297651,223.028185,223.028183,-0.002,-0.011,C7 H11 O6 S    ,7,11,0,6,1,
646.24,3593529,223.036121,223.036045,-0.076,-0.342,C9 H7 N2 O5    ,9,7,2,5,0,
9.84,22095182,223.061243,223.061197,-0.046,-0.207,C11 H11 O5     ,11,11,0,5,0,
379.27,3870034,223.064596,223.064568,-0.028,-0.125,C8 H15 O5 S    ,8,15,0,5,1,
676.60,3947865,223.072457,223.072430,-0.026,-0.118,C10 H11 N2 O4  ,10,11,2,4,0,
5.65,19424622,223.097636,223.097583,-0.053,-0.239,C12 H15 O4     ,12,15,0,4,0,
356.54,2999693,223.133965,223.133968,0.003,0.014,C13 H19 O3     ,13,19,0,3,0,
551.36,3236996,224.020069,224.020060,-0.008,-0.037,C9 H6 N O6     ,9,6,1,6,0,
-1000.00,10739875,224.056479,224.056446,-0.033,-0.149,C10 H10 N O5   ,10,10,1,5,0,
640.18,2395565,224.067774,224.067679,-0.095,-0.424,C9 H10 N3 O4   ,9,10,3,4,0,
145.13,5607618,224.092873,224.092832,-0.042,-0.187,C11 H14 N O4   ,11,14,1,4,0,
426.02,3443916,224.104087,224.104065,-0.022,-0.099,C10 H14 N3 O3  ,10,14,3,3,0,
-1000.00,6949839,225.004124,225.004076,-0.048,-0.214,C9 H5 O7       ,9,5,0,7,0,
493.90,3371999,225.022763,225.022704,-0.060,-0.266,C10 H9 O4 S    ,10,9,0,4,1,
549.13,2219497,225.033877,225.033937,0.060,0.266,C9 H9 N2 O3 S  ,9,9,2,3,1,
-1000.00,20589550,225.040502,225.040462,-0.040,-0.179,C10 H9 O6      ,10,9,0,6,0,
671.46,4530168,225.051730,225.051695,-0.035,-0.157,C9 H9 N2 O5    ,9,9,2,5,0,
24.99,45435916,225.076880,225.076847,-0.033,-0.148,C11 H13 O5     ,11,13,0,5,0,
682.87,3196439,225.088084,225.088080,-0.004,-0.017,C10 H13 N2 O4  ,10,13,2,4,0,
-1000.00,15350829,225.113275,225.113233,-0.043,-0.190,C12 H17 O4     ,12,17,0,4,0,
719.34,2129996,225.149627,225.149618,-0.009,-0.039,C13 H21 O3     ,13,21,0,3,0,
275.98,7339844,226.035760,226.035711,-0.049,-0.218,C9 H8 N O6     ,9,8,1,6,0,
-1000.00,12210019,226.072135,226.072096,-0.039,-0.173,C10 H12 N O5   ,10,12,1,5,0,
341.15,2931587,226.108489,226.108482,-0.008,-0.034,C11 H16 N O4   ,11,16,1,4,0,
-1000.00,2996866,227.002014,227.001968,-0.046,-0.203,C9 H7 O5 S     ,9,7,0,5,1,
-1000.00,3788434,227.019752,227.019726,-0.026,-0.115,C9 H7 O7       ,9,7,0,7,0,
507.83,2193049,227.028674,227.028458,-0.216,-0.951,C12 H7 N2 O S  ,12,7,2,1,1,
513.17,4183714,227.038395,227.038354,-0.041,-0.182,C10 H11 O4 S   ,10,11,0,4,1,
22.20,46420656,227.056146,227.056112,-0.034,-0.150,C10 H11 O6     ,10,11,0,6,0,
681.28,4299451,227.067364,227.067345,-0.019,-0.084,C9 H11 N2 O5   ,9,11,2,5,0,
572.85,2458824,227.082684,227.082601,-0.083,-0.364,C13 H11 N2 O2  ,13,11,2,2,0,
9.70,50754256,227.092542,227.092497,-0.045,-0.199,C11 H15 O5     ,11,15,0,5,0,
663.81,2354394,227.103819,227.103731,-0.088,-0.389,C10 H15 N2 O4  ,10,15,2,4,0,
-1000.00,2348765,227.107873,227.107753,-0.120,-0.529,C15 H15 O2     ,15,15,0,2,0,
178.54,7590640,227.128902,227.128883,-0.019,-0.085,C12 H19 O4     ,12,19,0,4,0,
650.18,2121220,228.045706,228.045487,-0.219,-0.961,C16 H6 N O     ,16,6,1,1,0,
110.47,9070088,228.051404,228.051361,-0.043,-0.189,C9 H10 N O6    ,9,10,1,6,0,
167.51,6489640,228.087784,228.087746,-0.037,-0.164,C10 H14 N O5   ,10,14,1,5,0,
116.28,10979656,229.017661,229.017618,-0.043,-0.189,C9 H9 O5 S     ,9,9,0,5,1,
73.99,22837590,229.035406,229.035376,-0.030,-0.131,C9 H9 O7       ,9,9,0,7,0,
628.67,4516196,229.050684,229.050632,-0.051,-0.223,C13 H9 O4      ,13,9,0,4,0,
525.60,2883431,229.054082,229.054004,-0.079,-0.344,C10 H13 O4 S   ,10,13,0,4,1,
594.69,2218094,229.061974,229.061866,-0.108,-0.473,C12 H9 N2 O3   ,12,9,2,3,0,
12.31,62650744,229.071801,229.071762,-0.039,-0.172,C10 H13 O6     ,10,13,0,6,0,
-1000.00,2874755,229.087067,229.087018,-0.049,-0.214,C14 H13 O3     ,14,13,0,3,0,
9.27,18971030,229.108176,229.108147,-0.029,-0.126,C11 H17 O5     ,11,17,0,5,0,
