mSigma,Observed Intens,Observed m/z,calc. m/z,err mDa,err ppm,sum formula,C,H,N,O,S,
484.66,5096107,383.189646,383.189769,0.123,0.320,C20 H31 O5 S   ,20,31,0,5,1,
-1000.00,15899320,383.207479,383.207527,0.048,0.126,C20 H31 O7     ,20,31,0,7,0,
-1000.00,3008212,383.243959,383.243912,-0.047,-0.121,C21 H35 O6     ,21,35,0,6,0,
590.32,6542643,384.036127,384.036104,-0.023,-0.059,C18 H10 N O9   ,18,10,1,9,0,
487.42,4941110,384.039547,384.039476,-0.071,-0.186,C15 H14 N O9 S ,15,14,1,9,1,
355.69,13942083,384.057220,384.057234,0.014,0.037,C15 H14 N O11  ,15,14,1,11,0,
618.87,6329679,384.072502,384.072490,-0.012,-0.030,C19 H14 N O8   ,19,14,1,8,0,
497.80,4943185,384.075692,384.075861,0.169,0.441,C16 H18 N O8 S ,16,18,1,8,1,
202.54,25763166,384.093640,384.093619,-0.020,-0.053,C16 H18 N O10  ,16,18,1,10,0,
628.87,5518696,384.105011,384.104853,-0.158,-0.412,C15 H18 N3 O9  ,15,18,3,9,0,
622.40,4892011,384.108907,384.108876,-0.031,-0.081,C20 H18 N O7   ,20,18,1,7,0,
293.41,20184442,384.129989,384.130005,0.016,0.042,C17 H22 N O9   ,17,22,1,9,0,
592.08,4663683,384.140913,384.141238,0.325,0.846,C16 H22 N3 O8  ,16,22,3,8,0,
595.75,9538967,384.166430,384.166390,-0.040,-0.103,C18 H26 N O8   ,18,26,1,8,0,
287.25,11939784,384.901810,384.901581,-0.230,-0.597,C4 H O21       ,4,1,0,21,0,
415.35,3147785,384.987142,384.987106,-0.036,-0.093,C14 H9 O11 S   ,14,9,0,11,1,
514.65,3397655,385.004743,385.004351,-0.393,-1.020,C27 H N2 O2    ,27,1,2,2,0,
567.54,3397655,385.004743,385.004864,0.120,0.313,C14 H9 O13     ,14,9,0,13,0,
372.87,12439586,385.020098,385.020120,0.023,0.059,C18 H9 O10     ,18,9,0,10,0,
425.75,7770149,385.023475,385.023491,0.016,0.042,C15 H13 O10 S  ,15,13,0,10,1,
609.29,3973163,385.031625,385.031353,-0.271,-0.704,C17 H9 N2 O9   ,17,9,2,9,0,
566.50,2968622,385.034675,385.034725,0.050,0.129,C14 H13 N2 O9 S,14,13,2,9,1,
75.26,44261428,385.041267,385.041249,-0.017,-0.045,C15 H13 O12    ,15,13,0,12,0,
612.24,2802747,385.052492,385.052483,-0.009,-0.024,C14 H13 N2 O11 ,14,13,2,11,0,
611.96,13733950,385.056507,385.056506,-0.002,-0.004,C19 H13 O9     ,19,13,0,9,0,
498.08,10092609,385.059819,385.059877,0.058,0.152,C16 H17 O9 S   ,16,17,0,9,1,
680.23,6561863,385.067847,385.067739,-0.108,-0.280,C18 H13 N2 O8  ,18,13,2,8,0,
627.93,5105736,385.069579,385.069260,-0.319,-0.829,C27 H13 O S    ,27,13,0,1,1,
643.70,6191178,385.071191,385.071110,-0.081,-0.210,C15 H17 N2 O8 S,15,17,2,8,1,
104.76,89612368,385.077606,385.077635,0.029,0.075,C16 H17 O11    ,16,17,0,11,0,
581.33,10469463,385.088911,385.088868,-0.043,-0.111,C15 H17 N2 O10 ,15,17,2,10,0,
639.27,12492890,385.092864,385.092891,0.027,0.070,C20 H17 O8     ,20,17,0,8,0,
482.52,11575388,385.096152,385.096262,0.111,0.288,C17 H21 O8 S   ,17,21,0,8,1,
704.55,5599331,385.104449,385.104124,-0.324,-0.842,C19 H17 N2 O7  ,19,17,2,7,0,
154.18,112255080,385.114043,385.114020,-0.023,-0.059,C17 H21 O10    ,17,21,0,10,0,
731.78,8814705,385.123645,385.123403,-0.242,-0.628,C28 H17 O2     ,28,17,0,2,0,
588.94,7317619,385.125355,385.125254,-0.101,-0.263,C16 H21 N2 O9  ,16,21,2,9,0,
621.80,13406326,385.129305,385.129277,-0.028,-0.073,C21 H21 O7     ,21,21,0,7,0,
460.61,14217336,385.132605,385.132648,0.043,0.111,C18 H25 O7 S   ,18,25,0,7,1,
199.22,69099656,385.150376,385.150406,0.030,0.079,C18 H25 O9     ,18,25,0,9,0,
699.06,6158477,385.159932,385.159789,-0.144,-0.373,C29 H21 O      ,29,21,0,1,0,
551.02,13267089,385.165630,385.165662,0.032,0.084,C22 H25 O6     ,22,25,0,6,0,
414.10,13480084,385.168998,385.169033,0.036,0.093,C19 H29 O6 S   ,19,29,0,6,1,
184.29,25567394,385.186817,385.186791,-0.026,-0.067,C19 H29 O8     ,19,29,0,8,0,
522.54,5068973,385.202084,385.202048,-0.037,-0.095,C23 H29 O5     ,23,29,0,5,0,
-1000.00,4763837,385.223076,385.223177,0.101,0.262,C20 H33 O7     ,20,33,0,7,0,
-1000.00,3003593,385.238593,385.238433,-0.160,-0.414,C24 H33 O4     ,24,33,0,4,0,
434.12,6331161,386.015428,386.015369,-0.059,-0.154,C17 H8 N O10   ,17,8,1,10,0,
569.59,3748635,386.018732,386.018740,0.008,0.021,C14 H12 N O10 S,14,12,1,10,1,
578.99,8508212,386.051760,386.051755,-0.006,-0.014,C18 H12 N O9   ,18,12,1,9,0,
495.49,5260087,386.055122,386.055126,0.004,0.010,C15 H16 N O9 S ,15,16,1,9,1,
477.75,14324548,386.072912,386.072884,-0.028,-0.073,C15 H16 N O11  ,15,16,1,11,0,
691.65,7889744,386.088053,386.088140,0.087,0.225,C19 H16 N O8   ,19,16,1,8,0,
459.16,5131091,386.091421,386.091511,0.090,0.234,C16 H20 N O8 S ,16,20,1,8,1,
602.09,6581081,386.099422,386.099373,-0.048,-0.125,C18 H16 N3 O7  ,18,16,3,7,0,
412.17,19268448,386.109287,386.109269,-0.018,-0.045,C16 H20 N O10  ,16,20,1,10,0,
580.40,4840297,386.120612,386.120503,-0.109,-0.282,C15 H20 N3 O9  ,15,20,3,9,0,
511.17,2910058,386.122045,386.122024,-0.021,-0.054,C24 H20 N O2 S ,24,20,1,2,1,
607.52,5905260,386.124474,386.124526,0.051,0.133,C20 H20 N O7   ,20,20,1,7,0,
514.71,14136188,386.145704,386.145655,-0.049,-0.127,C17 H24 N O9   ,17,24,1,9,0,
577.03,3704708,386.156674,386.156888,0.214,0.554,C16 H24 N3 O8  ,16,24,3,8,0,
585.39,4623239,386.160892,386.160911,0.019,0.050,C21 H24 N O6   ,21,24,1,6,0,
563.15,5424024,386.182062,386.182040,-0.021,-0.055,C18 H28 N O8   ,18,28,1,8,0,
272.68,5731844,386.999391,386.999385,-0.007,-0.017,C17 H7 O11     ,17,7,0,11,0,
462.99,5000711,387.002704,387.002756,0.052,0.134,C14 H11 O11 S  ,14,11,0,11,1,
512.49,3977739,387.008549,387.008629,0.080,0.207,C7 H15 O16 S   ,7,15,0,16,1,
724.31,3977739,387.008549,387.008768,0.218,0.564,C28 H3 O3      ,28,3,0,3,0,
435.42,9115156,387.020556,387.020514,-0.042,-0.107,C14 H11 O13    ,14,11,0,13,0,
309.51,18384416,387.035798,387.035770,-0.028,-0.073,C18 H11 O10    ,18,11,0,10,0,
435.89,8861218,387.039172,387.039141,-0.031,-0.080,C15 H15 O10 S  ,15,15,0,10,1,
483.07,5361191,387.044857,387.044502,-0.356,-0.919,C21 H11 N2 O4 S,21,11,2,4,1,
520.43,5361191,387.044857,387.045015,0.157,0.406,C8 H19 O15 S   ,8,19,0,15,1,
729.52,5361191,387.044857,387.045153,0.296,0.764,C29 H7 O2      ,29,7,0,2,0,
570.01,5678632,387.047152,387.047004,-0.148,-0.383,C17 H11 N2 O9  ,17,11,2,9,0,
79.78,48916016,387.056880,387.056899,0.020,0.051,C15 H15 O12    ,15,15,0,12,0,
91.60,20186684,387.072157,387.072156,-0.002,-0.004,C19 H15 O9     ,19,15,0,9,0,
410.06,15943230,387.075473,387.075527,0.054,0.140,C16 H19 O9 S   ,16,19,0,9,1,
610.88,9528900,387.083356,387.083389,0.033,0.086,C18 H15 N2 O8  ,18,15,2,8,0,
543.36,13891141,387.085270,387.084910,-0.360,-0.931,C27 H15 O S    ,27,15,0,1,1,
593.63,3762758,387.086898,387.086760,-0.138,-0.356,C15 H19 N2 O8 S,15,19,2,8,1,
222.22,62711372,387.093293,387.093285,-0.008,-0.022,C16 H19 O11    ,16,19,0,11,0,
744.29,8566354,387.102931,387.102668,-0.263,-0.680,C27 H15 O3     ,27,15,0,3,0,
618.45,6500948,387.104633,387.104518,-0.114,-0.295,C15 H19 N2 O10 ,15,19,2,10,0,
523.12,23791190,387.108567,387.108541,-0.026,-0.067,C20 H19 O8     ,20,19,0,8,0,
424.89,17163866,387.111875,387.111912,0.037,0.096,C17 H23 O8 S   ,17,23,0,8,1,
585.16,7325279,387.119566,387.119775,0.208,0.537,C19 H19 N2 O7  ,19,19,2,7,0,
336.83,47228520,387.129658,387.129671,0.013,0.033,C17 H23 O10    ,17,23,0,10,0,
596.90,10733166,387.139323,387.139053,-0.270,-0.697,C28 H19 O2     ,28,19,0,2,0,
286.78,27952754,387.144919,387.144927,0.008,0.021,C21 H23 O7     ,21,23,0,7,0,
496.74,10548853,387.148258,387.148298,0.040,0.103,C18 H27 O7 S   ,18,27,0,7,1,
271.82,23537282,387.166065,387.166056,-0.009,-0.023,C18 H27 O9     ,18,27,0,9,0,
168.84,19261070,387.181322,387.181312,-0.010,-0.025,C22 H27 O6     ,22,27,0,6,0,
522.44,6444689,387.184603,387.184683,0.080,0.208,C19 H31 O6 S   ,19,31,0,6,1,
-1000.00,6508190,387.202515,387.202442,-0.074,-0.190,C19 H31 O8     ,19,31,0,8,0,
60.65,7698090,387.217716,387.217698,-0.018,-0.046,C23 H31 O5     ,23,31,0,5,0,
456.76,7682322,388.030999,388.031019,0.020,0.051,C17 H10 N O10  ,17,10,1,10,0,
575.64,4172052,388.034292,388.034390,0.098,0.253,C14 H14 N O10 S,14,14,1,10,1,
495.76,12142893,388.067425,388.067405,-0.021,-0.053,C18 H14 N O9   ,18,14,1,9,0,
581.56,6986032,388.070759,388.070776,0.017,0.045,C15 H18 N O9 S ,15,18,1,9,1,
534.09,6486326,388.078704,388.078638,-0.066,-0.171,C17 H14 N3 O8  ,17,14,3,8,0,
538.56,10053949,388.088493,388.088534,0.041,0.105,C15 H18 N O11  ,15,18,1,11,0,
501.06,11458888,388.103753,388.103790,0.037,0.096,C19 H18 N O8   ,19,18,1,8,0,
614.11,6758737,388.115046,388.115024,-0.022,-0.057,C18 H18 N3 O7  ,18,18,3,7,0,
550.71,14055768,388.124950,388.124919,-0.030,-0.078,C16 H22 N O10  ,16,22,1,10,0,
522.06,8702308,388.140153,388.140176,0.023,0.059,C20 H22 N O7   ,20,22,1,7,0,
706.76,4706669,388.151691,388.151409,-0.282,-0.728,C19 H22 N3 O6  ,19,22,3,6,0,
592.22,7272820,388.161280,388.161305,0.025,0.064,C17 H26 N O9   ,17,26,1,9,0,
583.47,2959744,388.176826,388.176561,-0.265,-0.683,C21 H26 N O6   ,21,26,1,6,0,
604.55,3339663,388.197799,388.197691,-0.108,-0.279,C18 H30 N O8   ,18,30,1,8,0,
387.38,3062251,388.997253,388.997277,0.023,0.060,C17 H9 O9 S    ,17,9,0,9,1,
225.33,16174072,389.015031,389.015035,0.003,0.009,C17 H9 O11     ,17,9,0,11,0,
487.78,5508091,389.018423,389.018406,-0.017,-0.044,C14 H13 O11 S  ,14,13,0,11,1,
472.61,5127167,389.024178,389.023766,-0.412,-1.058,C20 H9 N2 O5 S ,20,9,2,5,1,
531.37,5127167,389.024178,389.024279,0.102,0.261,C7 H17 O16 S   ,7,17,0,16,1,
720.71,5127167,389.024178,389.024418,0.240,0.617,C28 H5 O3      ,28,5,0,3,0,
583.23,10894344,389.036173,389.036164,-0.009,-0.024,C14 H13 O13    ,14,13,0,13,0,
158.42,27675668,389.051418,389.051420,0.003,0.007,C18 H13 O10    ,18,13,0,10,0,
458.63,14326806,389.054801,389.054791,-0.009,-0.024,C15 H17 O10 S  ,15,17,0,10,1,
484.51,7015451,389.060491,389.060152,-0.339,-0.871,C21 H13 N2 O4 S,21,13,2,4,1,
521.16,7015451,389.060491,389.060665,0.174,0.447,C8 H21 O15 S   ,8,21,0,15,1,
747.09,7015451,389.060491,389.060803,0.312,0.803,C29 H9 O2      ,29,9,0,2,0,
556.45,11406364,389.062625,389.062654,0.028,0.072,C17 H13 N2 O9  ,17,13,2,9,0,
545.03,5598238,389.064488,389.064174,-0.313,-0.805,C26 H13 O2 S   ,26,13,0,2,1,
199.56,27626532,389.072515,389.072550,0.034,0.089,C15 H17 O12    ,15,17,0,12,0,
495.98,2896934,389.074990,389.075408,0.418,1.075,C25 H13 N2 O S ,25,13,2,1,1,
650.88,5577771,389.082217,389.081932,-0.284,-0.731,C26 H13 O4     ,26,13,0,4,0,
164.05,32533552,389.087822,389.087806,-0.016,-0.042,C19 H17 O9     ,19,17,0,9,0,
246.79,19827762,389.091209,389.091177,-0.032,-0.083,C16 H21 O9 S   ,16,21,0,9,1,
555.68,15776824,389.099038,389.099039,0.001,0.003,C18 H17 N2 O8  ,18,17,2,8,0,
547.98,21843002,389.100915,389.100560,-0.355,-0.914,C27 H17 O S    ,27,17,0,1,1,
531.27,23161920,389.108922,389.108935,0.013,0.032,C16 H21 O11    ,16,21,0,11,0,
552.95,10595398,389.118621,389.118318,-0.303,-0.780,C27 H17 O3     ,27,17,0,3,0,
38.82,45542476,389.124169,389.124191,0.023,0.058,C20 H21 O8     ,20,21,0,8,0,
369.92,16452685,389.127503,389.127563,0.060,0.153,C17 H25 O8 S   ,17,25,0,8,1,
613.51,5258323,389.135165,389.135425,0.260,0.668,C19 H21 N2 O7  ,19,21,2,7,0,
598.84,14638170,389.145295,389.145321,0.025,0.065,C17 H25 O10    ,17,25,0,10,0,
459.32,7980130,389.154994,389.154703,-0.291,-0.747,C28 H21 O2     ,28,21,0,2,0,
51.45,45083748,389.160602,389.160577,-0.025,-0.065,C21 H25 O7     ,21,25,0,7,0,
467.57,6472809,389.163964,389.163948,-0.016,-0.041,C18 H29 O7 S   ,18,29,0,7,1,
414.48,6089846,389.181714,389.181706,-0.008,-0.020,C18 H29 O9     ,18,29,0,9,0,
658.80,3350653,389.191393,389.191089,-0.304,-0.781,C29 H25 O      ,29,25,0,1,0,
84.31,25062530,389.196929,389.196962,0.033,0.086,C22 H29 O6     ,22,29,0,6,0,
-1000.00,4472989,389.233239,389.233348,0.109,0.279,C23 H33 O5     ,23,33,0,5,0,
383.81,3466981,390.010039,390.010284,0.245,0.628,C16 H8 N O11   ,16,8,1,11,0,
457.46,3466981,390.010039,390.009632,-0.407,-1.042,C8 H12 N3 O13 S,8,12,3,13,1,
491.48,3445491,390.028773,390.028911,0.138,0.353,C17 H12 N O8 S ,17,12,1,8,1,
77.95,12967681,390.046633,390.046669,0.036,0.093,C17 H12 N O10  ,17,12,1,10,0,
496.81,6065924,390.050057,390.050040,-0.017,-0.043,C14 H16 N O10 S,14,16,1,10,1,
573.46,5060362,390.058155,390.057903,-0.252,-0.647,C16 H12 N3 O9  ,16,12,3,9,0,
174.64,15077148,390.083065,390.083055,-0.010,-0.025,C18 H16 N O9   ,18,16,1,9,0,
582.22,4177695,390.086465,390.086426,-0.039,-0.099,C15 H20 N O9 S ,15,20,1,9,1,
550.85,8486692,390.094350,390.094288,-0.062,-0.160,C17 H16 N3 O8  ,17,16,3,8,0,
255.21,13504311,390.119443,390.119440,-0.003,-0.008,C19 H20 N O8   ,19,20,1,8,0,
646.15,7081792,390.130715,390.130674,-0.042,-0.106,C18 H20 N3 O7  ,18,20,3,7,0,
610.96,8429383,390.140605,390.140570,-0.035,-0.091,C16 H24 N O10  ,16,24,1,10,0,
489.84,9318227,390.155866,390.155826,-0.040,-0.102,C20 H24 N O7   ,20,24,1,7,0,
590.91,3073883,390.167114,390.167059,-0.055,-0.140,C19 H24 N3 O6  ,19,24,3,6,0,
623.80,3150691,390.176976,390.176955,-0.021,-0.055,C17 H28 N O9   ,17,28,1,9,0,
438.07,3894735,391.003424,391.003031,-0.394,-1.007,C19 H7 N2 O6 S ,19,7,2,6,1,
494.76,3894735,391.003424,391.003544,0.119,0.305,C6 H15 O17 S   ,6,15,0,17,1,
624.92,3894735,391.003424,391.003682,0.258,0.659,C27 H3 O4      ,27,3,0,4,0,
479.14,3274198,391.012802,391.012927,0.125,0.320,C17 H11 O9 S   ,17,11,0,9,1,
477.23,6953437,391.022053,391.022310,0.257,0.656,C28 H7 O S     ,28,7,0,1,1,
218.02,24080868,391.030664,391.030685,0.021,0.053,C17 H11 O11    ,17,11,0,11,0,
501.80,6902246,391.034059,391.034056,-0.003,-0.007,C14 H15 O11 S  ,14,15,0,11,1,
470.29,8258026,391.039701,391.039416,-0.285,-0.729,C20 H11 N2 O5 S,20,11,2,5,1,
534.09,8258026,391.039701,391.039929,0.228,0.583,C7 H19 O16 S   ,7,19,0,16,1,
652.68,8258026,391.039701,391.040068,0.367,0.937,C28 H7 O3      ,28,7,0,3,0,
595.95,6646252,391.041898,391.041918,0.021,0.053,C16 H11 N2 O10 ,16,11,2,10,0,
79.84,44380672,391.067095,391.067070,-0.024,-0.062,C18 H15 O10    ,18,15,0,10,0,
181.98,29954560,391.070484,391.070442,-0.043,-0.109,C15 H19 O10 S  ,15,19,0,10,1,
495.30,5280261,391.076042,391.075802,-0.240,-0.614,C21 H15 N2 O4 S,21,15,2,4,1,
778.07,5280261,391.076042,391.076453,0.411,1.052,C29 H11 O2     ,29,11,0,2,0,
776.15,5598726,391.076586,391.076453,-0.133,-0.341,C29 H11 O2     ,29,11,0,2,0,
529.55,23646726,391.078313,391.078304,-0.009,-0.024,C17 H15 N2 O9  ,17,15,2,9,0,
575.53,10213896,391.080160,391.079824,-0.336,-0.859,C26 H15 O2 S   ,26,15,0,2,1,
713.68,7535118,391.088148,391.088200,0.052,0.133,C15 H19 O12    ,15,19,0,12,0,
372.88,8561173,391.097876,391.097583,-0.293,-0.750,C26 H15 O4     ,26,15,0,4,0,
21.99,57995800,391.103426,391.103456,0.030,0.076,C19 H19 O9     ,19,19,0,9,0,
493.41,18952732,391.106767,391.106827,0.060,0.153,C16 H23 O9 S   ,16,23,0,9,1,
589.10,17445410,391.114638,391.114689,0.051,0.131,C18 H19 N2 O8  ,18,19,2,8,0,
341.42,16646691,391.116533,391.116210,-0.323,-0.825,C27 H19 O S    ,27,19,0,1,1,
691.07,5782058,391.124583,391.124585,0.002,0.004,C16 H23 O11    ,16,23,0,11,0,
451.88,8845873,391.134284,391.133968,-0.316,-0.808,C27 H19 O3     ,27,19,0,3,0,
26.95,91091512,391.139868,391.139841,-0.027,-0.068,C20 H23 O8     ,20,23,0,8,0,
520.36,7868983,391.143246,391.143213,-0.034,-0.086,C17 H27 O8 S   ,17,27,0,8,1,
622.11,4303421,391.150930,391.151075,0.145,0.370,C19 H23 N2 O7  ,19,23,2,7,0,
499.15,4488780,391.170746,391.170354,-0.393,-1.004,C28 H23 O2     ,28,23,0,2,0,
14.55,57602640,391.176199,391.176227,0.028,0.072,C21 H27 O7     ,21,27,0,7,0,
522.85,4142675,391.179614,391.179598,-0.016,-0.040,C18 H31 O7 S   ,18,31,0,7,1,
15.11,21303916,391.212676,391.212612,-0.064,-0.164,C22 H31 O6     ,22,31,0,6,0,
427.88,8221294,391.216009,391.215984,-0.025,-0.064,C19 H35 O6 S   ,19,35,0,6,1,
-1000.00,4297351,391.248904,391.248998,0.094,0.241,C23 H35 O5     ,23,35,0,5,0,
483.30,483554464,391.969856,391.970269,0.413,1.053,C6 H6 N3 O17   ,6,6,3,17,0,
325.09,6728907,392.025978,392.025934,-0.044,-0.112,C16 H10 N O11  ,16,10,1,11,0,
132.48,18347238,392.062354,392.062319,-0.035,-0.090,C17 H14 N O10  ,17,14,1,10,0,
517.04,3411177,392.065968,392.065691,-0.278,-0.709,C14 H18 N O10 S,14,18,1,10,1,
75.56,23360770,392.098659,392.098705,0.046,0.116,C18 H18 N O9   ,18,18,1,9,0,
558.13,8484106,392.109950,392.109938,-0.012,-0.030,C17 H18 N3 O8  ,17,18,3,8,0,
314.25,16258333,392.135156,392.135090,-0.066,-0.169,C19 H22 N O8   ,19,22,1,8,0,
581.15,3872037,392.146297,392.146324,0.026,0.067,C18 H22 N3 O7  ,18,22,3,7,0,
625.85,4173101,392.156374,392.156220,-0.154,-0.393,C16 H26 N O10  ,16,26,1,10,0,
-1000.00,9168184,392.171470,392.171476,0.006,0.015,C20 H26 N O7   ,20,26,1,7,0,
-1000.00,3262803,392.207839,392.207861,0.022,0.056,C21 H30 N O6   ,21,30,1,6,0,
-1000.00,4607899,392.992080,392.992191,0.112,0.284,C16 H9 O10 S   ,16,9,0,10,1,
436.05,4140962,393.001213,393.001574,0.362,0.920,C27 H5 O2 S    ,27,5,0,2,1,
306.93,11265960,393.009911,393.009949,0.039,0.098,C16 H9 O12     ,16,9,0,12,0,
466.49,4632495,393.019040,393.018681,-0.359,-0.913,C19 H9 N2 O6 S ,19,9,2,6,1,
526.23,4632495,393.019040,393.019194,0.154,0.393,C6 H17 O17 S   ,6,17,0,17,1,
648.74,4632495,393.019040,393.019332,0.293,0.745,C27 H5 O4      ,27,5,0,4,0,
634.41,3962804,393.025129,393.025205,0.076,0.194,C20 H9 O9      ,20,9,0,9,0,
495.12,4468662,393.028489,393.028577,0.087,0.223,C17 H13 O9 S   ,17,13,0,9,1,
412.29,10131389,393.037696,393.037960,0.264,0.671,C28 H9 O S     ,28,9,0,1,1,
107.30,41596868,393.046326,393.046335,0.009,0.023,C17 H13 O11    ,17,13,0,11,0,
430.55,11356102,393.049766,393.049706,-0.060,-0.153,C14 H17 O11 S  ,14,17,0,11,1,
480.72,6844362,393.055369,393.055066,-0.303,-0.771,C20 H13 N2 O5 S,20,13,2,5,1,
662.97,6844362,393.055369,393.055718,0.348,0.886,C28 H9 O3      ,28,9,0,3,0,
581.55,9877452,393.057547,393.057568,0.022,0.055,C16 H13 N2 O10 ,16,13,2,10,0,
41.54,65107936,393.082721,393.082720,-0.001,-0.002,C18 H17 O10    ,18,17,0,10,0,
489.11,20183010,393.086071,393.086092,0.021,0.052,C15 H21 O10 S  ,15,21,0,10,1,
568.05,24655846,393.093895,393.093954,0.059,0.149,C17 H17 N2 O9  ,17,17,2,9,0,
503.68,10209256,393.095825,393.095475,-0.350,-0.890,C26 H17 O2 S   ,26,17,0,2,1,
690.38,3972078,393.103717,393.103337,-0.380,-0.967,C28 H13 N2 O   ,28,13,2,1,0,
761.74,3972078,393.103717,393.103850,0.133,0.339,C15 H21 O12    ,15,21,0,12,0,
53.32,120715256,393.119107,393.119106,-0.001,-0.002,C19 H21 O9     ,19,21,0,9,0,
519.42,10637308,393.122417,393.122477,0.061,0.154,C16 H25 O9 S   ,16,25,0,9,1,
608.23,13015042,393.130374,393.130339,-0.034,-0.087,C18 H21 N2 O8  ,18,21,2,8,0,
518.85,10766339,393.132279,393.131860,-0.419,-1.067,C27 H21 O S    ,27,21,0,1,1,
35.25,124745752,393.155499,393.155491,-0.008,-0.019,C20 H25 O8     ,20,25,0,8,0,
25.55,51116080,393.191878,393.191877,-0.001,-0.003,C21 H29 O7     ,21,29,0,7,0,
510.87,6266931,393.195337,393.195248,-0.089,-0.227,C18 H33 O7 S   ,18,33,0,7,1,
-1000.00,10737739,393.228319,393.228262,-0.056,-0.143,C22 H33 O6     ,22,33,0,6,0,
387.31,3653710,393.231649,393.231634,-0.016,-0.040,C19 H37 O6 S   ,19,37,0,6,1,
488.89,3490408,393.957192,393.956928,-0.264,-0.669,C7 H8 N O16 S  ,7,8,1,16,1,
488.84,3050137,394.023903,394.023826,-0.077,-0.196,C16 H12 N O9 S ,16,12,1,9,1,
348.77,11565734,394.041568,394.041584,0.016,0.040,C16 H12 N O11  ,16,12,1,11,0,
490.31,4913844,394.059988,394.060211,0.223,0.567,C17 H16 N O8 S ,17,16,1,8,1,
133.40,21723842,394.078026,394.077969,-0.057,-0.145,C17 H16 N O10  ,17,16,1,10,0,
611.59,4612804,394.081398,394.081341,-0.058,-0.146,C14 H20 N O10 S,14,20,1,10,1,
667.09,8274634,394.089275,394.089203,-0.072,-0.184,C16 H16 N3 O9  ,16,16,3,9,0,
166.28,23501532,394.114347,394.114355,0.008,0.020,C18 H20 N O9   ,18,20,1,9,0,
659.00,6521573,394.125564,394.125588,0.024,0.061,C17 H20 N3 O8  ,17,20,3,8,0,
269.34,15743735,394.150766,394.150740,-0.025,-0.064,C19 H24 N O8   ,19,24,1,8,0,
315.13,5272339,394.187166,394.187126,-0.040,-0.102,C20 H28 N O7   ,20,28,1,7,0,
239.80,7310168,394.281103,394.281026,-0.077,-0.196,C19 H40 N O7   ,19,40,1,7,0,
588.71,61865300,394.970250,394.969935,-0.315,-0.798,C6 H7 N2 O18   ,6,7,2,18,0,
479.13,3706226,395.007943,395.007841,-0.102,-0.258,C16 H11 O10 S  ,16,11,0,10,1,
519.22,5830008,395.017041,395.017224,0.183,0.464,C27 H7 O2 S    ,27,7,0,2,1,
118.32,27311486,395.025603,395.025599,-0.004,-0.009,C16 H11 O12    ,16,11,0,12,0,
516.15,3315073,395.029090,395.028971,-0.119,-0.302,C13 H15 O12 S  ,13,15,0,12,1,
661.70,4798854,395.034786,395.034982,0.197,0.498,C27 H7 O4      ,27,7,0,4,0,
648.29,7353738,395.040807,395.040856,0.048,0.122,C20 H11 O9     ,20,11,0,9,0,
504.25,6178188,395.043956,395.044227,0.271,0.687,C17 H15 O9 S   ,17,15,0,9,1,
523.40,7912851,395.053319,395.053610,0.291,0.736,C28 H11 O S    ,28,11,0,1,1,
508.06,4503957,395.055293,395.055460,0.168,0.424,C16 H15 N2 O8 S,16,15,2,8,1,
54.22,61701528,395.061968,395.061985,0.016,0.041,C17 H15 O11    ,17,15,0,11,0,
512.52,8287644,395.065378,395.065356,-0.022,-0.056,C14 H19 O11 S  ,14,19,0,11,1,
581.87,15437218,395.073208,395.073218,0.010,0.026,C16 H15 N2 O10 ,16,15,2,10,0,
644.41,4973989,395.077398,395.077241,-0.157,-0.397,C21 H15 O8     ,21,15,0,8,0,
71.17,114556344,395.098390,395.098370,-0.020,-0.050,C18 H19 O10    ,18,19,0,10,0,
518.27,10470839,395.101818,395.101742,-0.077,-0.194,C15 H23 O10 S  ,15,23,0,10,1,
588.43,20782524,395.109557,395.109604,0.047,0.119,C17 H19 N2 O9  ,17,19,2,9,0,
513.20,10902978,395.116782,395.116998,0.216,0.547,C19 H23 O7 S   ,19,23,0,7,1,
82.27,166559184,395.134730,395.134756,0.026,0.066,C19 H23 O9     ,19,23,0,9,0,
614.66,8291800,395.145872,395.145989,0.117,0.296,C18 H23 N2 O8  ,18,23,2,8,0,
519.03,7966173,395.153298,395.153383,0.085,0.215,C20 H27 O6 S   ,20,27,0,6,1,
66.11,106626536,395.171160,395.171141,-0.018,-0.046,C20 H27 O8     ,20,27,0,8,0,
692.97,3547637,395.186426,395.186398,-0.028,-0.071,C24 H27 O5     ,24,27,0,5,0,
27.30,25787908,395.207488,395.207527,0.039,0.099,C21 H31 O7     ,21,31,0,7,0,
-1000.00,4640288,395.244005,395.243912,-0.093,-0.235,C22 H35 O6     ,22,35,0,6,0,
295.47,23887922,395.962446,395.962682,0.236,0.596,C9 H6 N3 O13 S ,9,6,3,13,1,
540.30,3023951,396.002989,396.003090,0.101,0.255,C15 H10 N O10 S,15,10,1,10,1,
606.68,4514920,396.036047,396.036104,0.057,0.144,C19 H10 N O9   ,19,10,1,9,0,
477.05,7190634,396.039465,396.039476,0.011,0.027,C16 H14 N O9 S ,16,14,1,9,1,
264.39,15900791,396.057234,396.057234,0.000,0.000,C16 H14 N O11  ,16,14,1,11,0,
572.18,4661375,396.068447,396.068467,0.020,0.051,C15 H14 N3 O10 ,15,14,3,10,0,
